item,link,text
2025-1689,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285465&GUID=984D819B-03BC-4256-B178-5427015C767D&Options=&Search=,"title
Resolution amending resolution No. 803 of 2024, entitled “Resolution authorizing the Mayor of the City of Pittsburgh, and the Director of the Office of Management and Budget to apply for a grant from Pennsylvania Department of Economic Development’s Multimodal Transportation Fund for the Penn Avenue Lighting project. The grant proposal includes an ask of FOUR HUNDRED SIXTY ONE THOUSAND EIGHT HUNDRED FIFTY SIX DOLLARS ($461,856.00) dollars for this stated purpose.” to accept the grant, reduce the grant amount and authorize necessary expenditures.
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     Resolution No. 803 of 2024, entitled “Resolution authorizing the Mayor of the City of Pittsburgh, and the Director of the Office of Management and Budget to apply for a grant from Pennsylvania Department of Economic Development’s Multimodal Transportation Fund for the Penn Avenue Lighting project. The grant proposal includes an ask of FOUR HUNDRED SIXTY ONE THOUSAND EIGHT HUNDRED FIFTY SIX DOLLARS ($461,856.00) dollars for this stated purpose.” is hereby amended as follows:
  Section 1.                     The Mayor, the Director of the office of Management and Budget and the Director of the Department of Mobility and Infrastructure are authorized to enter into an Agreement or Agreements with the Pennsylvania Department of Economic Development’s Multimodal Transportation Fund for the AI Corridor Penn Avenue Lighting Project in the amount not to exceed of FOUR HUNDRED FIFTY THOUSAND ($450,000.00) dollars. Monies from the grant agreement shall be deposited into Grants Trust Fund account 6029400514.455247.00.
  Section 2.                     The Mayor, the Director of the Office of Management and Budget and the Director of the Department of Mobility and Infrastructure are further authorized to follow regular procurement processes to make all legitimate expenditures required by said Agreement(s) as outlined in Section 1. Said expenditures shall not exceed FOUR HUNDRED FIFTY THOUSAND ($450,000.00) dollars, chargeable to and payable from the appropriate expense account in the Grants Trust Fund, job number 6029400514."
2025-1690,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285466&GUID=4C5CC127-FCD9-4F57-AB89-2708F3293598&Options=&Search=,"title
Resolution amending Resolution No. 133 of 2024 titled ‘Resolution authorizing the Mayor and the Director of the Department of Public Works to enter into an Agreement or Agreements, or the use of existing Agreements, between the City of Pittsburgh and Pashek + MTR, for the professional design services for Fort Pitt Park Phase 1 Improvements at a cost not to exceed Three Hundred Thousand ($300,000.00) Dollars’, by increasing the total City cost by One Hundred and Fifteen Thousand, One Hundred and Seventy Dollars ($115,170.00), for a new total City cost not to exceed Four Hundred Fifteen Thousand, One Hundred and Seventy Dollars ($415,170.00) over one (1) year.
  body
WHEREAS, on July 10, 2023, the Office of Management and Budget, on behalf of the Department of Public Works, released a Request for Proposals to solicit for design services for Fort Pitt Park Phase 1 Improvements; and
  WHEREAS, a selection committee chose a proposal by Pashek + MTR for professional design services; and
  WHEREAS, additional costs have been incurred as a result of the Phase 2 scope of services to the project.
    Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor and the Director of the Department of Public Works are hereby authorized to enter into an Agreement or Agreements, or the use of existing Agreements, between the City of Pittsburgh and Pashek + MTR, for the professional design services for Fort Pitt Park Phase 1& 2 Improvements at a cost not to exceed Four Hundred Fifteen Thousand, One Hundred and Seventy Dollars ($415,170.00) chargeable to and payable from the following job numbers:
  Job Number                     Amount
4550000122                     $300,000.00
4550020824                     $115,170.00
    Section 2.                     The Agreement or Agreements, and Amendments thereto, shall be approved by the City Solicitor as to form."
2025-1691,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285467&GUID=D4919C3D-3EB2-4067-82D8-21815370617A&Options=&Search=,"title
Resolution transferring the amount of thirty-three thousand two hundred ninety-two dollars ($33,292.00) within the 2025 Operating Budget from City Council Districts Salaries & Wages, Regular to City Council Districts Employee Benefits for the purpose of tuition reimbursement.
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Controller and the Office of Management and Budget are hereby authorized and directed to transfer a total of thirty-three thousand two hundred ninety-two dollars ($33,292.00)
  From:
City Council Districts Salaries & Wages, Regular, JDE Account Number 11101.101100.51.51101.2025, subledger D1
  To:
City Council Districts Employee Benefits, JDE Account Number 11101.101100.52.52602.2025"
2025-1692,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285468&GUID=E59DAE36-9C54-44FD-91AF-D09275FC5F11&Options=&Search=,"title
Resolution appointment Isabella Gross, as a Member of the Shade Tree Commission with a term to expire March 1, 2029.
  body
This appointment shall take effect upon confirmation by Pittsburgh City Council."
2025-1693,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285469&GUID=33FD7328-6F19-4032-BE24-CDCC5311F377&Options=&Search=,"title
Communication from Jake Pawlak, Director of Office of Management and Budget, submitting to City Council the attached status update from the Grants Office for the week ended March 28, 2025."
2025-1694,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285470&GUID=89070C61-BAEF-434C-9B9C-26DB798E7694&Options=&Search=,"title
Communication from Jake Pawlak, Director of the Office of Management and Budget, submitting a donation to the Department of Public Safety from Pittsburgh Cultural Trust for the purchase of smoke detectors to be given to City residents in the amount not to exceed FIVE HUNDRED ($500.00) dollars."
2025-1697,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7286856&GUID=C4304DB8-E6F5-4CF7-9DD6-3D1F9B91035D&Options=&Search=,"Title
Communication from Susheela Nemani-Stanger, Executive Director of the Urban Redevelopment Authority of Pittsburgh (URA) submitting the Affordable Housing Bond 2024 Annual Performance Report, dated March 28, 2025."
2025-1677,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285453&GUID=93D8649D-F809-467A-9F42-EBFF37434D66&Options=&Search=,"Title
Report of the Committee on Finance and Law for March 26, 2025 with an Affirmative Recommendation."
2025-1639,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7263468&GUID=A09DA575-DEB9-4453-B789-B69EC4AB31AA&Options=&Search=,"Title
Resolution amending Resolution No. 564 of 2024 which authorized thirty six (36) Open-End Professional Services Agreements with multiple vendors to provide professional services on an on-call basis as required related to various professional services as needed by the various Departments of the City of Pittsburgh, each Agreement being at an amount not-to-exceed one million five hundred thousand dollars ($1,500,000) annually for a three year term, and providing for funding of the costs thereof, by authorizing  fifty six (56) additional Open-End Professional Services Agreements with multiple vendors for same various professional services.
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     Resolution No. 564 of 2024, entitled “Resolution authorizing thirty-six (36) Open-End Professional Services Agreements with multiple vendors to provide professional services on an on-call basis as required related to various professional services as needed by the various Departments of the City of Pittsburgh, each Agreement being at an amount not-to-exceed one million five hundred thousand dollars ($1,500,000) annually for a three-year term, and providing for funding of the costs thereof” is hereby amended as follows:
  SECTION 1. The City of Pittsburgh, through the Office of Management & Budget, is hereby authorized to enter into ninety two (92) Open-End Professional Services Agreements with multiple vendors for three (3) year terms, in order to provide professional services on an on-call basis as required related to various professional services as needed by the various Departments of the City of Pittsburgh.
  SECTION 2. Because the agreements provide services on an as-needed basis, expenditures under these agreements will be identified when work orders are issued. If funding for any work order has not been previously appropriated, funding will be identified and appropriated through subsequent City Council action.  Funding is available as appropriated when listed per project in the Operating and/or Capital Budget.  
  SECTION 3. No agreement will cost an amount greater than one million five hundred thousand dollars ($1,500,000) per year. In no event will any estimated work order for a project issued under these agreements exceed five hundred thousand dollars ($500,000) in value."
2025-1640,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7263469&GUID=29C88909-3FA4-4AC7-89CD-6C5AA2D3230F&Options=&Search=,"Title
Resolution amending Resolution No. 565 of 2024 which authorized thirty six (36) Open-End Professional Services Agreements with multiple vendors to provide professional services on an on-call basis as required related to various professional services as needed by the various Departments of the City of Pittsburgh, each Agreement being at an amount not-to-exceed seven hundred fifty thousand dollars ($750,000) annually for a three year term, and providing for funding of the costs thereof, by authorizing  fifty six (56) additional Open-End Professional Services Agreements with multiple vendors for same various professional services.
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     Resolution No. 565 of 2024, entitled “Resolution authorizing thirty-six (36) Open-End Professional Services Agreements with multiple vendors to provide professional services on an on-call basis as required related to various professional services as needed by the various Departments of the City of Pittsburgh, each Agreement being at an amount not-to-exceed seven hundred fifty thousand dollars ($750,000) annually for a three-year term, and providing for funding of the costs thereof” is hereby amended as follows:
  SECTION 1. The City of Pittsburgh, through the Office of Management & Budget, is hereby authorized to enter into ninety two (92) Open-End Professional Services Agreements with multiple vendors for three (3) year terms, in order to provide professional services on an on-call basis as required related to various professional services as needed by the various Departments of the City of Pittsburgh.
  SECTION 2. Because the agreements provide services on an as-needed basis, expenditures under these agreements will be identified when work orders are issued. If funding for any work order has not been previously appropriated, funding will be identified and appropriated through subsequent City Council action.  Funding is available as appropriated when listed per project in the Operating and/or Capital Budget.
  SECTION 3. No agreement will cost an amount greater than seven hundred fifty thousand dollars ($750,000) per year. In no event will any estimated work order for a project issued under these agreements exceed one hundred thousand dollars ($100,000) in value."
2025-1678,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285454&GUID=7BCB3F86-B455-4615-ADED-93E0BBB7ED23&Options=&Search=,"Title
Report of the Committee on Public Works and Infrastructure for March 26, 2025 with an Affirmative Recommendation."
2025-1641,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7263470&GUID=FEC53FC2-9ABC-4900-A871-40D7E325A386&Options=&Search=,"Title
Resolution providing for the issuance of a warrant in favor of Canon Tools for the purchase of one Mac Scan tool used to repair DPW vehicles, in the amount of Thirteen Thousand Four Hundred Ninety-Nine Dollars and Ninety-Eight cents ($13,499.98), over one (1) year.
  Body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1:                     The Mayor is hereby authorized to issue and the City Controller to countersign a warrant in favor of Canon Tools for the purchase of one Mac Scan tool used to repair DPW vehicles, in the amount of Thirteen Thousand Four Hundred Ninety-Nine Dollars and Ninety-Eight cents ($13,499.98), over one (1) year; and providing for the payment of the costs thereof chargeable to and payable from: 
  4000280300.56401.2025"
2025-1664,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7269901&GUID=BF981BC3-F08D-457B-A389-3166EE020480&Options=&Search=,"Title
Resolution providing for the issuance of a warrant in favor of United Rentals, in the amount of Thirty-Five Thousand Twenty-Five Dollars ($35,025.00), for the purpose of portable restroom rentals and servicing throughout the city’s parks system at various location; and providing for the payment of the costs thereof.
  Body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor is hereby authorized to issue and the City Controller to countersign, a warrant in favor of United Rentals, in the amount of Thirty-Five Thousand Twenty-Five Dollars ($35,025.00), for the purpose of portable restroom rentals and servicing throughout the city’s parks system at various location; and providing for the payment of the costs thereof, chargeable to and payable from the following operating account:  4000280070.56151.2025"
2025-1679,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285455&GUID=B0E8E463-EE16-4323-9320-8A6BC01625C1&Options=&Search=,"Title
Report of the Committee on Innovation, Performance, Asset Management, and Technology for March 26, 2025 with an Affirmative Recommendation."
2025-1635,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7263464&GUID=33FDAD68-2635-4E7F-8AFE-5045B9181C7F&Options=&Search=,"title
Resolution authorizing the Mayor and the City Solicitor to enter into a Professional Service Agreement or Agreements with Cycom Data Systems, Inc. (""Cycom"") for computer services relating to continuing maintenance, support, and upgrades to CityLaw, the Department of Law’s current legal case management and administrative support software system, for an amount not-to-exceed Eleven-Thousand Four-Hundred and Twenty-Four Dollars ($11,424.00) over one (1) year.
(Waiver of Competitive Process Received)
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     Resolution authorizing the Mayor and the City Solicitor to enter into a Professional Service Agreement or Agreements with Cycom Data Systems, Inc. (""Cycom"") for computer services relating to continuing maintenance, support, and upgrades to CityLaw, the Department of Law’s current legal case management and administrative support software system, for an amount not-to-exceed Eleven-Thousand Four-Hundred and Twenty-Four Dollars ($11,424.00) over one (1) year, chargeable to and payable from account: 
2025                     $11,424.00                     11101.108000.53.53509.2025
  Section 2.                     Said Agreement or Agreements shall be approved by the City Solicitor as to form."
2025-1680,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7285456&GUID=F0598285-69F6-4289-A13C-BF129E9111C2&Options=&Search=,"Title
Report of the Committee on Intergovernmental and Educational Affairs for March 26, 2025 with an Affirmative Recommendation."
2025-1636,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7263465&GUID=6C47D7D1-5F6A-456B-A3B9-360BDE5C419A&Options=&Search=,"Title
Resolution authorizing a cooperation agreement or agreements providing for the transfer of funds not to exceed ONE HUNDRED TWENTY-FIVE THOUSAND ($125,000.00) dollars to the City of Pittsburgh Equipment Leasing Authority for the purchase of vehicles for the Department of Public Works, Bureau of Environmental Services. This expenditure is associated with grant funds that the City will receive from the Pennsylvania Department of Environmental Protection from the 902 Municipal Recycling Grant.
  body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor and the Director of the Office of Management and Budget, on behalf of the City of Pittsburgh, are hereby authorized to enter into a cooperation agreement or agreements for providing for the transfer of funds not to exceed ONE HUNDRED TWENTY-FIVE THOUSAND ($125,000.00) dollars for a vehicle for the City’s Recycling Program payable from JDE Grant Job Number 4029400504.57531.00.
  Section 2. This agreement or agreement(s) shall be approved by the City Solicitor as to form.
  Section 3.  This agreement or agreement(s) shall also satisfy all requirements as specified by the DEP."
2025-1637,https://pittsburgh.legistar.com/LegislationDetail.aspx?ID=7263466&GUID=15123ED3-0A22-4865-9AC9-B9886BF92FB9&Options=&Search=,"Title
Resolution authorizing the issuance of a warrant payable in favor of the Chartiers Valley District Flood Control Authority (“CVDFCA”) to renew the City of Pittsburgh’s membership into the CVDFCA and pay fees for the year 2025 in an amount not to exceed Seventeen Thousand Two Hundred Four Dollars ($17,204.00), over one (1) year.
  Body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                       The Mayor is hereby authorized to issue and the City Controller to countersign a warrant payable in favor of the Chartiers Valley District Flood Control Authority (CVDFCA) to renew the City of Pittsburgh’s membership into the CVDFCA and pay fees for the year 2025 in an amount not to exceed Seventeen Thousand Two Hundred Four Dollars ($17,204.00), over one (1) year, chargeable to and payable from JDE account number 11101.420000.53.53101.2025."
