"DataPoint_ID","Task_Group_ID","Task_Type","Question","Headline 1","Headline 2","Annotator1_ID","Annotator1_Response","Annotator1_Timestamp"
"01983838-dc73-734a-8823-02d1932f963e","0a0de665-43d2-5171-8d0c-74ce7b289338","multiple_choice","Which headline do you have a stronger opinion about?","Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project.","Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.","67325d10b9e0c58d803cd7ba","Headline 1","2025-07-23T17:10:03.765Z"
"01983838-65fc-707b-9b20-6adad4277522","0a0de665-43d2-5171-8d0c-74ce7b289338","multiple_choice","Which headline do you have a stronger opinion about?","City Council delays a decision on the sale of a 23rd Ward property for green space and parking.","Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500.","67325d10b9e0c58d803cd7ba","Headline 1","2025-07-23T17:10:03.766Z"
"01983838-d93b-750b-8acb-89d6121a0c2b","0a0de665-43d2-5171-8d0c-74ce7b289338","multiple_choice","Which headline do you have a stronger opinion about?","Council recommends an additional $382,000 for the Haverhill road and stormwater project.","A City Council committee recommends spending $32,750 in grant money on new police recruitment videos.","67325d10b9e0c58d803cd7ba","Headline 2","2025-07-23T17:10:03.765Z"
"01983838-bbd7-732a-a3bf-7f2fbf0ce507","0a0de665-43d2-5171-8d0c-74ce7b289338","multiple_choice","Which headline do you have a stronger opinion about?","Council approves three-year agreement with USI Insurance Services to broker city insurance policies at no direct cost.","Council approves agreement with Pittsburgh Downtown Partnership to improve Market Square at no cost to the City.","67325d10b9e0c58d803cd7ba","Headline 2","2025-07-23T17:10:03.765Z"
"01983839-0231-746d-9688-b6ee2fe8428f","0a0de665-43d2-5171-8d0c-74ce7b289338","multiple_choice","Which headline do you have a stronger opinion about?","Council to Approve Funding for Recruitment Video Aimed at Addressing Police Shortages","Council approves $13,500 purchase of diagnostic tool to repair city vehicles.","67325d10b9e0c58d803cd7ba","Headline 1","2025-07-23T17:10:03.766Z"
"01983838-5abd-745e-90f6-69fe121abcfc","0a0de665-43d2-5171-8d0c-74ce7b289338","multiple_choice","Which headline do you have a stronger opinion about?","City Council approves $316,367 settlement for Finland Street Pedestrian Bridge litigation","Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs","67325d10b9e0c58d803cd7ba","Headline 1","2025-07-23T17:10:03.766Z"
"01983838-567a-7154-adfc-b6fb81ec5a3d","0a96a590-88ef-53ad-8af1-08cf896bb84f","multiple_choice","Which headline do you have a stronger opinion about?","Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs","City receives $500 donation from Pittsburgh Cultural Trust for smoke detectors","60dbf4d94a3b5564b68881e8","Headline 2","2025-07-23T17:11:45.311Z"
"01983838-9eeb-765f-bc1a-4accf077d885","0a96a590-88ef-53ad-8af1-08cf896bb84f","multiple_choice","Which headline do you have a stronger opinion about?","Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles.","Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety.","60dbf4d94a3b5564b68881e8","Headline 2","2025-07-23T17:11:45.311Z"
"01983838-95e5-7226-b017-960d7e85f8ba","0a96a590-88ef-53ad-8af1-08cf896bb84f","multiple_choice","Which headline do you have a stronger opinion about?","City recommends a $5.4 million funding increase for the Liberty Avenue safety project.","City Council authorizes 56 additional contracts for on-call professional services.","60dbf4d94a3b5564b68881e8","Headline 2","2025-07-23T17:11:45.311Z"
"01983839-0405-7159-8b8f-862fcca0bd76","0a96a590-88ef-53ad-8af1-08cf896bb84f","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025.","Council to Approve Funding for Recruitment Video Aimed at Addressing Police Shortages","60dbf4d94a3b5564b68881e8","Headline 2","2025-07-23T17:11:45.310Z"
"01983838-b918-748e-a7d8-dcb18d6c2beb","0a96a590-88ef-53ad-8af1-08cf896bb84f","multiple_choice","Which headline do you have a stronger opinion about?","Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.","Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025.","60dbf4d94a3b5564b68881e8","Headline 1","2025-07-23T17:11:45.311Z"
"01983838-f6e1-77bb-a4a4-2e3add9de913","0a96a590-88ef-53ad-8af1-08cf896bb84f","multiple_choice","Which headline do you have a stronger opinion about?","Portable Restroom Back Payment Sparks Inquiries into the Prevalence of Closed Public Restrooms in City Parks","Council approves $125,000 in state grant funding to purchase vehicles for the recycling program.","60dbf4d94a3b5564b68881e8","Headline 1","2025-07-23T17:11:45.311Z"
"01983838-2b9b-75cf-918b-eb7e94622189","0a96a590-88ef-53ad-8af1-08cf896bb84f","multiple_choice","Which headline do you have a stronger opinion about?","Council considers $52,962 payment for Pennsylvania Municipal League membership subscription.","Council approves increased funding for Haverhill Project, raising city's reimbursement to Pittsburgh Water to nearly $993,000.","60dbf4d94a3b5564b68881e8","Headline 2","2025-07-23T17:11:45.310Z"
"01983838-ca40-730f-b60a-531027e062a7","0a96a590-88ef-53ad-8af1-08cf896bb84f","multiple_choice","Which headline do you have a stronger opinion about?","Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.","City Council approves accepting $316,367 settlement for damaged Finland Street Pedestrian Bridge.","60dbf4d94a3b5564b68881e8","Headline 1","2025-07-23T17:11:45.311Z"
"01983838-3931-7576-9d5d-056160bff09b","0a96a590-88ef-53ad-8af1-08cf896bb84f","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $72,500 payment to Pennsylvania Public Utility Commission for delinquent 811 call debts","Council holds resolution on cooperation agreement for Downing Street steps for six weeks","60dbf4d94a3b5564b68881e8","Headline 1","2025-07-23T17:11:45.311Z"
"01983838-d197-74cd-8dec-8c60a47bd96e","0a96a590-88ef-53ad-8af1-08cf896bb84f","multiple_choice","Which headline do you have a stronger opinion about?","Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety.","Council committee recommends adding $1.06 million in federal funds for a Liberty Avenue project.","60dbf4d94a3b5564b68881e8","Headline 1","2025-07-23T17:11:45.311Z"
"01983839-0a52-7052-ab08-87cd0870e239","0a96a590-88ef-53ad-8af1-08cf896bb84f","multiple_choice","Which headline do you have a stronger opinion about?","Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.","Council to Approve Funding for Recruitment Video Aimed at Addressing Police Shortages","60dbf4d94a3b5564b68881e8","Headline 1","2025-07-23T17:11:45.311Z"
"01983838-8bfe-72db-8470-007479da781f","0a96a590-88ef-53ad-8af1-08cf896bb84f","multiple_choice","Which headline do you have a stronger opinion about?","City accepts $500 donation from Pittsburgh Cultural Trust to buy smoke detectors for residents.","Council approves $32,750 contract for company to create police recruitment videos using grant money.","60dbf4d94a3b5564b68881e8","Headline 1","2025-07-23T17:11:45.311Z"
"01983838-7689-74bc-9377-6591e99bb332","0a96a590-88ef-53ad-8af1-08cf896bb84f","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $35,025 payment to United Rentals for portable restrooms in city parks","City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR","60dbf4d94a3b5564b68881e8","Headline 1","2025-07-23T17:11:45.310Z"
"01983838-c80f-7228-b418-97c9e8638c29","0a96a590-88ef-53ad-8af1-08cf896bb84f","multiple_choice","Which headline do you have a stronger opinion about?","City Council approves $316,367 settlement for Finland Street Pedestrian Bridge litigation","Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program","60dbf4d94a3b5564b68881e8","Headline 2","2025-07-23T17:11:45.310Z"
"01983838-ba4f-7442-8a63-ca23bc7ac2fd","0a96a590-88ef-53ad-8af1-08cf896bb84f","multiple_choice","Which headline do you have a stronger opinion about?","Council approves increased funding for Haverhill Project, raising city's reimbursement to Pittsburgh Water to nearly $993,000.","Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025.","60dbf4d94a3b5564b68881e8","Headline 1","2025-07-23T17:11:45.311Z"
"01983838-65ae-766e-8729-0aac120290e8","0a96a590-88ef-53ad-8af1-08cf896bb84f","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $1.06 million increase for Liberty Avenue project with new federal funding","Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500","60dbf4d94a3b5564b68881e8","Headline 1","2025-07-23T17:11:45.310Z"
"01983838-eee6-7338-9c5a-6744f30fca03","0a96a590-88ef-53ad-8af1-08cf896bb84f","multiple_choice","Which headline do you have a stronger opinion about?","Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.","Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors","60dbf4d94a3b5564b68881e8","Headline 1","2025-07-23T17:11:45.310Z"
"01983838-fad7-77e9-b9d3-54709641f6c4","0a96a590-88ef-53ad-8af1-08cf896bb84f","multiple_choice","Which headline do you have a stronger opinion about?","Portable Restroom Back Payment Sparks Inquiries into the Prevalence of Closed Public Restrooms in City Parks","City recommends a $5.4 million funding increase for the Liberty Avenue safety project.","60dbf4d94a3b5564b68881e8","Headline 1","2025-07-23T17:11:45.311Z"
"01983838-34fe-74f8-ad6e-f2e452902a9a","0a96a590-88ef-53ad-8af1-08cf896bb84f","multiple_choice","Which headline do you have a stronger opinion about?","Council recommends switching to USI Insurance Services as the city's new insurance broker.","City to pay $72,500 for overdue damage prevention debts.","60dbf4d94a3b5564b68881e8","Headline 2","2025-07-23T17:11:45.311Z"
"01983838-8cb1-75d8-b21e-3fcd3b871ead","0a96a590-88ef-53ad-8af1-08cf896bb84f","multiple_choice","Which headline do you have a stronger opinion about?","City accepts $500 donation from Pittsburgh Cultural Trust to buy smoke detectors for residents.","Council recommends increasing Liberty Avenue highway safety project funding by $5.4 million to $12.9 million total.","60dbf4d94a3b5564b68881e8","Headline 2","2025-07-23T17:11:45.310Z"
"01983838-d603-7257-ba5f-8a4bedc977d2","0b4a15d9-78a7-5b23-aecc-a5994abbbffb","multiple_choice","Which headline do you have a stronger opinion about?","A City Council committee recommends spending $32,750 in grant money on new police recruitment videos.","City accepts a reduced $250,000 state grant for the Smallman Street project.","61481ecde9840ff139ea4955","Headline 2","2025-07-23T17:13:35.925Z"
"01983838-9a7c-743c-9ede-1f030e91e7d2","0b4a15d9-78a7-5b23-aecc-a5994abbbffb","multiple_choice","Which headline do you have a stronger opinion about?","City Council calls for future discussions on the Oakland Business Improvement District and the affordable housing bond.","Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles.","61481ecde9840ff139ea4955","Headline 1","2025-07-23T17:13:35.925Z"
"01983838-abd6-74cd-9ad4-9f4890c56214","0b4a15d9-78a7-5b23-aecc-a5994abbbffb","multiple_choice","Which headline do you have a stronger opinion about?","Council approves an $11,424 one-year contract for Law Department software support.","Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project.","61481ecde9840ff139ea4955","Headline 2","2025-07-23T17:13:35.925Z"
"01983838-9c70-7709-85aa-a420c0408d60","0b4a15d9-78a7-5b23-aecc-a5994abbbffb","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $32,750 contract with Kicker, Inc. for police recruitment video production","Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs","61481ecde9840ff139ea4955","Headline 1","2025-07-23T17:13:35.925Z"
"01983838-ff58-729e-9f90-6e06a1a7549e","0b4a15d9-78a7-5b23-aecc-a5994abbbffb","multiple_choice","Which headline do you have a stronger opinion about?","Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500.","Council to Approve Funding for Recruitment Video Aimed at Addressing Police Shortages","61481ecde9840ff139ea4955","Headline 1","2025-07-23T17:13:35.925Z"
"01983838-2478-7309-a92f-98078d1ebc2f","0b4a15d9-78a7-5b23-aecc-a5994abbbffb","multiple_choice","Which headline do you have a stronger opinion about?","Council introduces a resolution to pay the Pennsylvania Municipal League $52,962.24 for a one-year subscription.","City Council approves $35,025 for portable restrooms in city parks.","61481ecde9840ff139ea4955","Headline 1","2025-07-23T17:13:35.925Z"
"01983838-3716-72a4-a9fc-be83d7fcdcb9","0b4a15d9-78a7-5b23-aecc-a5994abbbffb","multiple_choice","Which headline do you have a stronger opinion about?","City to pay $72,500 for overdue damage prevention debts.","City accepts a reduced $250,000 state grant for the Smallman Street project.","61481ecde9840ff139ea4955","Headline 2","2025-07-23T17:13:35.925Z"
"01983838-baed-758a-a813-154a490e2ee6","0b4a15d9-78a7-5b23-aecc-a5994abbbffb","multiple_choice","Which headline do you have a stronger opinion about?","Council approves agreement with PennDOT to share in-kind services at no cost to city","City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025","61481ecde9840ff139ea4955","Headline 1","2025-07-23T17:13:35.924Z"
"01983838-c2d7-764f-9c34-a5d9d3f35137","0b4a15d9-78a7-5b23-aecc-a5994abbbffb","multiple_choice","Which headline do you have a stronger opinion about?","Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project.","Council approves post-agenda meetings to discuss Oakland Business Improvement District and Affordable Housing Bond.","61481ecde9840ff139ea4955","Headline 1","2025-07-23T17:13:35.925Z"
"01983838-f11e-7785-9640-4adff7a46461","0b4a15d9-78a7-5b23-aecc-a5994abbbffb","multiple_choice","Which headline do you have a stronger opinion about?","Portable Restroom Back Payment Sparks Inquiries into the Prevalence of Closed Public Restrooms in City Parks","Council considers $52,962 payment for Pennsylvania Municipal League membership subscription.","61481ecde9840ff139ea4955","Headline 2","2025-07-23T17:13:35.925Z"
"01983838-cda6-765c-9291-f98ffa1c3dac","0b4a15d9-78a7-5b23-aecc-a5994abbbffb","multiple_choice","Which headline do you have a stronger opinion about?","Council approves three-year agreement with USI Insurance Services to broker city insurance policies at no direct cost.","Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase.","61481ecde9840ff139ea4955","Headline 1","2025-07-23T17:13:35.925Z"
"01983838-ee12-7794-a4af-ae1782013deb","0b4a15d9-78a7-5b23-aecc-a5994abbbffb","multiple_choice","Which headline do you have a stronger opinion about?","City recommends a $5.4 million funding increase for the Liberty Avenue safety project.","Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors","61481ecde9840ff139ea4955","Headline 1","2025-07-23T17:13:35.925Z"
"01983838-aecd-76ae-a61f-96a1d93657e2","0b4a15d9-78a7-5b23-aecc-a5994abbbffb","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $125,000 transfer for new recycling vehicles through state grant","Council approves agreement with Pittsburgh Downtown Partnership to improve and maintain Market Square at no cost to the City","61481ecde9840ff139ea4955","Headline 2","2025-07-23T17:13:35.924Z"
"01983838-e2f9-752b-8fd6-993abe86d249","0b4a15d9-78a7-5b23-aecc-a5994abbbffb","multiple_choice","Which headline do you have a stronger opinion about?","Council holds resolution on cooperation agreement for Downing Street steps for six weeks","Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety","61481ecde9840ff139ea4955","Headline 2","2025-07-23T17:13:35.924Z"
"01983838-821f-72b9-ab17-3a903c668e80","0b4a15d9-78a7-5b23-aecc-a5994abbbffb","multiple_choice","Which headline do you have a stronger opinion about?","City Council approves accepting $316,367 settlement for damaged Finland Street Pedestrian Bridge.","Council moves $33,292 from salaries to employee benefits for tuition reimbursement program.","61481ecde9840ff139ea4955","Headline 1","2025-07-23T17:13:35.925Z"
"01983838-2190-763a-83fc-307ca608d5b6","0b4a15d9-78a7-5b23-aecc-a5994abbbffb","multiple_choice","Which headline do you have a stronger opinion about?","Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.","Council introduces a resolution to pay the Pennsylvania Municipal League $52,962.24 for a one-year subscription.","61481ecde9840ff139ea4955","Headline 1","2025-07-23T17:13:35.925Z"
"01983838-d5c6-75ea-97de-82e170b569d3","0b4a15d9-78a7-5b23-aecc-a5994abbbffb","multiple_choice","Which headline do you have a stronger opinion about?","Council approves agreement with PennDOT to share in-kind services at no cost to city","Council holds resolution on sale of 23rd Ward property acquired at tax sale for further review","61481ecde9840ff139ea4955","Headline 1","2025-07-23T17:13:35.927Z"
"01983838-57ff-7427-b37f-3035fcc96151","0b4a15d9-78a7-5b23-aecc-a5994abbbffb","multiple_choice","Which headline do you have a stronger opinion about?","Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs","Council approves $35,025 payment to United Rentals for portable restrooms in city parks","61481ecde9840ff139ea4955","Headline 2","2025-07-23T17:13:35.925Z"
"01983838-2f02-77b8-aec5-cf2a9231c505","0b4a15d9-78a7-5b23-aecc-a5994abbbffb","multiple_choice","Which headline do you have a stronger opinion about?","Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.","City to pay $72,500 for overdue damage prevention debts.","61481ecde9840ff139ea4955","Headline 1","2025-07-23T17:13:35.925Z"
"01983838-cf86-764c-b60f-085c52660937","0b4a15d9-78a7-5b23-aecc-a5994abbbffb","multiple_choice","Which headline do you have a stronger opinion about?","Council approves over $1 million in additional federal funding for Liberty Avenue road project.","Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project.","61481ecde9840ff139ea4955","Headline 1","2025-07-23T17:13:35.925Z"
"01983838-4af3-72a8-8f67-e8a5c01074b9","00ec9653-3dd2-5d0a-8a5d-3cbe649545c2","multiple_choice","Which headline do you have a stronger opinion about?","Council approves 56 additional open-end professional services agreements with vendors","Council approves land sale contract between Urban Redevelopment Authority and Pittsburgh Land Bank for 5th Ward property","66b82e7a217f905382989f20","Headline 1","2025-07-23T17:10:04.675Z"
"01983838-fd18-76fb-b0b1-f35011372c4c","00ec9653-3dd2-5d0a-8a5d-3cbe649545c2","multiple_choice","Which headline do you have a stronger opinion about?","Portable Restroom Back Payment Sparks Inquiries into the Prevalence of Closed Public Restrooms in City Parks","Council approves agreement with PennDOT to share in-kind services at no cost to city","66b82e7a217f905382989f20","Headline 2","2025-07-23T17:10:04.674Z"
"01983838-9336-7309-80b4-e309cb0adf66","00ec9653-3dd2-5d0a-8a5d-3cbe649545c2","multiple_choice","Which headline do you have a stronger opinion about?","City Council approves $316,367 settlement for Finland Street Pedestrian Bridge litigation","Council approves 56 additional open-end professional services agreements with vendors","66b82e7a217f905382989f20","Headline 1","2025-07-23T17:10:04.675Z"
"01983838-4cef-71dd-8ef4-f65cee23bd0b","00ec9653-3dd2-5d0a-8a5d-3cbe649545c2","multiple_choice","Which headline do you have a stronger opinion about?","Council approves sale of two Hill District lots to Pittsburgh Land Bank for $16,290.","Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025.","66b82e7a217f905382989f20","Headline 2","2025-07-23T17:10:04.675Z"
"01983838-ffae-768e-99c4-4b68472fb6d0","00ec9653-3dd2-5d0a-8a5d-3cbe649545c2","multiple_choice","Which headline do you have a stronger opinion about?","Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending.","Council to Approve Funding for Recruitment Video Aimed at Addressing Police Shortages","66b82e7a217f905382989f20","Headline 1","2025-07-23T17:10:04.675Z"
"01983838-991d-7089-a63e-3fa26b009d49","00ec9653-3dd2-5d0a-8a5d-3cbe649545c2","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs","Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades","66b82e7a217f905382989f20","Headline 1","2025-07-23T17:10:04.674Z"
"01983839-123f-743b-8365-777100b61633","00ec9653-3dd2-5d0a-8a5d-3cbe649545c2","multiple_choice","Which headline do you have a stronger opinion about?","14 Acre Bakery Square Expansion Moves Forward with Two Key Amendments Ready for Public Hearing","Council approves post-agenda meetings on Oakland BID and Affordable Housing Bond","66b82e7a217f905382989f20","Headline 2","2025-07-23T17:10:04.675Z"
"01983838-c567-7673-9ff4-0037c334a7db","00ec9653-3dd2-5d0a-8a5d-3cbe649545c2","multiple_choice","Which headline do you have a stronger opinion about?","Council recommends an additional $382,000 for the Haverhill road and stormwater project.","City Council calls for future discussions on the Oakland Business Improvement District and the affordable housing bond.","66b82e7a217f905382989f20","Headline 2","2025-07-23T17:10:04.674Z"
"01983838-78ce-716f-92aa-6e6a11dc3ab6","00ec9653-3dd2-5d0a-8a5d-3cbe649545c2","multiple_choice","Which headline do you have a stronger opinion about?","Council approves post-agenda meetings on Oakland BID and Affordable Housing Bond","City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR","66b82e7a217f905382989f20","Headline 1","2025-07-23T17:10:04.674Z"
"01983838-6b25-7279-b7fb-53c8a9afcc34","00ec9653-3dd2-5d0a-8a5d-3cbe649545c2","multiple_choice","Which headline do you have a stronger opinion about?","Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.","City accepts a $500 donation from the Pittsburgh Cultural Trust to purchase smoke detectors for residents.","66b82e7a217f905382989f20","Headline 2","2025-07-23T17:10:04.675Z"
"01983838-e59a-70ca-a042-623abe6ee0f3","00ec9653-3dd2-5d0a-8a5d-3cbe649545c2","multiple_choice","Which headline do you have a stronger opinion about?","City Council introduces resolution to pay $72,500 in overdue fees to state utility commission for damage prevention calls.","Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors","66b82e7a217f905382989f20","Headline 1","2025-07-23T17:10:04.674Z"
"01983838-d059-723e-869a-7150363d91c5","00ec9653-3dd2-5d0a-8a5d-3cbe649545c2","multiple_choice","Which headline do you have a stronger opinion about?","Council approves additional $317,588 for South Negley Avenue Bridge Project contract with WSP USA.","Council approves over $1 million in additional federal funding for Liberty Avenue road project.","66b82e7a217f905382989f20","Headline 1","2025-07-23T17:10:04.674Z"
"01983839-0f27-743f-b22b-5f06d19af959","00ec9653-3dd2-5d0a-8a5d-3cbe649545c2","multiple_choice","Which headline do you have a stronger opinion about?","14 Acre Bakery Square Expansion Moves Forward with Two Key Amendments Ready for Public Hearing","Council approves 56 additional open-end professional services agreements with vendors","66b82e7a217f905382989f20","Headline 1","2025-07-23T17:10:04.675Z"
"01983839-1446-71be-82d9-cb02961d3611","00ec9653-3dd2-5d0a-8a5d-3cbe649545c2","multiple_choice","Which headline do you have a stronger opinion about?","A City Council committee recommends spending $32,750 in grant money on new police recruitment videos.","14 Acre Bakery Square Expansion Moves Forward with Two Key Amendments Ready for Public Hearing","66b82e7a217f905382989f20","Headline 1","2025-07-23T17:10:04.675Z"
"01983838-46d6-731a-a4f9-451604e817de","00ec9653-3dd2-5d0a-8a5d-3cbe649545c2","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety","Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire city property in 15th Ward","66b82e7a217f905382989f20","Headline 2","2025-07-23T17:10:04.675Z"
