DataPoint_ID,Task_Group_ID,Task_Type,Question,Headline 1,Headline 2,Annotator1_ID,Annotator1_Response,Annotator1_Timestamp
0198330a-fda5-702d-b6f0-49c1225e1f61,0bc38aa7-626c-5328-bf16-0f25a0a9e3a8,multiple_choice,Which headline do you have a stronger opinion about?,The Urban Redevelopment Authority will no longer acquire a city-owned property in the 15th Ward.,Council committee recommends granting Duquesne Light and Pittsburgh Water use of city land for new utility equipment.,674c8549a9fd90b7c8dda9d3,Headline 2,2025-07-22T17:01:28.286Z
0198330a-a6dc-7348-b59c-2173a7c0d88a,0bc38aa7-626c-5328-bf16-0f25a0a9e3a8,multiple_choice,Which headline do you have a stronger opinion about?,"Council approves no-cost, three-year insurance brokerage agreement with USI Insurance Services",Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge Project,674c8549a9fd90b7c8dda9d3,Headline 1,2025-07-22T17:01:28.286Z
0198330a-aeac-74fb-8a4f-0c03ce9ddc89,0bc38aa7-626c-5328-bf16-0f25a0a9e3a8,multiple_choice,Which headline do you have a stronger opinion about?,Council approves $1.06 million increase in Liberty Avenue project budget with federal funding,"Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety office",674c8549a9fd90b7c8dda9d3,Headline 1,2025-07-22T17:01:28.285Z
0198330a-a34e-7389-b172-1557c92a3dc1,0bc38aa7-626c-5328-bf16-0f25a0a9e3a8,multiple_choice,Which headline do you have a stronger opinion about?,"City Council approves $316,367 settlement for Finland Street Pedestrian Bridge litigation",Council approves repeal of 2019 resolution allowing Urban Redevelopment Authority to acquire city property in 15th Ward,674c8549a9fd90b7c8dda9d3,Headline 1,2025-07-22T17:01:28.285Z
0198330a-a7bc-7047-9ed2-f75614a94902,0bc38aa7-626c-5328-bf16-0f25a0a9e3a8,multiple_choice,Which headline do you have a stronger opinion about?,"Council approves no-cost, three-year insurance brokerage agreement with USI Insurance Services","City Council approves increased reimbursement of $992,628.77 to Pittsburgh Water for Haverhill Project costs",674c8549a9fd90b7c8dda9d3,Headline 1,2025-07-22T17:01:28.286Z
0198330a-b13a-7036-8735-07389d7cda29,0bc38aa7-626c-5328-bf16-0f25a0a9e3a8,multiple_choice,Which headline do you have a stronger opinion about?,Council approves $1.06 million increase in Liberty Avenue project budget with federal funding,"Council approves reduced $450,000 grant for Penn Avenue Lighting project in East Liberty",674c8549a9fd90b7c8dda9d3,Headline 1,2025-07-22T17:01:28.285Z
0198330b-0899-761e-8f6b-e2a781bc1a64,0bc38aa7-626c-5328-bf16-0f25a0a9e3a8,multiple_choice,Which headline do you have a stronger opinion about?,City Council refers resolution to transfer 14 properties in 12th Ward to Larimer Consensus Group to settle court cases.,"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",674c8549a9fd90b7c8dda9d3,Headline 2,2025-07-22T17:01:28.286Z
0198330a-ac4d-77c8-a0c1-c2e56db971c7,0bc38aa7-626c-5328-bf16-0f25a0a9e3a8,multiple_choice,Which headline do you have a stronger opinion about?,"Council recommends selling a URA-owned lot on Island Avenue for $3,600.",City Council authorizes a no-cost agreement with USI Insurance Services for insurance brokerage services.,674c8549a9fd90b7c8dda9d3,Headline 2,2025-07-22T17:01:28.286Z
0198330a-ccd9-71ac-85f9-3a6371d8a34c,0bc38aa7-626c-5328-bf16-0f25a0a9e3a8,multiple_choice,Which headline do you have a stronger opinion about?,"Council places a two-week hold on a $33,292 tuition reimbursement for an employee.","Council approves a contract increase of more than $317,000 for the South Negley Avenue Bridge Project.",674c8549a9fd90b7c8dda9d3,Headline 1,2025-07-22T17:01:28.286Z
0198330a-c266-73ba-a9a4-60f4ba59bc85,0bc38aa7-626c-5328-bf16-0f25a0a9e3a8,multiple_choice,Which headline do you have a stronger opinion about?,Two Hill District lots recommended for transfer to the Pittsburgh Land Bank.,"City Council accepts a $250,000 state grant for the Smallman Street project.",674c8549a9fd90b7c8dda9d3,Headline 1,2025-07-22T17:01:28.286Z
0198330a-ab06-763a-9a37-2ca18afcbfc3,0dd797f7-8e10-51d7-a955-acdc419f7135,multiple_choice,Which headline do you have a stronger opinion about?,"Council approves no-cost, three-year insurance brokerage agreement with USI Insurance Services","Council approves $52,962 subscription payment to Pennsylvania Municipal League",672b7c9fde910f42c8aa35eb,Headline 2,2025-07-22T17:02:05.670Z
0198330a-f753-712a-a753-63719025b24f,0dd797f7-8e10-51d7-a955-acdc419f7135,multiple_choice,Which headline do you have a stronger opinion about?,"Council approves $52,962 subscription payment to Pennsylvania Municipal League","Council approves reduced $450,000 grant for Penn Avenue Lighting project in East Liberty",672b7c9fde910f42c8aa35eb,Headline 2,2025-07-22T17:02:05.670Z
0198330a-b196-768e-b6a7-c0f6bbe04d79,0dd797f7-8e10-51d7-a955-acdc419f7135,multiple_choice,Which headline do you have a stronger opinion about?,"City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR",Council approves $1.06 million increase in Liberty Avenue project budget with federal funding,672b7c9fde910f42c8aa35eb,Headline 2,2025-07-22T17:02:05.670Z
0198330a-a395-74f0-b580-d4ee9cbe70cf,0dd797f7-8e10-51d7-a955-acdc419f7135,multiple_choice,Which headline do you have a stronger opinion about?,Two Hill District lots recommended for transfer to the Pittsburgh Land Bank.,"City accepts $316,367 to settle lawsuit involving the Finland Street Pedestrian Bridge.",672b7c9fde910f42c8aa35eb,Headline 2,2025-07-22T17:02:05.670Z
0198330a-5759-772d-89db-5d18cab5736d,0dd797f7-8e10-51d7-a955-acdc419f7135,multiple_choice,Which headline do you have a stronger opinion about?,Council refers resolution to approve sewage plan for South Side townhome development to committee.,"Council approves $72,500 payment to state utility commission for overdue 811 damage prevention call fees.",672b7c9fde910f42c8aa35eb,Headline 2,2025-07-22T17:02:05.669Z
0198330a-b9e0-74fe-a03f-83ae7622334f,0dd797f7-8e10-51d7-a955-acdc419f7135,multiple_choice,Which headline do you have a stronger opinion about?,"City Council approves $32,750 contract with Kicker Inc. for police recruitment videos","Council approves $52,962 subscription payment to Pennsylvania Municipal League",672b7c9fde910f42c8aa35eb,Headline 1,2025-07-22T17:02:05.669Z
0198330a-dc64-73e2-b422-05fd18dc361e,0dd797f7-8e10-51d7-a955-acdc419f7135,multiple_choice,Which headline do you have a stronger opinion about?,"Council recommends paying a $72,500 debt for 811 damage prevention calls.","Council approves an additional $382,513 for the Haverhill stormwater and road project.",672b7c9fde910f42c8aa35eb,Headline 2,2025-07-22T17:02:05.669Z
0198330a-ba78-76a6-9bd3-658b2939f16f,0dd797f7-8e10-51d7-a955-acdc419f7135,multiple_choice,Which headline do you have a stronger opinion about?,The Urban Redevelopment Authority will no longer acquire a city-owned property in the 15th Ward.,"City Council approves $32,750 contract for police recruitment videos.",672b7c9fde910f42c8aa35eb,Headline 2,2025-07-22T17:02:05.670Z
0198330a-21a7-741d-a052-9342cfe45f1e,0dd797f7-8e10-51d7-a955-acdc419f7135,multiple_choice,Which headline do you have a stronger opinion about?,"City Council approves $72,500 payment to Pennsylvania Public Utility Commission for 811 damage prevention debts",City Council urges Governor to support cleanup efforts by supplementing resources to address Pittsburgh’s litter problem,672b7c9fde910f42c8aa35eb,Headline 2,2025-07-22T17:02:05.669Z
0198330b-05cd-7678-97a7-aa8dabc95209,0dd797f7-8e10-51d7-a955-acdc419f7135,multiple_choice,Which headline do you have a stronger opinion about?,"Council recommends selling a URA-owned lot on Island Avenue for $3,600.",Urban Redevelopment Authority to sell North Aiken Avenue property to the Pittsburgh Land Bank.,672b7c9fde910f42c8aa35eb,Headline 1,2025-07-22T17:02:05.669Z
0198330b-1a0d-70fb-9e45-a26c80d941aa,0dd797f7-8e10-51d7-a955-acdc419f7135,multiple_choice,Which headline do you have a stronger opinion about?,Council approves $1.06 million increase in Liberty Avenue project budget with federal funding,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,672b7c9fde910f42c8aa35eb,Headline 2,2025-07-22T17:02:05.670Z
0198330a-3898-736b-832c-692c599fd001,0dd797f7-8e10-51d7-a955-acdc419f7135,multiple_choice,Which headline do you have a stronger opinion about?,Council approves easement agreements with Duquesne Light and Pittsburgh Water for pole installation and landscaping at no cost to the City,Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge Project,672b7c9fde910f42c8aa35eb,Headline 2,2025-07-22T17:02:05.670Z
0198330a-20cc-75bc-a845-d0421b322c14,0dd797f7-8e10-51d7-a955-acdc419f7135,multiple_choice,Which headline do you have a stronger opinion about?,"City Council will ask the governor for state help with litter after removing a ""state of emergency"" request.",Council committee recommends granting Duquesne Light and Pittsburgh Water use of city land for new utility equipment.,672b7c9fde910f42c8aa35eb,Headline 1,2025-07-22T17:02:05.670Z
0198330a-35d3-75fd-916b-5b4fb0046d84,0dd797f7-8e10-51d7-a955-acdc419f7135,multiple_choice,Which headline do you have a stronger opinion about?,"City accepts $316,367 to settle lawsuit involving the Finland Street Pedestrian Bridge.",Council to consider granting Duquesne Light and Pittsburgh Water access to city land for utility upgrades.,672b7c9fde910f42c8aa35eb,Headline 2,2025-07-22T17:02:05.670Z
0198330a-6efd-776d-a1b0-b75a974c8967,0dd797f7-8e10-51d7-a955-acdc419f7135,multiple_choice,Which headline do you have a stronger opinion about?,"Council approves a nearly $53,000 payment for a one-year subscription to the Pennsylvania Municipal League.",City Council introduces legislation to transfer 14 properties to the Larimer Consensus Group to settle multiple lawsuits.,672b7c9fde910f42c8aa35eb,Headline 2,2025-07-22T17:02:05.670Z
0198330a-5cca-76e6-a89d-84abd632922c,0dd797f7-8e10-51d7-a955-acdc419f7135,multiple_choice,Which headline do you have a stronger opinion about?,"City Council considers allowing ALCOSAN to build underground tunnels through nine city properties for $8,200.",Council approves $1.1 million increase for Liberty Avenue project using additional federal highway funding.,672b7c9fde910f42c8aa35eb,Headline 2,2025-07-22T17:02:05.670Z
0198330a-7dbb-75ce-b7c1-5982ef89a1ba,0dd797f7-8e10-51d7-a955-acdc419f7135,multiple_choice,Which headline do you have a stronger opinion about?,Council refers resolution for University of Pittsburgh to provide free supplemental waste services in Oakland neighborhood.,"City Council approves $316,367 settlement for Finland Street Pedestrian Bridge lawsuit.",672b7c9fde910f42c8aa35eb,Headline 1,2025-07-22T17:02:05.670Z
0198330a-6d02-7578-9aea-d4c0d574c179,0fc12694-a817-50a7-bd85-8e55915e5128,multiple_choice,Which headline do you have a stronger opinion about?,City Council introduces legislation to transfer 14 properties to the Larimer Consensus Group to settle multiple lawsuits.,"Council places a two-week hold on a $33,292 tuition reimbursement for an employee.",6759f93221773b62cc8afd53,Headline 1,2025-07-22T17:04:45.509Z
0198330a-5d18-7142-922a-ec0adbaa7cf6,0fc12694-a817-50a7-bd85-8e55915e5128,multiple_choice,Which headline do you have a stronger opinion about?,Council approves $1.06 million increase in Liberty Avenue project budget with federal funding,"City approves easements for underground tunnels on nine city properties with $8,200 payment",6759f93221773b62cc8afd53,Headline 2,2025-07-22T17:04:45.508Z
0198330a-23cd-7660-93ba-8c43135ea589,0fc12694-a817-50a7-bd85-8e55915e5128,multiple_choice,Which headline do you have a stronger opinion about?,"Council refers resolution to accept $37,000 grant for investigating old sexual assault cases to committee.",Council refers resolution allowing Duquesne Light and Pittsburgh Water to install utility poles and wires on city property at no cost to committee.,6759f93221773b62cc8afd53,Headline 1,2025-07-22T17:04:45.508Z
0198330a-ae06-7279-a2ff-cf2189322e92,0fc12694-a817-50a7-bd85-8e55915e5128,multiple_choice,Which headline do you have a stronger opinion about?,"Council approves additional $317,588 for South Negley Avenue Bridge Project, bringing total contract to $1.2 million.",Council approves $1.1 million increase for Liberty Avenue project using additional federal highway funding.,6759f93221773b62cc8afd53,Headline 1,2025-07-22T17:04:45.508Z
0198330a-7508-77ca-a744-9e523de464c5,0fc12694-a817-50a7-bd85-8e55915e5128,multiple_choice,Which headline do you have a stronger opinion about?,"Council introduces a resolution to apply for a $250,000 state grant for the Emerald View Trail rehabilitation project.","City Council accepts a $250,000 state grant for the Smallman Street project.",6759f93221773b62cc8afd53,Headline 1,2025-07-22T17:04:45.509Z
0198330a-54e0-72cc-b304-eeba1c410998,0fc12694-a817-50a7-bd85-8e55915e5128,multiple_choice,Which headline do you have a stronger opinion about?,Council refers resolution to approve sewage plan for South Side townhome development to committee.,"Council holds resolution to transfer $33,292 from salaries to employee benefits for tuition reimbursement.",6759f93221773b62cc8afd53,Headline 2,2025-07-22T17:04:45.509Z
0198330a-e842-737f-b910-9de59e25d22c,0fc12694-a817-50a7-bd85-8e55915e5128,multiple_choice,Which headline do you have a stronger opinion about?,Council holds resolution to rescind 2022 property sale for one week,Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC,6759f93221773b62cc8afd53,Headline 2,2025-07-22T17:04:45.509Z
0198330b-0a9a-7498-ab17-593f8cf4013f,0fc12694-a817-50a7-bd85-8e55915e5128,multiple_choice,Which headline do you have a stronger opinion about?,"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","City Council approves $316,367 settlement for Finland Street Pedestrian Bridge lawsuit.",6759f93221773b62cc8afd53,Headline 1,2025-07-22T17:04:45.509Z
0198330b-009f-736b-bb75-17cf46eddc0d,0fc12694-a817-50a7-bd85-8e55915e5128,multiple_choice,Which headline do you have a stronger opinion about?,"Council approves $52,962 payment for one-year Pennsylvania Municipal League subscription.","Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.",6759f93221773b62cc8afd53,Headline 1,2025-07-22T17:04:45.509Z
0198330a-c467-73bb-ab61-b05bf5e089d5,0fc12694-a817-50a7-bd85-8e55915e5128,multiple_choice,Which headline do you have a stronger opinion about?,City Council approves $5.4 million in additional funding for the Liberty Avenue safety project.,"Council approves an additional $382,513 for the Haverhill stormwater and road project.",6759f93221773b62cc8afd53,Headline 2,2025-07-22T17:04:45.509Z
0198330a-2fc4-71ba-8715-0620fcede075,0fc12694-a817-50a7-bd85-8e55915e5128,multiple_choice,Which headline do you have a stronger opinion about?,"Council approves $52,962 subscription payment to Pennsylvania Municipal League","Council authorizes agreement to receive $37,000 grant for sexual assault case investigations and police training",6759f93221773b62cc8afd53,Headline 2,2025-07-22T17:04:45.509Z
0198330a-db5b-7116-aa20-8e1e8af413c3,0fc12694-a817-50a7-bd85-8e55915e5128,multiple_choice,Which headline do you have a stronger opinion about?,Council approves easement agreements allowing Duquesne Light and Pittsburgh Water to install utility poles and maintain landscaping on city property at no cost.,"Council approves $382,513 increase for Haverhill Project bringing total city reimbursement to Pittsburgh Water to $992,629.",6759f93221773b62cc8afd53,Headline 2,2025-07-22T17:04:45.509Z
0198330a-de2e-76eb-b55a-7352ccbccdc9,0fc12694-a817-50a7-bd85-8e55915e5128,multiple_choice,Which headline do you have a stronger opinion about?,"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500.","Council approves $382,513 increase for Haverhill Project bringing total city reimbursement to Pittsburgh Water to $992,629.",6759f93221773b62cc8afd53,Headline 2,2025-07-22T17:04:45.509Z
0198330a-2d0a-724e-b7e0-9efb85307b8e,0fc12694-a817-50a7-bd85-8e55915e5128,multiple_choice,Which headline do you have a stronger opinion about?,City Council holds resolution on sale of 23rd Ward property for two weeks,"Council authorizes agreement to receive $37,000 grant for sexual assault case investigations and police training",6759f93221773b62cc8afd53,Headline 2,2025-07-22T17:04:45.509Z
0198330a-d379-7671-8c2b-361bbd7909e1,0fc12694-a817-50a7-bd85-8e55915e5128,multiple_choice,Which headline do you have a stronger opinion about?,"Council holds resolution to sell city-owned property on Itin Street for $3,755.","Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase.",6759f93221773b62cc8afd53,Headline 2,2025-07-22T17:04:45.508Z
0198330a-a015-77ec-8aa2-a253eb3522c1,0fc12694-a817-50a7-bd85-8e55915e5128,multiple_choice,Which headline do you have a stronger opinion about?,Council delays decision on agreement allowing community college students to train with city emergency medical services.,"City Council approves $316,367 settlement for Finland Street Pedestrian Bridge lawsuit.",6759f93221773b62cc8afd53,Headline 2,2025-07-22T17:04:45.508Z
0198330a-bcdb-70dc-a7f7-53bc5f6462bc,0fc12694-a817-50a7-bd85-8e55915e5128,multiple_choice,Which headline do you have a stronger opinion about?,"Council approves $93,000 for new vehicles and equipment for the Office of Community Health and Safety.","City Council accepts a $250,000 state grant for the Smallman Street project.",6759f93221773b62cc8afd53,Headline 2,2025-07-22T17:04:45.509Z
0198330a-f0ce-757c-88be-bb214f30ea1d,0fc12694-a817-50a7-bd85-8e55915e5128,multiple_choice,Which headline do you have a stronger opinion about?,"Council places a two-week hold on a $33,292 tuition reimbursement for an employee.",Two Hill District lots recommended for transfer to the Pittsburgh Land Bank.,6759f93221773b62cc8afd53,Headline 1,2025-07-22T17:04:45.509Z
0198330b-25dd-7109-b4e3-ec6af33a2cbc,0fc12694-a817-50a7-bd85-8e55915e5128,multiple_choice,Which headline do you have a stronger opinion about?,City Receives State Funds for New Lighting Along Penn Ave in East Liberty,"City to be paid $8,200 for allowing ALCOSAN to build sewer tunnels under nine city properties.",6759f93221773b62cc8afd53,Headline 2,2025-07-22T17:04:45.509Z
0198330a-6d61-709f-9fd4-4f01e623b1b8,1a39b3c3-034c-5442-9e0c-49c53c7b4027,multiple_choice,Which headline do you have a stronger opinion about?,City Council introduces legislation to transfer 14 properties to the Larimer Consensus Group to settle multiple lawsuits.,Proposed EMS student training partnership with the community college is held in committee.,673f5e59d43bb4f87e66b8d5,Headline 2,2025-07-22T17:01:01.941Z
