"DataPoint_ID","Task_Group_ID","Task_Type","Question","Headline 1","Headline 2","Annotator1_ID","Annotator1_Response","Annotator1_Timestamp"
"01983397-8b28-736a-b11e-5cfbb7cd78f3","0b523bb0-729d-5714-b622-6af33c8a7bf1","multiple_choice","Which headline do you have a stronger opinion about?","Council approves reduced $450,000 state grant for Penn Avenue lighting project.","Untested Sexual Assault Kits to Be Processed","674c8549a9fd90b7c8dda9d3","Headline 2","2025-07-22T19:35:31.673Z"
"01983397-6525-73cc-99c1-8b97915e45a0","0b523bb0-729d-5714-b622-6af33c8a7bf1","multiple_choice","Which headline do you have a stronger opinion about?","Council approves sewage plan revision for South Side townhome development at no cost to the city.","Council approves expansion of residential permit parking program in South Side Flats.","674c8549a9fd90b7c8dda9d3","Headline 2","2025-07-22T19:35:31.674Z"
"01983397-4ddc-73d7-874b-ed32f1fa1da7","0b523bb0-729d-5714-b622-6af33c8a7bf1","multiple_choice","Which headline do you have a stronger opinion about?","Proposal for University of Pittsburgh to help with Oakland trash pickup delayed for one week.","Council approves a public hearing to gather resident ideas on the city's trash problem.","674c8549a9fd90b7c8dda9d3","Headline 2","2025-07-22T19:35:31.674Z"
"01983397-823b-74be-9669-f400b59c0766","0b523bb0-729d-5714-b622-6af33c8a7bf1","multiple_choice","Which headline do you have a stronger opinion about?","Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale","City Council approves the Urban Redevelopment Authority’s decision to give up a city-owned property.","674c8549a9fd90b7c8dda9d3","Headline 2","2025-07-22T19:35:31.673Z"
"01983397-56eb-777b-82e0-f0e23c8c2293","0b523bb0-729d-5714-b622-6af33c8a7bf1","multiple_choice","Which headline do you have a stronger opinion about?","Council approves expansion of Residential Permit Parking Program Area KK in South Side Flats","City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases","674c8549a9fd90b7c8dda9d3","Headline 2","2025-07-22T19:35:31.673Z"
"01983397-85f7-76e5-abbf-88b8d76c4fb6","0b523bb0-729d-5714-b622-6af33c8a7bf1","multiple_choice","Which headline do you have a stronger opinion about?","Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale","A city committee recommends allowing residential parking permit signs in some non-residential areas.","674c8549a9fd90b7c8dda9d3","Headline 2","2025-07-22T19:35:31.674Z"
"01983397-8998-773a-b195-2ed62f8007f1","0b523bb0-729d-5714-b622-6af33c8a7bf1","multiple_choice","Which headline do you have a stronger opinion about?","Council refers $40,000 immigration legal services contract to Finance and Law Committee.","Untested Sexual Assault Kits to Be Processed","674c8549a9fd90b7c8dda9d3","Headline 1","2025-07-22T19:35:31.673Z"
"01983397-399f-71ee-81b4-ae35ad95ccb3","0b523bb0-729d-5714-b622-6af33c8a7bf1","multiple_choice","Which headline do you have a stronger opinion about?","Council holds $1.5 million homeless shelter agreement with Auberle for five weeks due to federal approval delays.","Council approves sale of two lots on Erin Street to Pittsburgh Land Bank for $16,290.","674c8549a9fd90b7c8dda9d3","Headline 1","2025-07-22T19:35:31.674Z"
"01983397-2782-76d2-ad54-ab278aad02b0","0b523bb0-729d-5714-b622-6af33c8a7bf1","multiple_choice","Which headline do you have a stronger opinion about?","Council approves the sale of two Hill District lots from the Urban Redevelopment Authority to the Land Bank.","City to pay $72,500 for overdue 811 utility call debts.","674c8549a9fd90b7c8dda9d3","Headline 2","2025-07-22T19:35:31.673Z"
"01983397-0686-72b3-aff9-cb466fcdebe8","0b523bb0-729d-5714-b622-6af33c8a7bf1","multiple_choice","Which headline do you have a stronger opinion about?","Council member Lavelle introduces ordinance to increase paid sick leave accrual rates and maximum hours for Pittsburgh employees.","Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.","674c8549a9fd90b7c8dda9d3","Headline 1","2025-07-22T19:35:31.673Z"
"01983397-3438-71ae-aa58-ffe0227ed82e","2e43f68a-353a-50e0-bbe3-e1883b95134c","multiple_choice","Which headline do you have a stronger opinion about?","Council approves sewage plan revision for South Side townhome development at no cost to the city.","Council repeals 2019 resolution that gave redevelopment authority rights to acquire 15th Ward property.","615921b85071b9caef6148d8","Headline 2","2025-07-22T19:54:23.991Z"
"01983397-1aa1-7113-addd-30b6c815dab8","2e43f68a-353a-50e0-bbe3-e1883b95134c","multiple_choice","Which headline do you have a stronger opinion about?","Council approves refunding $4,000 deposit to buyer who backed out of deteriorated city property sale.","Council approves $115,170 increase for Fort Pitt Park design services, bringing total cost to $415,170.","615921b85071b9caef6148d8","Headline 1","2025-07-22T19:54:23.991Z"
"01983397-283b-76c2-832a-c5856902331b","2e43f68a-353a-50e0-bbe3-e1883b95134c","multiple_choice","Which headline do you have a stronger opinion about?","City to pay $72,500 for overdue 811 utility call debts.","City Council approves the sale of a URA-owned property on Island Avenue for $3,600.","615921b85071b9caef6148d8","Headline 2","2025-07-22T19:54:23.991Z"
"01983397-18a1-7109-adab-a2933f910421","2e43f68a-353a-50e0-bbe3-e1883b95134c","multiple_choice","Which headline do you have a stronger opinion about?","City Council approves the sale of a URA-owned property on Island Avenue for $3,600.","Council approves an additional $115,170 for design work on Fort Pitt Park improvements.","615921b85071b9caef6148d8","Headline 1","2025-07-22T19:54:23.991Z"
"01983397-4ebc-762f-8d46-d43adf0146a2","2e43f68a-353a-50e0-bbe3-e1883b95134c","multiple_choice","Which headline do you have a stronger opinion about?","Council approves expansion of residential permit parking program in South Side Flats.","Council approves public hearing on Pittsburgh's trash problems after residents share ideas for solutions.","615921b85071b9caef6148d8","Headline 2","2025-07-22T19:54:23.990Z"
"01983397-92ea-725c-a709-e9e4f4fc79c2","2e43f68a-353a-50e0-bbe3-e1883b95134c","multiple_choice","Which headline do you have a stronger opinion about?","Untested Sexual Assault Kits to Be Processed","City Council places a five-week hold on a $1.5 million contract with Auberle for shelter services.","615921b85071b9caef6148d8","Headline 1","2025-07-22T19:54:23.991Z"
"01983397-129c-77da-8fdd-f95ee99e9f04","2e43f68a-353a-50e0-bbe3-e1883b95134c","multiple_choice","Which headline do you have a stronger opinion about?","City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases","Council approves reduced $450,000 grant for Penn Avenue lighting project","615921b85071b9caef6148d8","Headline 2","2025-07-22T19:54:23.991Z"
"01983397-7493-7488-9edf-ffc76037d1f7","2e43f68a-353a-50e0-bbe3-e1883b95134c","multiple_choice","Which headline do you have a stronger opinion about?","City Receives State Funds for New Lighting Along Penn Ave in East Liberty","Council authorizes Pittsburgh Land Bank to acquire city property at 219 Reifert Street at no cost","615921b85071b9caef6148d8","Headline 2","2025-07-22T19:54:23.991Z"
"01983397-0463-70e6-9b7b-88de2e1a1dc0","2e43f68a-353a-50e0-bbe3-e1883b95134c","multiple_choice","Which headline do you have a stronger opinion about?","Council member Lavelle introduces ordinance to increase paid sick leave accrual rates and maximum hours for Pittsburgh employees.","Council approves $115,170 increase for Fort Pitt Park design services, bringing total cost to $415,170.","615921b85071b9caef6148d8","Headline 1","2025-07-22T19:54:23.991Z"
"01983396-f834-73ad-9ef7-1f8bac04cdc1","2e43f68a-353a-50e0-bbe3-e1883b95134c","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city-owned properties.","Council refers $40,000 immigration legal services contract to Finance and Law Committee.","615921b85071b9caef6148d8","Headline 2","2025-07-22T19:54:23.991Z"
"01983397-76fd-70c8-8078-5b9daa9222fb","2e43f68a-353a-50e0-bbe3-e1883b95134c","multiple_choice","Which headline do you have a stronger opinion about?","City Receives State Funds for New Lighting Along Penn Ave in East Liberty","City Council approves $72,500 payment to state utility commission for overdue damage prevention call fees.","615921b85071b9caef6148d8","Headline 2","2025-07-22T19:54:23.990Z"
"01983397-0e8c-7003-a2cc-af8e7b4da3ca","2e43f68a-353a-50e0-bbe3-e1883b95134c","multiple_choice","Which headline do you have a stronger opinion about?","City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR","Council approves reduced $450,000 grant for Penn Avenue lighting project","615921b85071b9caef6148d8","Headline 2","2025-07-22T19:54:23.991Z"
"01983397-6327-775b-83a4-321f07d7a591","2e43f68a-353a-50e0-bbe3-e1883b95134c","multiple_choice","Which headline do you have a stronger opinion about?","Council holds resolution to fund non-congregate shelter services with Auberle for five weeks","Council approves ordinance clarifying residential parking permit signage rules","615921b85071b9caef6148d8","Headline 2","2025-07-22T19:54:23.991Z"
"01983397-02f9-729a-be8d-3b0f111d070d","2e43f68a-353a-50e0-bbe3-e1883b95134c","multiple_choice","Which headline do you have a stronger opinion about?","Proposal for six privately-funded bus shelters in Hazelwood sent to committee for review.","Council recommends a sewage plan update for a new townhome development on the South Side.","615921b85071b9caef6148d8","Headline 1","2025-07-22T19:54:23.991Z"
"01983397-1d45-740d-ae01-3874ac564a92","2e43f68a-353a-50e0-bbe3-e1883b95134c","multiple_choice","Which headline do you have a stronger opinion about?","City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR","Council approves ordinance clarifying residential parking permit signage rules","615921b85071b9caef6148d8","Headline 1","2025-07-22T19:54:23.991Z"
"01983397-3da5-77ec-a3f2-e5a3b0c74e88","2e43f68a-353a-50e0-bbe3-e1883b95134c","multiple_choice","Which headline do you have a stronger opinion about?","City Council approves the sale of a URA-owned property on Island Avenue for $3,600.","City approves a $37,000 grant to investigate old sexual assault cases and create a new interview room for victims.","615921b85071b9caef6148d8","Headline 1","2025-07-22T19:54:23.990Z"
"01983397-606f-708c-b823-83063b832b08","2e43f68a-353a-50e0-bbe3-e1883b95134c","multiple_choice","Which headline do you have a stronger opinion about?","Council holds resolution for University of Pittsburgh to provide free supplemental waste services in Oakland neighborhood.","Council holds $1.5 million homeless shelter agreement with Auberle for five weeks due to federal approval delays.","615921b85071b9caef6148d8","Headline 2","2025-07-22T19:54:23.990Z"
"01983396-dd51-74ba-9140-48677c5c793f","2e43f68a-353a-50e0-bbe3-e1883b95134c","multiple_choice","Which headline do you have a stronger opinion about?","Council approves public hearing to address citywide trash problem","Council waives rules to advance expansion of Residential Permit Parking Area KK in South Side Flats","615921b85071b9caef6148d8","Headline 1","2025-07-22T19:54:23.989Z"
"01983397-1ae3-706a-9556-68d546a3c29d","2e43f68a-353a-50e0-bbe3-e1883b95134c","multiple_choice","Which headline do you have a stronger opinion about?","City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR","Council approves resolution to rescind sale and refund hand money for 136 Bodkin Street property","615921b85071b9caef6148d8","Headline 2","2025-07-22T19:54:23.991Z"
"01983396-cdf0-732e-9e79-4af294f493ff","2e43f68a-353a-50e0-bbe3-e1883b95134c","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $52,962 payment for Pennsylvania Municipal League subscription","Council refers ordinance clarifying residential parking permit signage rules to committee","615921b85071b9caef6148d8","Headline 2","2025-07-22T19:54:23.991Z"
"01983396-e7d4-7249-9e95-96a648878388","4d8dc029-a641-5212-bc3f-4d346fb099d8","multiple_choice","Which headline do you have a stronger opinion about?","Council refers resolution to transfer city property on Reifert Street to Pittsburgh Land Bank for $1.","Council approves public hearing on Pittsburgh's trash problems after residents share ideas for solutions.","629642bfde2bf56c1ec2a420","Headline 1","2025-07-22T19:58:50.574Z"
"01983397-7842-746b-80f0-2ad918e78caa","4d8dc029-a641-5212-bc3f-4d346fb099d8","multiple_choice","Which headline do you have a stronger opinion about?","City Receives State Funds for New Lighting Along Penn Ave in East Liberty","Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC","629642bfde2bf56c1ec2a420","Headline 2","2025-07-22T19:58:50.574Z"
"01983396-fae2-77cd-8c19-f1bad53b121a","4d8dc029-a641-5212-bc3f-4d346fb099d8","multiple_choice","Which headline do you have a stronger opinion about?","City to pay $72,500 for overdue 811 utility call debts.","Proposal for six privately-funded bus shelters in Hazelwood sent to committee for review.","629642bfde2bf56c1ec2a420","Headline 1","2025-07-22T19:58:50.574Z"
"01983397-3466-74fb-b1a9-14455b8f7ab1","4d8dc029-a641-5212-bc3f-4d346fb099d8","multiple_choice","Which headline do you have a stronger opinion about?","Council recommends a sewage plan update for a new townhome development on the South Side.","City Council approves the Urban Redevelopment Authority’s decision to give up a city-owned property.","629642bfde2bf56c1ec2a420","Headline 2","2025-07-22T19:58:50.574Z"
"01983397-69d9-7234-b543-587f2c32f9ad","4d8dc029-a641-5212-bc3f-4d346fb099d8","multiple_choice","Which headline do you have a stronger opinion about?","Council refers resolution to transfer city property on Reifert Street to Pittsburgh Land Bank for $1.","$40,000 Contract with Law Firm for “Immigration Matters” Authorized","629642bfde2bf56c1ec2a420","Headline 2","2025-07-22T19:58:50.574Z"
"01983396-dbc7-7775-b7b5-cf5f50f2e15e","4d8dc029-a641-5212-bc3f-4d346fb099d8","multiple_choice","Which headline do you have a stronger opinion about?","Council refers resolution to expand South Side Flats residential permit parking area to committee.","Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.","629642bfde2bf56c1ec2a420","Headline 2","2025-07-22T19:58:50.574Z"
"01983397-5bb6-75a9-9a80-23e6ad270c02","4d8dc029-a641-5212-bc3f-4d346fb099d8","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $37,000 grant agreement to support sexual assault case investigations and improve police interview rooms","City Council approves easements for ALCOSAN tunnels on nine city-owned parcels for $8,200 payment","629642bfde2bf56c1ec2a420","Headline 1","2025-07-22T19:58:50.574Z"
"01983397-8059-71e2-ba77-b0f645c6d1f2","4d8dc029-a641-5212-bc3f-4d346fb099d8","multiple_choice","Which headline do you have a stronger opinion about?","Council approves ordinance to increase paid sick leave accrual rates and maximum hours","Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale","629642bfde2bf56c1ec2a420","Headline 1","2025-07-22T19:58:50.574Z"
"01983397-7ccc-7349-91be-2ab2575e4ef8","4d8dc029-a641-5212-bc3f-4d346fb099d8","multiple_choice","Which headline do you have a stronger opinion about?","City Receives State Funds for New Lighting Along Penn Ave in East Liberty","Council holds resolution to fund non-congregate shelter services with Auberle for five weeks","629642bfde2bf56c1ec2a420","Headline 1","2025-07-22T19:58:50.574Z"
"01983397-4cb6-719b-a91c-bc2ac3bbccf4","4d8dc029-a641-5212-bc3f-4d346fb099d8","multiple_choice","Which headline do you have a stronger opinion about?","City approves a $37,000 grant to investigate old sexual assault cases and create a new interview room for victims.","Council approves a public hearing to gather resident ideas on the city's trash problem.","629642bfde2bf56c1ec2a420","Headline 1","2025-07-22T19:58:50.574Z"
"01983397-5515-71a9-a152-414bee2db169","4d8dc029-a641-5212-bc3f-4d346fb099d8","multiple_choice","Which headline do you have a stronger opinion about?","Council approves resolution to rescind sale and refund hand money for 136 Bodkin Street property","City Council approves easements for ALCOSAN tunnels on nine city-owned parcels for $8,200 payment","629642bfde2bf56c1ec2a420","Headline 1","2025-07-22T19:58:50.574Z"
"01983397-7c06-74bb-bfb4-e3d2a3d13c2c","4d8dc029-a641-5212-bc3f-4d346fb099d8","multiple_choice","Which headline do you have a stronger opinion about?","City Receives State Funds for New Lighting Along Penn Ave in East Liberty","Council approves expansion of residential permit parking program in South Side Flats.","629642bfde2bf56c1ec2a420","Headline 1","2025-07-22T19:58:50.574Z"
"01983396-d4d8-70b3-bd8e-7b75c2afe337","4d8dc029-a641-5212-bc3f-4d346fb099d8","multiple_choice","Which headline do you have a stronger opinion about?","Council introduces ordinance to clarify parking permit sign posting rules in residential areas.","Council approves sewer plan for McKee Place apartment development after correcting zip code error.","629642bfde2bf56c1ec2a420","Headline 1","2025-07-22T19:58:50.574Z"
"01983397-5ef6-74fe-bccd-f98a29171036","4d8dc029-a641-5212-bc3f-4d346fb099d8","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city-owned properties.","Council approves city's application for $250,000 state grant to fix Emerald View Trail.","629642bfde2bf56c1ec2a420","Headline 1","2025-07-22T19:58:50.574Z"
"01983396-f9ce-71e4-8c7e-ff99f8a9f402","4d8dc029-a641-5212-bc3f-4d346fb099d8","multiple_choice","Which headline do you have a stronger opinion about?","Council approves agreement for six new bus shelters in Hazelwood at no cost to the city.","Council approves $115,170 increase for Fort Pitt Park design services, bringing total cost to $415,170.","629642bfde2bf56c1ec2a420","Headline 2","2025-07-22T19:58:50.574Z"
"01983397-9885-722d-ba72-75a06096b740","4d8dc029-a641-5212-bc3f-4d346fb099d8","multiple_choice","Which headline do you have a stronger opinion about?","Proposed July 2024 Contract for Shelter Services Held Another Five Weeks","City to pay $72,500 for overdue 811 utility call debts.","629642bfde2bf56c1ec2a420","Headline 1","2025-07-22T19:58:50.574Z"
"01983397-1fe0-76f9-9cbb-062667d5aa55","4d8dc029-a641-5212-bc3f-4d346fb099d8","multiple_choice","Which headline do you have a stronger opinion about?","City Council approves the Urban Redevelopment Authority’s decision to give up a city-owned property.","City to pay nearly $53,000 for annual Pennsylvania Municipal League subscription.","629642bfde2bf56c1ec2a420","Headline 1","2025-07-22T19:58:50.574Z"
"01983397-2232-7788-b4ab-39f30d0498a3","4d8dc029-a641-5212-bc3f-4d346fb099d8","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $52,962 payment for one-year Pennsylvania Municipal League subscription.","Council approves refunding $4,000 deposit to buyer who backed out of deteriorated city property sale.","629642bfde2bf56c1ec2a420","Headline 2","2025-07-22T19:58:50.574Z"
"01983397-0ef3-718c-9565-951b79adef33","4d8dc029-a641-5212-bc3f-4d346fb099d8","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $52,962 payment for Pennsylvania Municipal League subscription","Council approves reduced $450,000 grant for Penn Avenue lighting project","629642bfde2bf56c1ec2a420","Headline 2","2025-07-22T19:58:50.574Z"
"01983397-61fa-7554-b24e-d7e1958de414","4d8dc029-a641-5212-bc3f-4d346fb099d8","multiple_choice","Which headline do you have a stronger opinion about?","City to grant ALCOSAN easements for underground tunnels in exchange for $8,200.","Proposal for University of Pittsburgh to help with Oakland trash pickup delayed for one week.","629642bfde2bf56c1ec2a420","Headline 2","2025-07-22T19:58:50.574Z"
"01983397-8abb-74ed-b704-77a59203291f","4d26d6ba-91e7-5d81-92c6-c3f51177aff5","multiple_choice","Which headline do you have a stronger opinion about?","Untested Sexual Assault Kits to Be Processed","Council member Lavelle introduces ordinance to increase paid sick leave accrual rates and maximum hours for Pittsburgh employees.","6352c60b4a9850783773f265","Headline 1","2025-07-22T19:37:13.414Z"
"01983397-1d24-703d-aa66-9a5da3bc3cfd","4d26d6ba-91e7-5d81-92c6-c3f51177aff5","multiple_choice","Which headline do you have a stronger opinion about?","Council approves an additional $115,170 for design work on Fort Pitt Park improvements.","A city committee recommends allowing residential parking permit signs in some non-residential areas.","6352c60b4a9850783773f265","Headline 1","2025-07-22T19:37:13.413Z"
"01983396-fac4-7057-b1c6-8145a1c1f154","4d26d6ba-91e7-5d81-92c6-c3f51177aff5","multiple_choice","Which headline do you have a stronger opinion about?","City Council approves $72,500 payment to state utility commission for overdue damage prevention call fees.","Council approves agreement for six new bus shelters in Hazelwood at no cost to the city.","6352c60b4a9850783773f265","Headline 2","2025-07-22T19:37:13.413Z"
"01983397-95a9-7212-86a4-f8da6026b660","4d26d6ba-91e7-5d81-92c6-c3f51177aff5","multiple_choice","Which headline do you have a stronger opinion about?","Pittsburgh Land Bank to acquire city-owned property on Reifert Street.","Proposed July 2024 Contract for Shelter Services Held Another Five Weeks","6352c60b4a9850783773f265","Headline 2","2025-07-22T19:37:13.413Z"
"01983397-7168-7123-b1e9-4582ea759756","4d26d6ba-91e7-5d81-92c6-c3f51177aff5","multiple_choice","Which headline do you have a stronger opinion about?","Council approves ordinance clarifying residential parking permit signage rules","$40,000 Contract with Law Firm for “Immigration Matters” Authorized","6352c60b4a9850783773f265","Headline 2","2025-07-22T19:37:13.413Z"
"01983397-2533-7563-9351-7c0ed9336c0a","4d26d6ba-91e7-5d81-92c6-c3f51177aff5","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $52,962 payment for Pennsylvania Municipal League subscription","Council approves expansion of Residential Permit Parking Program Area KK in South Side Flats","6352c60b4a9850783773f265","Headline 2","2025-07-22T19:37:13.413Z"
"01983397-362b-7421-815a-7194ecaa463f","4d26d6ba-91e7-5d81-92c6-c3f51177aff5","multiple_choice","Which headline do you have a stronger opinion about?","Council approves the sale of two Hill District lots from the Urban Redevelopment Authority to the Land Bank.","City grants Duquesne Light and Pittsburgh Water a right-of-way for a utility project on public land.","6352c60b4a9850783773f265","Headline 1","2025-07-22T19:37:13.414Z"
"01983397-3fa2-746a-8694-bb09fa9246fe","4d26d6ba-91e7-5d81-92c6-c3f51177aff5","multiple_choice","Which headline do you have a stronger opinion about?","City Council places a five-week hold on a $1.5 million contract with Auberle for shelter services.","City Council approves the sale of a URA-owned property on Island Avenue for $3,600.","6352c60b4a9850783773f265","Headline 1","2025-07-22T19:37:13.413Z"
"01983397-5ffd-739d-bb83-493e6781b881","4d26d6ba-91e7-5d81-92c6-c3f51177aff5","multiple_choice","Which headline do you have a stronger opinion about?","Council approves expansion of Residential Permit Parking Program Area KK in South Side Flats","Council holds resolution on waste operations agreement with University of Pittsburgh for one week","6352c60b4a9850783773f265","Headline 2","2025-07-22T19:37:13.413Z"
"01983396-d7b5-727e-aab8-202d2b20e040","4d26d6ba-91e7-5d81-92c6-c3f51177aff5","multiple_choice","Which headline do you have a stronger opinion about?","Council refers resolution to expand South Side Flats residential permit parking area to committee.","Council approves reduced $450,000 state grant for Penn Avenue lighting project.","6352c60b4a9850783773f265","Headline 2","2025-07-22T19:37:13.413Z"
"01983397-49cb-7714-88b0-55573dc6c77e","4d26d6ba-91e7-5d81-92c6-c3f51177aff5","multiple_choice","Which headline do you have a stronger opinion about?","City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility poles and landscaping on city property","Council approves ordinance clarifying residential parking permit signage rules","6352c60b4a9850783773f265","Headline 1","2025-07-22T19:37:13.413Z"
"01983397-677f-773c-af08-96f845730f5a","4d26d6ba-91e7-5d81-92c6-c3f51177aff5","multiple_choice","Which headline do you have a stronger opinion about?","City to grant ALCOSAN easements for underground tunnels in exchange for $8,200.","Council committee recommends approval of a sewer plan for a new apartment building on McKee Place.","6352c60b4a9850783773f265","Headline 1","2025-07-22T19:37:13.413Z"
"01983396-f54b-7430-b1c7-9d691d209c1a","4d26d6ba-91e7-5d81-92c6-c3f51177aff5","multiple_choice","Which headline do you have a stronger opinion about?","Resolution introduced to authorize a $40,000 contract for the City’s immigration legal services.","A committee recommends a grant application for the Emerald View Trail following a discussion on improving public input for city projects.","6352c60b4a9850783773f265","Headline 2","2025-07-22T19:37:13.413Z"
"01983397-3577-736f-805f-283be83bec5b","4d26d6ba-91e7-5d81-92c6-c3f51177aff5","multiple_choice","Which headline do you have a stronger opinion about?","Council approves sale of two lots on Erin Street to Pittsburgh Land Bank for $16,290.","Council approves sale of city land on N Aiken Avenue to Pittsburgh Land Bank for $48,500.","6352c60b4a9850783773f265","Headline 2","2025-07-22T19:37:13.414Z"
"01983397-1757-75ae-b362-c423602eb079","4d26d6ba-91e7-5d81-92c6-c3f51177aff5","multiple_choice","Which headline do you have a stronger opinion about?","City to pay $72,500 for overdue 811 utility call debts.","Council approves an additional $115,170 for design work on Fort Pitt Park improvements.","6352c60b4a9850783773f265","Headline 1","2025-07-22T19:37:13.414Z"
"01983397-7346-709d-8869-17653249474d","4d26d6ba-91e7-5d81-92c6-c3f51177aff5","multiple_choice","Which headline do you have a stronger opinion about?","City to grant ALCOSAN easements for underground tunnels in exchange for $8,200.","$40,000 Contract with Law Firm for “Immigration Matters” Authorized","6352c60b4a9850783773f265","Headline 2","2025-07-22T19:37:13.413Z"
"01983397-0f5f-72ea-984f-359de31c5813","4d26d6ba-91e7-5d81-92c6-c3f51177aff5","multiple_choice","Which headline do you have a stronger opinion about?","City Council approves $72,500 payment to Pennsylvania Public Utility Commission for 811 damage prevention debts","Council approves reduced $450,000 grant for Penn Avenue lighting project","6352c60b4a9850783773f265","Headline 1","2025-07-22T19:37:13.413Z"
