sentence,classification
"I don't know, I don't know, I don't know, I don't know.",i
"I've been a leader for over 20 years And I know I've been a leader to people interested, Interested to be on council.",i
"Well, I've been a leader for a long time, Ever since I moved into the high rise, And I wanted to make sure that everybody was attended to.",i
That means that I had a high standard of keeping these people informed.,i
That means that I had a lot of people who would be interested in their work.,i
That means that everybody would be interested in their work And that would be it.,i
"That's, that's what I really wanted to do.",i
"I wanted to be a leader for a long time And, of course, I was not seniors and people with disabilities and also different people from different areas or countries.",i
"As a leader myself, I spoke up to get some of the stuff that we needed.",i
"First, I noticed we needed a social worker, so I went to the Housing Authority and told them we really do need social work to help some of the seniors with their living costs.",i
"And, believe me, I we got it within a year or six months once to a year.",i
"Also, city parks came into the High Rise and serviced them And right now I'm a little disappointed because of the building going downhill.",i
no heat and no parts for the new boiler yet And it's really terrible.,i
I know we're working.,i
"I'm working with one of the directors in the housing authority and we're getting on management, So I'm not sure who's coming in or who's going out.",i
I'm hoping by next month there will be changes.,i
But as a leader I just speak up.,i
"I don't wait for somebody to go and speak, I start speaking up right away And I also offer my advice to management and tell them what's what And if you have any business I can get off to that.",i
anxiety does some trick.,i
"or why don't you, if you're initially as a steward to that repeatingrah viel ty, pFeach &pertich it's salt.",i
to Wogroup ro co ty to U vice?,i
"all shout un, phop, de on newscom.",i
"To me that's my home And I don't want to move out, But I would like to see it improve.",i
Some people say why don't you become a manager?,i
I said I'm going to need some help with that.,i
Sure.,i
"Well, thank you.",i
But also I don't know if any of you have heard the City County Task Force for people with disabilities.,i
"I haven't been with them, but as far as I know I'm still on that committee.",i
So I just I'm all over this.,i
"That's right, Because everybody knows me down here, Yeah, Down in Pittsburgh, Yeah.",i
"Well, thank you, Janet.",i
That's all the questions I have.,i
"So thank you very much, Thanks.",i
Thank you very much.,i
Any other members?,i
Councilwoman Strasburg.,i
"Thank you, Mr Chair.",i
"Well, thank you both for your service, your ongoing service, and your willingness to serve into the future.",i
"Afton, you're one of the first people I met when I started at the city as a staffer more than 10 years ago, And to have your level of experience and institutional memory and knowledge on these issues is just wonderful.",i
The city is fortunate to have you and the commission is fortunate to have you.,i
"The thing I wanted to ask about- and I've asked other candidates for the Clean Pittsburgh Commission as well- is: I keep thinking back to that fabulous report that the Pennsylvania Broadcasting the Resources Council released several years ago on the need for updates to Act 101 at the state level, Like the original recycling, waste reuse bill that was passed in like 1988 at the state level, And clearly it's like a roadmap, for we need this change and this change and like 20 changes and updates to the code to make it easier for cities to do their job to keep our city clean, on everything from recycling to waste, And I think that's a really important thing.",i
I think that's a really important thing.,i
I think that's a really important thing And I think that's a really important thing And I think that's a really important thing.,i
"Does- I know it might not be the charge, but does the commission, or could the commission or would you consider on the commission kind of continuing to track bills that are introduced, even if it means just coordinating with the city's lobbyists and seeing what bills are introduced that might relate to that, Because I think there's increasing interest and energy in It was spoken about yesterday.",i
I've spoken to Councilman mostly about this a couple times.,i
like Council president mentioned it as well- maybe getting a group together from Council to go and get a priority list to speak with members about.,i
"and the challenge with waste and litter is like it's something that everyone comments on but it never gets the priority it needs to pass a bill or to get the- you know the thing over the finish line, especially at the state level when there's so many, so many issues and so many priorities.",i
"So I guess, if we get our act together and are ready for a visit of some sort and are considering some, you know, some set of bills to push, Is that something that the Commission might be able to provide us with?",i
"like, hey, this is the one that would really unlock funding or unlock the ability to do what we need to do.",i
I don't see why not.,i
"I mean absolutely, if that's something that you guys need, and having that interaction and and having Council- even members of Council- attend meetings, which I know, you know you guys do- and sometimes I feel like having that communication and having that task list for us definitely helps us to prioritize what we should be talking about at our meetings.",i
You know we have sort of the standard stuff that we do it all the time in every year.,i
"But if you have a special need, like us, to try to help do some, maybe some policy analysis, There's no reason why we can't do that.",i
"So if you want, like, maybe, a priority list of some of the maybe the top five or 10 priorities or things to to consider, Yeah, it's just a matter of just the ask.",i
So I appreciate it.,i
Thanks for your service.,i
"or, and Janet, thank you for your continued service as well on the task force and the authority, your longstanding service.",i
I really don't have any questions for you.,i
I'm just glad that you are representing the city in that way.,i
So thank you.,i
I can I May I have one.,i
I care about people And I have helped a lot of them.,i
"You know, and why.",i
"I know I'm hardly ever down here Speaking my mind, But I have caregivers That I Can always come down here on the meeting days.",i
"I know I can talk to Boys And Barbara D, to And Claire, And I do appreciate The invitation To come down here To ask me questions About me Reappointed to the board.",i
I don't know if I am We're going to be Appointed.,i
I don't know Because I've had The pleasure Of making Some wise decision.,i
"And the one thing I don't know, if you know about this, We have a while The W.",i
"the first W is Wifi On Wheels And I was Inspiring Me The directors, And they told me I inspired that Van Then go to the community to give me, To pick up People who want to Learn computers, And it's accessible.",i
They are.,i
"They started out with one And now they got two of them And it's really accessible, Because I want to go ahead.",i
"I said: you got to come to my community, I want to try it out And I did, And it was Very good.",i
So Now I was in authority.,i
"I encourage them To Hire within, And that's how May I Tell that story?",i
"All right, Over 20 years ago I was appointed to the board of directors And they were looking for A new executive director.",i
"Well, I went through the list Of resumes And They spent A whole lot Of money From outsiders from Across the nation, Especially out West.",i
"So the president, Executive director.",i
"I read his Resume And so When we were deciding on, I had an executive director As A Breakfast And went to the group And I said: Why are we going all over the country When we can hire Somebody within here That has this Qualification?",i
And They all agreed with me And they thought that was reasonable.,i
And guess what It worked.,i
And I was.,i
I guess in some ways I'm an influencer Because I think a lot about stuff.,i
And So Any other questions?,i
"Really, I really want to hear The questions That might Come up in your minds, And So None, None from me.",i
There might be other questions from others.,i
I'll just say I think that you've highlighted exactly why.,i
"You know, Underscored What I continue to beat the drum on, Which is that Life experience matters, And life experience as representation on boards, Authorities, commissions and councils matters.",i
So Thank you for representing.,i
That's the only questions that I have.,i
Thank you Comments.,i
"Mr Chair, Councilman, Charlotte, Yes, Thank you both for being here and for your willingness to serve.",i
"Miss Evans, I'll just start with you.",i
"I'm very interested in the concept of tenants councils, Something I'm working really hard to get strong tenants councils in my Housing authority properties.",i
"You know I appreciate your, your work with the tenants council And I just be curious If you can Give me anything that I can Take back to my constituents in terms of What is the greatest thing that being part of the tenants council has given you And therefore your building Me.",i
"I was President For a long time My Tenant council Because I was able to talk With management And we used to Talk About, You know, The, The, The, The, The, The, The, The, The, The, The, The, The, The, And we used to have We meetings Once a month With The manager, Not every meeting, And we had problems.",i
"Someone had to take The addition of To go to management And leaves Once a week or a month And speak of all the problems, demand them to fix them, but be reasonable.",i
and the reason why myself I felt that I had a voice with management: not to demand stuff or just reason with them why they needed that.,i
and sometimes that doesn't work.,i
but there has to be some enthusiasm with the tenants in your area.,i
someone needs to kind of get excited of being a leader to help that organization.,i
I have helped.,i
"I don't tell the tenants everything, I just inspire them and ask them to go to management and just talk with them.",i
I don't know really how to say.,i
"there has to be someone in the buildings or areas that are that can speak up for the residents, not really demand stuff but be reasonable and think a little bit.",i
and me I just if I see something that's really wrong.,i
"and right now most of and some of the tenants are starting to talk with management, especially when the elevators break down- No heat, no hot water- and I encourage them to talk to management.",i
"And this past year in our high-rise, actually like the last six months, it's been terrible because of the elevators.",i
"They say there is a plan for emergencies, like when the elevators break down or if there's a fire and the fire department will.",i
"if there's a fire, they will come and check it out and put it out.",i
"I know the last time we had a fire in the high-rise and it wasn't near me, It wasn't near my apartment And they just told me to stay near the balcony.",i
"If it was really if we had to be evacuated, they would help us.",i
"I talked to management in the last couple of months to see if they had a plan for people who have power cuts, who have power cuts, who have power cuts, who have power cuts, who have power cuts, who have power cuts, who have power cuts, who have power cuts, who have power cuts, who have power cuts.",i
"do they have a whole list of people that need the help, Like people bedridden, Like, if there's an emergency at night, I'm bedridden And now I have 24-hour care.",i
"It doesn't always work, But I just talk with the agency and caseworkers what I need.",i
So most of the residents where I live- some of them can help themselves and some need help to get downstairs or out of bed.,i
I'm hoping I'm making sense.,i
"Well, thank you very much And again, I really appreciate your experience there.",i
It's really important for us.,i
We used to have strong tenant councils in our housing authority properties.,i
"We no longer do, and it's something we're continuing to work on with the housing authority.",i
They've really stepped up to try and embrace this with us.,i
"So it's something that helps me and I think, is important for everyone.",i
So thank you for your experience.,i
"Also, when the present executive director, when he got that position, and I encouraged him to have a resident advisory board and have the presidents of the councils meet at least once a month and bring the problems that they're having with the area, And that seemed to work.",i
I haven't been since.,i
"I'm no longer a president in my tenant council, But the tenant council is slowly getting back together.",i
"Barbara, can you speak on that a little bit?",i
"Oh yeah, we have elections coming up.",i
"Anyway, happy to chat offline about how we got there, Thank you, Thank you, I really appreciate your time here and thanks for your willingness to serve.",i
"I do have some questions for you on trash, if that's okay.",i
I'm really red hot about our garbage situation right now.,i
I don't know what's that.,i
"Yeah, I don't know how to say this another way.",i
It gets worse and worse every year and it is not getting better.,i
"Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah.",i
And the systems around it are not changing.,i
"So the gold plan was something that was introduced years ago And, although it is something that I think is fantastic, it's not something that's been embraced.",i
"So I'm very frustrated with thinking that by doing the same thing over and over again, we're going to have different results.",i
Are you talking about trash?,i
"Yes, I might have an answer.",i
Can I have the mic back?,i
I apologize.,i
We're talking to Afton about the Clean Pittsburgh Commission.,i
here.,i
I did trash A long time ago.,i
we were told if they don't clean up the trash- and they have trash everywhere- everybody on that particular floor or area is going to get a 50 check.,i
"Not just one person, but the whole floor will get it, because maybe one person or two people are not picking up the trash and putting it where it belongs.",i
"Thank you, I would be curious, Afton, if you've got suggestions on what you think is going to change.",i
"What in 2025 is different than 2024- And you know, I know- that in order for One of the things that needs to happen for us to build or to build out, the gold plan is for the 4th Division in my district to be built so that we can finally have a home base for the folks that are working on the gold plan, which will be the Strip District, the place the 4th Division is working out of right now- That site- I had an old public works employee talk to me just recently and said that site is haunted And frankly, I think that is the best answer that I can understand for what's going on with that project.",i
It's got to be ghosts or something like that.,i
We're eight years on a prefab shed.,i
"So I'm curious, though, like: what do you think is going to change?",i
We're not going to be able to run with a gold.,i
"We're not going to have the 4th Division built this year, so the gold plan team is not going to be in place.",i
We're fighting to hire the anti-litter inspectors.,i
We've passed quality of life ticketing.,i
What is going to change?,i
I can't speak for DPW because I'm not part of DPW.,i
I'm part of planning.,i
I do know that the gold plan was.,i
You know we took a lot of time putting it together.,i
I know that it was sort of put in front of the mayor about maybe three years ago.,i
So in terms of plans coming and being implemented by the city.,i
it's actually kind of a baby.,i
"It takes quite a bit of time for local governments to, unfortunately, make some of the broad stroke moves that need to happen to bring any plan into fruition.",i
"And I think that, you know, with it being in its infancy and actually not even being fully implemented, the way that it was written, it's a little difficult to discuss, to discuss its effectiveness and efficiency until it's actually implemented.",i
So I think that's a big question.,i
"Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you.",i
"So I think some of the things that we can actually do is, like you said, to work on actually hiring the enforcement, actually implementing and going through the steps of implementing the plan, of putting the divisions together, And I think that that's something that we have to continue to actually work on so that it's actually a plan that is functioning.",i
"And I think one of the things that happens in local government is, you know, every four years we have a change in administration, Every two years we have, you know, pretty much a change in council.",i
So it's a constant change in people And that also means a constant change in priorities.,i
"basically, And I think that it's going to require us actually staying the course and being consistent to actually see something through, Because if we keep changing things every time we get something in place and it never has a chance to actually take off and flourish, then that causes issues as well.",i
So I think we need to make the decision of what we're going to do about it And we actually need to follow through and put the resources behind it To make sure that it happens.,i
"And until that happens, we're always going to end up with fragmentation and shifting priorities.",i
So I think that we should actually make it work.,i
"We should actually try to work the plan at the very least, Versus changing it again and then starting from scratch all over again and trying to figure out something else to do.",i
"Yeah, And my suggestion is not to abandon the goal plan by any means.",i
I know the folks that worked on that and worked very hard on it.,i
You know.,i
I know how hard they fought to get a presentation in front of the mayor.,i
to be able to explain that to the mayor's office was very much not accepted the first couple times they had to put that in front.,i
"But thankfully now I guess we've got some buy-in there, But I need help, Like I can't be in my district.",i
"ankles, you know, up to my ankles in trash.",i
We've got to approach this like it's an emergency.,i
I agree with you.,i
What can we change this year?,i
I agree with you.,i
We need to make it a priority.,i
I live in Homewood.,i
"Yeah, Talking about being ankles deep in trash.",i
"Yeah, right, I am waist deep in trash, Yeah, On a daily basis.",i
So I definitely feel your pain.,i
"You know I'm one of the many concerned citizens that take the time to go out almost on a daily basis to help to clean up in front of my own yard, just to try to keep that, you know, together, And then have to clean up around the corner, all the trash that keeps getting dumped And, you know, dumped or just abandoned or blown or whatever else, And it continues to pile up.",i
"So I definitely feel your pain As a, you know, as a concerned citizen, as a resident of Pittsburgh and as a person who works on this, as a, you know, on pretty much a daily basis as part of my job.",i
"Not only, you know, I started off working in energy efficiency and buildings and housing and it's shifted to waste And waste has pretty much carried the last four years of my time at the city in one way or another.",i
So I can definitely say that I am Beyond frustrated with the situation.,i
"So I think that it's good that we finally have the right representation who cares about this issue, to try to elevate it, because it's something that we all have, that we all feel that we all have to deal with, And I think that it's an asset to have you as a concerned person who will help to prioritize this and help to make sure that the policies that we have been pushing for are finally implemented and resourced correctly.",i
"Thank you, Thank you.",i
"That's the only way that I can see us making a difference, or having a change is for it to be- is to have the personnel behind it to make it happen, which we have not had.",i
"We just haven't, I mean, and you've seen the results of not having that for so long, and to the point where it was maybe a small problem that is now chronic.",i
"Yeah, I mean, to be fair, I'm not a concerned person, I'm a pissed person.",i
"Right, I'm trying to use nice language, I'm furious.",i
"Yeah, I'm not a person who's going to say: you know, I'm going to say this, but I do appreciate you saying that.",i
I guess we have the bodies.,i
We know we've got the bodies.,i
"We've never, you know, since times of austerity we've never had more Public Works employees.",i
We don't have the vehicles.,i
We know that that's a problem that continues to be.,i
we continue to underfund the vehicles there.,i
"But I just can't believe that it's just a funding issue, though, Like there has to be other.",i
"I mean, I think that's the biggest problem.",i
There has to be other systemic ways that we can change the system that exists so that it works differently Again.,i
"that's why that was my impetus for quality of life ticketing, which is one piece.",i
but quality of life ticketing will affect private individuals on their property.,i
"It will not affect, you know, the systemic dumping.",i
It will not affect the back alley- stash away a bunch of tickets.,i
It will not affect the TVs and tires.,i
"You know, this weekend for me is we have the major Southside block watch cleanup, one of my favorite events of the year.",i
"But it will, you know, generally the Southside, off of East Carson Street, where we pay a clean team to actually clean the street, remove one ton of trash every month And it'll be back next week Every month we pay to remove that.",i
But other than that the Southside is relatively clean.,i
"Yeah, It's relatively clean.",i
"We've really worked pretty hard on the Southside flats, But you know, what do we do to change all of our neighborhoods?",i
"Like we neighborhoods, especially neighborhoods of need, do not deserve to live like this.",i
"No, I agree.",i
So what are the systemic things that we can change to make that happen?,i
"now, I think that it's going to take a culture shift really within our citizens to understand the cost of waste before they actually take it seriously and try to do something about it.",i
