sentence,classification
"in order to avoid misapplication and misplacement of votes, which is currently forbidden across the United States.",i
"every county, including Allegheny, In the super local US constitutional state derived from the 1789 US Constitution.",i
"the security of US country is founded on the exercise and control of the vote by citizens who authorize and operationalize actions to protect and provide, via a vote founded, elected, non-secret US Congress Law warrant by judge regarding surveillance In the super local US national security state derived from the 1947 National Security Act and amplified by the 1978 Foreign Intelligence Surveillance Act and the 2001 Patriot Act.",i
"the security of the US nation overall is operationalized by a non-elected secret national security bureaucracy center, which is the national security agency and cyber command, which is here in Pittsburgh, requiring no citizen vote.",i
"This is super law, FISA warrant, national security letter, warrantless surveillance of us In the local Pittsburgh constitutional state equivalent derived from the 1974 Pittsburgh Home Rule Charter, which is parallel to the national constitution.",i
security of Pittsburgh city is founded in the vote by citizens who authorize the HRC via referendum and operationalizing actions for us in a voted-in non-secret Pittsburgh city council On the Pittsburgh local security state equivalent in that the 2024 Department of Public Safety Bureau of Police manual of rules and procedures is the foundation of the secret security special seguro approval court or eyes Won Communas Act.,i
the PDA and LEA amaking angef climax to decide what will be allowed for the Mississippi Guard to be in the999-nation State code To implement the Protege supporters' Underemployment Act.,i
these provisions would some extent combat the stations of investigation for criminal arak police and help them all to identify and predictusing the possible-d indictmentiza incident.,i
"Not only will they provide electronic legal cases for pelvic trimmed parents period, but they will include silos near birds, Re Creator and Diavolo poder zones.",i
"with one new code or solution, it wouldgebra loss.",i
PRT cuts will affect our largest employers.,i
Those tax-free end up passing their luxury onto our low-medium income folks.,i
"one way or the other They are tax-free, but their staff and their patients pay taxes.",i
"Just UPMC alone employs over 92,000 Hospital support staff.",i
take public transit.,i
"Seniors need churches, especially today for food cuts.",i
"The Green Tree bus serves Catholics, Latter-day Saints, Presbyterian and non-denominationals, Bower Hill bus filled with city folks wearing scrubs going to Asbury Heights, to Kane Boulevard, to all the senior care facilities.",i
"Let's make these big tax-free corporates like UPMC, AGH, et cetera be part of the solution.",i
"I came up with an idea and I first ran it past my senator, who helped me call it what it should be: create a AGH, et cetera fund that will help you pay taxes.",i
"Make these tax-free, not block grants where money is tossed in and grabbed, but actual funds dedicated to subsidizing fares to fix this deficit.",i
"Get the non-tax corporations, hospitals, entities- to be part of the solution: Funds dedicated to subsidizing fares.",i
account You are.,i
you are some of the most profitable.,i
You are the most profitable.,i
You are the most vulnerable.,i
You are the most vulnerable.,i
You are the most brilliant minds.,i
I've sat here and I've watched you.,i
I know you can pick up phones and make make calls.,i
We need to do this for the city.,i
We need to do this for the county City folk.,i
work for the hospitals.,i
Have a good day.,i
Thank you very much.,i
"Next speaker, please.",p
Thank you Good morning.,i
Special Agent Sunshine.,i
How are you?,i
Y'all all right?,i
"I'm so glad you're here, Teresa.",i
Our last encounter was different: My return.,i
"oully Buton Hex has cursed to send towards me 100 million, billions, trillion, Googleplex and whoever's sending it, North woman, to the lake of far North.",i
You sent me here for a reason.,i
You really did.,i
Psalm 119.,i
"18 says: Open my eyes that I may see wonderful things in your law, Your law.",i
That's amazing.,i
"Apparently, there's a lot of laws being broken around here.",i
"Last time I was here, Mosley, we shined a light on you Going from 93,000- you were asking for some equipment and trucks and whatever else for the community, whatever- to 7 million, 999,000 and some change.",i
"Really, There's too many people in the street for you to have that kind of increase And think you're still going to Vegas.",i
You're not.,i
I promise you you're not.,i
"And if you do, I'm going to put so many eyes on you.",i
they're going to see exactly every penny.,i
You see that You spend Play with me.,i
and see Proverbs 17.,i
23 says: The wicked accept bribes in secret to pervert the course of justice.,i
You guys do that a lot.,i
Y'all real good at it.,i
How are you having court sessions about me without me being present?,i
That's amazing.,i
I think it's amazing How I'm getting downloads.,i
"He gives me everything I need to know about y'all, because he's the one who sent me here to shine a light on your injustice, your fraud and everything else you're doing.",i
And that's what I'm going to keep doing every time I come here.,i
"Ed Ganey, you asked for 2 million and some change from the 2024 capital budget.",i
Do you not know It is now April 2025?,i
Why are you going into capital 2024 budget for money?,i
Then you come a whole nother week and want a million more.,i
Do you think you're going to Hawaii as well?,i
"No, you are not.",i
You are not.,i
There's too many people out here on the street for y'all to be getting this money and not using it for what you need it for.,i
Now he's going into a whole year before we're standing here getting money.,i
"Really, Y'all ain't using the money which y'all supposed to be using it for.",i
"That's why he's doing that And I just needed to shine a light on that as well, Because it's a no Like somebody's going to see and hear what I'm saying.",i
It's too many people in the street.,i
Y'all don't come in here.,i
Nobody off the street Do it Please.,i
It's bad If you don't.,i
"please get ready to come out here with us, Please, In Jesus' name, Amen.",i
Thank you.,i
"Next speaker, please.",p
"Next speaker, please.",p
"Seeing no further speakers, we will return to proclamations And we have two to be presented by Councilman Smith.",b
"Good morning, Councilman Smith.",i
"Thank you, Councilman Smith and »».",i
"Thank you, Councilman Smith.",i
"And I, like her, Councilman Smith, I like to live my quality of life And cause life.",i
"if it's a life, She's right And she will.",i
"I think I'll say- I'll say it now, but I'll say it later and again, Councilman Smith and I live on ways, that principle that we don't make.",i
You didn't know that I did.,i
"I just want Colleen to be here, because Colleen is actually a survivor, a recent survivor- of breast cancer.",i
So I want to thank her for being here and for educating a lot of us on her Facebook page about some of the things she's going through.,i
"Whereas 412 Thrive was established as a nonprofit in 2020, during the COVID pandemic, by women who longed for connection with others facing breast cancer and aimed to build a supportive community for those in similar situations.",i
"And whereas 412 Thrive supports and empowers individuals affected by breast cancer or genetic mutations linked to cancer, known as Thrivers in southwestern Pennsylvania, The group is committed to making a positive impact in the lives of those who it serves.",i
"And whereas the group offers financial support for patient resources and hosts wellness events that focus on life during and after a cancer diagnosis, They are dedicated to building a supportive community where everyone feels safe, included and connected.",i
"And whereas by offering online and in-person support, monthly gatherings, educational workshops, wellness retreats, care packages, house cleaning and meals when needed, 412 Thrive is devoted to helping individuals do more than survive: They help them to thrive.",i
"And now, therefore, be it resolved that the Council of the City of Pittsburgh does hereby recognize and commend 412 Thrive for continuing to be a strong support system to make those affected by cancer feel secure.",i
"And be it further resolved that the Council of the City of Pittsburgh does hereby declare Saturday, April 12, 2025, to be 412 Thrive Day in the City of Pittsburgh.",i
"Do we have a motion to approve, So moved.",i
"Second, All those in favor say aye, Aye, Congratulations, Thank you.",i
Thank you very much.,i
Are you a little bit taller than me?,i
"A little bit, A little bit.",i
"Hi, My voice carries, so I think I think I'm good.",i
"Thank you, Okay.",i
My name is Rachel.,i
I am blessed that I do not have breast cancer.,i
"Christine, who is also on the board with me serving 412 Thrive.",i
We have been so grateful that we have not had the journey that so many of the women who are part of 412 Thrive have gone through.,i
"We are over 800 women now and we are building a capacity to do more than just one, And we are also working to build the capacity to successfully meet the needs of the many that are affected by cancer, And we are also working to raise the needs of the most vulnerable people.",i
We are working to build the capacity to help them get through the most challenging time serving 412 Thrive.,i
We have been so grateful that we have not had the journey that so many of the women who are part of 412 Thrive have gone through.,i
"We are over 800 women now in the organization who need this as previvors or as cancer survivors, who every day are worried about what's next, And it's truly an honor to work with these women, to see their strength and their resilience and what they're willing to do to help other women who have gone through such a thing, And so, with the help of folks like Christine and myself, we're trying to get the word out so that people know that these resources exist and, obviously, raise funds so that we can help get rid of such an awful, awful disease that so many have faced.",i
So thank you so much for this honor and we will continue to do as much work as possible.,i
Just say a few words.,i
My name is Colleen Bowers.,i
"I just recently had breast cancer, a year and a half ago, and successfully they took everything out.",i
"The only problem is- I just wanted to point out to people- people don't, they hear breast cancer.",i
"they had surgery, they had mammogram, you know the whole nine process, But when you have invasive it can come back and further down, even though they got everything out.",i
So I was not aware of your organization.,i
"I was not aware of your organization, But I will deeply help you in committing and trying to get the word out on top of any fundraising or anything that I can't do for you.",i
And I just wanted to point that out to them.,i
"I just wanted to say porque este spoon se"".",i
several years ago I got a call from Sue.,i
"I'll wait for Colleen to exchange information, then come up and present her proclamation Now.",i
Colleen's been through a lot in her life and she's one of those people that she shares her stories with people.,i
A lot of us don't like to share things.,i
A lot of us like to keep things to ourselves.,i
Colleen not only shares her stories but she raises money for people that are fighting some of the things like breast cancer awareness centers for victims.,i
Her daughter was killed in a domestic violence situation and since then she has been raising money for centers for victims and for women and domestic violence survivors period across Allegheny County And she just between that and battling cancer.,i
"she has just been an amazing human being And she's involved in all the Irish stuff, which is why the AOH is that what it is.",i
AOH is here as well.,i
So I mean she's got a lot of support.,i
"She's been a great support from a lot of people who appreciate all that she has done over the years and for sharing her stories and making it something that benefits others, taking her pain and making it a gain for somebody else.",i
"Whereas the National Crime Center's Rights Week, NCVRW, is observed annually in the month of April and is dedicated to honoring crime victims and survivors while raising awareness about their rights and services, The NCVRW will be observed in 2025 the week of April 6th through the 12th.",i
"And whereas this year's theme is kinship, because this week is also about recognizing the efforts of those who support the victims and survivors of crime, And whereas crime affects individuals, families and communities in profound and varied ways, often leaving lasting physical, emotional and social challenges.",i
"And whereas the concept of kinship is a concept that is not just a concept of kinship, but is a concept of a collective connection.",i
"And whereas the concept of kinship highlights the bonds that create pathways to support resources and collective strength among survivors, advocates and communities.",i
"And whereas kinship lies at the heart of the victim advocacy, guiding, trauma-informed support that honors each survivor's unique journey.",i
"Through the strength of connection, we create peer networks and community partnerships that empower survivors, foster resilience and empower them to continue to make a difference- Thank you- And open doors to healing.",i
And whereas kinship reminds us of the importance of listening to every voice and the power that we have to create lasting change when we work together.,i
"And now, therefore, be it resolved that the Council of the City of Pittsburgh does hereby reaffirm its commitment to supporting crime victims in standing in kinship with survivors, And be it further resolved that the Council of the City of Pittsburgh does hereby declare the week of April 6th through the 12th 2025 as a day to recognize the survivors, And be it further resolved that the Council of the City of Pittsburgh does hereby declare the week of April 6th through the 12th 2025 as a day to recognize the survivors.",b
Thank you 25.,i
"as national crime victims rights week in the city of Pittsburgh, we have a motion to approve.",i
"second, all those in favor say aye, aye, any opposed.",i
congratulations again.,i
my name is Colleen Bowers.,i
"I'm very active in the Irish community and the reason why you see these two gentlemen dressed alike is the Pennsylvania State ancient order of hibernians president, Denny Maher, and also the Allegheny County president of the ancient order of hibernians, Bob Kelly.",i
"they joke that they're my eye candy, but these two gentlemen and the organizations for the ancient order of hibernians- it's not just in Pennsylvania, but nationally- and the ladies ancient order of hibernians have always been a supportive factor since my daughter died, and my mission in my statement is to promote domestic violence awareness, and to the point that we did get a PA house resolution 3, 3, 2 adopted through Dan DC, my state rep.",i
"so these are the things I've been doing, on top of all kind of other things.",i
everybody knows me.,i
"I'm not afraid to speak and not afraid to say hello, I need money, I need money, whatever the the case may be.",i
"With all that said, though, it boils down to, I approached Theresa to remind that this was Crime Victims Week.",i
"It's not just domestic violence, it's all victims of violence, And I applaud Theresa for taking that gauntlet and running with this And I hope from the future that the council will always remember this week- It's always in April, sometimes the dates change that.",i
"you always remember them and do some kind of a proclamation, so it's out there in the public forum.",i
"Other than that, Stephanie Fox was going to be here from the Center for Victims- and I cannot say enough about the Center for Victims with their resources for all victims of violence, between housing and so on- But she broke her leg So she had a little bit of difficulty today, So that's why she is not here to be here, you know, present, Thank you, But other than that.",i
"I thank Theresa, I thank the council, I thank my brother Hibernians for always being there and supporting Fact Point, And that's it, Thank you.",i
And I can tell you Councilman Calkin already promised me he'd take it up next year.,i
"Thank you so much, Mr Chairman.",i
"Thank you, Mr Chairman.",i
"Thank you, Mr Chairman.",i
"I translated about yesterday and continue to do it, and I'm going to tell you.",i
"You know it was easy, right, Right.",i
I remember you hearing about FEMA and you said: I'm still having this I'magadvularum as I speak.,i
"Oh, hey, I'm so glad, Debra, I bits.",i
I met those two years ago.,i
"It's great, Thank you.",i
"And with that we have one will of counsel, Councilman Sharland.",b
do you wish for it to be read in its entirety or the now?,i
"therefore, be it In its entirety, please.",i
"Thank you, Councilperson Sharland presents.",i
"Whereas Pittsburgh's Home Rule Charter states that a responsible city is one which expects aggressive action from its official towards the achievement of excellent health, safety and conditions conducive to human growth, And whereas the Pennsylvania Constitution outlines the right to the preservation of the national, scenic, historic and aesthetic values of the environment, And whereas this spring, melting snow has once again revealed filthy hillsides, And whereas the state of Pennsylvania has imposed a law that requires that all of its roads, trails, alleys, rights of way, catch basins and vacant land to be covered in trash, on the magnitude warranting a state of emergency and action by the Commonwealth of Pennsylvania.",i
"And whereas an accumulated refuse is described as slow violence and damages community health and perceptions, contributes to disorder and curbs in economic development, leading to disinvestment, especially in low-income communities.",i
And whereas previous monitoring and monitoring of the state of Pennsylvania has been a measure of the state's ability to protect its community from the effects of the pandemic.,i
And whereas the city has desserts and other fight for the nation's national health-based initiatives.,i
"And whereas the state's monitoring and litter assessment efforts by the city have highlighted concentrations of litter in our most impoverished neighborhoods, often home to minority and immigrant neighbors.",i
"And whereas more than 1,110 illegal dump sites have been identified in Pittsburgh since 2005, with more than 850 sites cleaned up.",i
"And whereas not all dump sites have been recorded, much less cleaned and recurring dumping at these known locations.",i
"And whereas not all dump sites have been recorded, much less cleaned and recurring dumping at these known locations suggest the true scale of the problem is much larger than reported.",i
"and whereas, while the work of nonprofit and community organizations, volunteers and the city's Department of Public Works to clean our neighbor, our neighborhoods, deserves acknowledgment.",i
these efforts are clearly not sustainable and fulfilling our responsibility to residents to maintain acceptable levels of cleanliness.,i
"and whereas, in recognition of the city's limitations, we asked the governor and the Commonwealth to lend all available equipment, contracts and funding and move the urgency to clean up and resolve these conditions harming public health and ruining the aesthetics of the environment.",i
"and now, therefore, be it resolved that the Council of the City of Pittsburgh calls on the governor to enact article 4, section 20, declaring the state of litter and trash on the ground in Pittsburgh of such magnitude to constitute an emergency and render essential the Commonwealth's supplementation of municipal resources to remove trash debris from publicly and privately owned land and to restore public health in our most livable city.",i
we have a motion to move to approve.,i
"is there a second, second discussion?",i
the first sponsor?,i
I just want to thank members for supporting this today.,i
you're gonna hear me beat this drum continually about the state of our city.,i
it is.,i
I had the opportunity over the weekend I was in Columbus for a day.,i
"being as filthy as we are is a choice, and we just stopped making that choice.",i
"so I am going to continue to work to make sure that our neighborhoods, all of our neighborhoods, are cleaned up, especially with the idea that the draft is coming here.",i
"we need to make sure that downtown is not the only neighborhood that we're proud of, that we can be proud of all 90 of our neighborhoods, and by removing the, the trash and dump sites around there.",i
"so I'm I'm hell-bent on this issue and, you know, I hope that other members will join me in that.",i
"thank you, thank you very much.",i
"so I have councilman Warwick, followed by councilman Smith, followed by councilman Gross, followed by councilman Cargill.",i
"councilman Warwick: yes, hi, can everyone hear me okay?",i
"yes, yeah, apologies, I have a sick kid at home.",i
"so, yeah, this came in yesterday, so I didn't really have the chance to review it or discuss it with the councilman, but I I would actually like my name to be removed, not because I don't care about the issue of litter- I'm going to leave it at that for now.",i
"i something i care deeply about, but i just i feel that you know we're somewhat abusing the ask of our governor to declare a state of emergency, you know, which has been reserved for incidents like snowmageddon in 2010 and the collapse of the fern hollow bridge in 2022.",i
"also, you know, re.",i
"you know, with regard to bernadette's comments earlier, i think that we really should be asking our governor and our state delegation at this moment in time to stay laser focused on the transit funding crisis that we are facing.",i
that could result in really the complete dissemination of our public transit systems.,i
"i'd also just, you know, would like to to remind members and and councilman charlotte, that this body recently voted on allocating 456 000 to the community neighborhood stewardship program through our public safety department.",i
"that was awarded to the center for employment opportunities, or ceo works, you know, which does workforce development for folks coming out of the carceral system.",i
and so they are they.,i
"you know they are now working to clean up garbage and litter in our most underserved communities and they are starting a multi-week cleanup in homewood, actually this week.",i
"so i'm sure you know that if, if the councilman reaches out to the public safety team, they'll be happy to to consider knoxville and other or or other communities in his districts.",i
"next, i also think that it is worth noting that, you know, while it certainly isn't enough, our dpw teams have nearly tripled the number of clean and liens that they're completing, you know, on private property since the pandemic and, if done, I believe it's 270 clean lanes in 2024.",i
Here in Pittsburgh We have nagging property owners who leave vacant properties covered in garbage.,i
We have too many residents who think it's okay to dump illegally and throw garbage out their car windows.,i
"We absolutely need to implement DPW's gold plan, which would create a dedicated litter-picking crew for the city, And we need to mobilize our Clean Pittsburgh Commission to expand education and outreach around the litter and illegal dumping across our communities.",i
I totally agree with the Councilman that it is not enough to count on our volunteers.,i
We need to get the money to our residents and our nonprofits.,i
"Shout out to Paul Lurie at Northside, Chris Armstrong at Squall Hill, Allegheny Cleanways, Friends of the Riverfront and so so many others.",i
"But I do feel that this is a solvable problem and one that we are really very close to tackling, And I look forward to continue working on it together with my fellow Councilmembers and our local partners and DPW and our public health, And I will continue to work with the public safety teams.",i
"So that's it for me, Thank you.",i
"Thank you, Councilman Smith.",i
Thank you.,i
"I actually want to go back a little bit and just give a little bit of history, My time here, Councilman Charlene.",i
"I actually started the anti-litter campaign, the grass-cutting campaign, the Clean and Lean Program, the e-recycling program and various other programs to worry about litter and all the blight across the city of Pittsburgh.",i
"So, although I appreciate that we're now saying that the state is doing a great job, I think we're doing a great job.",i
"Yeah, I think the state needs to pitch in.",i
Part of my problem in my district is state roads.,i
We have West Carson Street which is filled with litter and graffiti.,i
We have the West End Bridge which is filled the whole walkway.,i
You can't even walk on it.,i
It's filled with litter.,i
"Bicyclists, you know, call all the time.",i
They can't ride the bike going across it.,i
So there's all sorts of issues And all I would really like for them to do is take care of their part in the city of Pittsburgh.,i
"And then if we could focus on our part in the city of Pittsburgh, it would be amazing.",i
But I don't think that everything is in the state.,i
"I think that the state needs to pitch in, And also the national patients, COVID-19, coverage from our communities in our community.",i
But I think it's important to have that role.,i
That's what we really need to do.,i
"We're talking about most of our health institutions, but also across the nation.",i
"On top of that, there are to certainly not packed schools and salaries.",i
So we have several districts that are what we know would be as lack of services We have- I mean abroad in particular- But we need to encourage them.,i
"I think here is what we really really beyond this, would consider is an area that's not really accessible to the public until it's made up of a lot of ici Is about why it was made up of these towns that had all of this up there.",i
"I mean, we were making challenges and bringing them and ong with golf clubs and breaking down the physically deceiving property from Sheridan and boarded up a gazillion homes, took a walkthrough with BBI.",i
They made sure that they walked through with people.,i
They had the community walking through with them so they could give resources to people.,i
It was a combination and it was a collaborative effort.,i
It's not going to take one thing or one group or one effort.,i
This has been going on for a long time.,i
"But we need- and we haven't had in all those years- is the enforcement of the laws and the educational component, because a lot of the people littering and doing some of the things that we're complaining about are, I think are between the ages of 14 and 25.",i
So education piece is important and making sure people understand.,i
This past weekend we had a tremendous amount of young people- and I'm going to acknowledge them- Hope for Tomorrow Kids and the kids from the West End Boxing Academy at Langley where they did the garbage derby in Sheridan- the Sheridan Garbage Derby- And I think that's a great example of what we're doing.,i
And I think that's a great example of what we're doing.,i
"And there were- it was the biggest crowd they ever had and they had a ton of kids from Hope for Tomorrow and the boxing program that were eager to clean up, eager to participate in the community and wanting to see there could be a wanting the community to be clean that way all the time and wanting to be a part of the solution in the community.",i
So I do think an education component is what is needed more than anything.,i
But I do think we have to have enforcement.,i
There are cameras that we had.,i
We should be enforcing the illegal dumping that's occurring in the city.,i
We should be enforcing the illegal dumping that's occurring in the city of Pittsburgh.,i
"And Missy Rosenthal, I do want to say she ran the anti-litter campaign.",i
She lives in Councilman Cog Hill's district.,i
"She's also out with breast cancer, So she's having a rough time.",i
"My thoughts and prayers are definitely with Missy, But I want to make sure that we acknowledge her work and what she's done to start that program, because when she was there she was out there picking up the litter, She was out there with cameras, She was out there catching people and she was also out there trying to educate people in the schools.",i
"She worked with kids in the school, She worked with kids in different schools across the city And she got them involved in the cleanup part.",i
"So while I support Councilman Charland in this today, I just really have deep concerns about the way we're doing this And I'd like to know what the status is of the graffiti busters, because I haven't seen this much graffiti in the city in a very, very long time And I think that there was a lot going on around that I'm not sure I heard.",i
"You know, I've heard different things.",i
We have a lot of abandoned vehicles and a lot of those vehicles need – we pulled our complaints of all our unresponded issues over the past few years.,i
"There are 25 pages of abandoned vehicles, Twenty-five pages of vehicles that still need towed.",i
So they are definitely part of the problem.,i
"So I wish that we would look at a bigger picture, a more comprehensive picture, And instead of putting all these efforts, you know, separately, we would combine them and really work together with the state, because it's not just the state's responsibility, It's not just the city's responsibility, And we have a lot of county roads, So it's also not just the county roads, So it's not just the city's responsibility, It's not just the county roads, It's not just the county roads, It's not just the county roads, It's not just the county roads.",i
So it would be nice if we worked collectively and with various departments to come up with a better plan in general.,i
"Thank you, Thank you, Councilwoman Gross.",i
Thank you.,i
I appreciate my council members' knowledge and attention to this matter.,i
"I think there's a lot of really good things that have been said, also by Councilwoman Warwick and Councilwoman Smith, But I would also like my name removed from the will of council.",i
"Thank you, That's all, Mr Taylor.",i
"Thank you, Thank you.",i
"Thank you, Mr President.",i
"Thank you, Councilman Corkill.",i
"Thank you, Mr Chairman.",i
"First I want to start out with saying you know I applaud you, Councilman Sharland, I really do.",i
"You know, this is nothing new for him.",i
"Most of us, I think, were here when he got sworn in.",i
He stood up there on his swearing-in stage and said: the city is filthy and I want to clean it up.,i
I haven't forgotten that And I really appreciate your efforts and passion that you're putting toward this.,i
"As you know, I started my my own cleanup crew in my own district only because I just couldn't stand the sight of it anymore.",i
I really couldn't.,i
"We clean up, We focused on more so properties that our public works employees are not to go on.",i
We go on private property.,i
"We go on PennDOT property And I agree with you, Councilwoman Kale-Smith: Yeah, it's the county and the state that are the biggest abusers, And if they could clean up their roads as well as they plow them, I would be happy.",i
We want to be clear.,i
They're not the biggest abusers.,i
They're not the biggest abusers.,i
"They're not the biggest abusers, But they just have their own responsibilities too.",i
"Yes, they do, And they don't take care of them.",i
So we'll pitch in.,i
"We clean up garbage wherever it is And I try to do areas that, again, that our public works crews are kind of forbidden to do.",i
"That being said, our public works crews and I want to thank, you know, Director Hornstein, I want to thank Jeff Cook And I want to thank John McClory.",i
They have been fantastic.,i
I found partners in them.,i
"So we bag it, We put it on the side of the road, They come pick it up Or they'll come and They'll finish an area.",i
So we've created a good partnership with them And I'm thankful to them for that.,i
"If the council, If this bill helps us be able to more legally go on private properties, go in and just clean it up, Because it truly is a health hazard.",i
"We were on a private property yesterday And you know, it's just, It's really a health hazard issue.",i
"People have to live next to it And they don't want it And they don't care who cleans it up, They just want it cleaned up.",i
So I've been cleaning it up And I'm not worried about lawsuits or anything like that.,i
They can sue me.,i
"In fact, I'm looking for them.",i
So you know we're wanting to know where they are.,i
We want them to clean it up.,i
"So, again, I will wholeheartedly support this.",i
I thank you for your efforts And I hope this can remove some red tape in us cleaning up the entire city.,i
"So thanks again, Thank you.",i
"Any further discussion, Councilman Mosley?",i
"Yeah, I just want to say I truly appreciate Councilman Sharman's concerns On this issue and your steadfast commitment to this issue.",i
That's one of the reasons why I enthusiastically supported the quality of life legislation we passed recently.,i
"But I would like you know my name to be removed as a sponsor, Not because I disagree.",i
"I wholeheartedly agree and look forward to continuing working with Councilman Sharman, you know, on these issues.",i
"But I am, you know, concerned about the state of our public transit And I do feel as if we make an ask of this magnitude to the governor, I would prioritize public transportation.",i
"I don't know how many opportunities we're going to have to go back to the well, But, Councilman Sharman, I look forward to continue working with you.",i
"you know on these issues And you know- it's not that I'm against it or I even disagree, you know, with you rising to this level, But I do think that you know to declare a state of emergency.",i
"I do think we need to prioritize public transit, you know, in this current moment.",i
"But you know I applaud Councilman Sharman's steadfast dedication, you know, to this issue And I look forward to continue working with him, Thank you.",i
Thank you.,i
Any other comments.,i
"First round, I got you.",i
second round.,i
"If not, I'll quickly chime in and maybe offer what I would consider to be a potential compromise, Councilman Sharman.",i
One just to Councilman Caldwell's point.,i
"this won't allow the city- and feel free to correct me if I'm wrong- this will not allow, this will not empower the city to go into private property to do more cleaning.",i
"Rather, it's a request to the state to come in And assist and bring resources where the city and supplement the resources that the city may have.",i
"So sorry, were you pausing?",i
"Go ahead, Okay, No, it is.",i
I'm not specific in cutting through.,i
you know how we want to cut through red tape.,i
I'm asking for logistical support.,i
"Something like that might be what we consider logistical support, But I don't know what all the states.",i
I don't know what the state can offer us.,i
"My hope here is that, by making this declaration, that we can ask for the assistance of the state, which there is precedent for elsewhere.",i
"Thank you, If I'm not aware of the precedent, I would love to learn about it.",i
That's my own ignorance.,i
"With that being said, one let me just: You have been beating this drum since you first took office, So I believe you'll be consistent in that And I believe, in many respects, you're making your predecessor very proud.",i
"This time of year, almost every year, Councilman Krause would talk about once the snow leaves, once you can see through the trees how off our hillsides look right, And this was something he often and frequently talked about, And you're continuing that work, So I congratulate you for that.",i
"With that being said, specific to the will of Council, I actually agree with your sentiment And I agree with your ask And I agree with 95% of what is written here, Based on what I've heard from members, based on my own concern about declaring a state of emergency for litter.",i
"prior to this, the first Well, since 2010, we had Snowmageddon, which was declared a state of emergency.",i
"We had COVID, which was our next state of emergency, Then the Fern Hollow Bridge and then the Second Avenue Shelter.",i
"I believe those are the four that we've had, And I agree with Councilman Mosley and others that if we're going to ask for a state of emergency, if we were asking one for our hillsides that are falling down, that would be understandable, because it's literally a serious.",i
"We're talking about saving lives at that point, Even if we're talking about transportation.",i
"in many respects, if we followed it all the way out.",i
"we are talking about saving lives, So I do have a concern about asking for a state of emergency for litter.",i
"If my friendly recommendation would be to slightly reword it so that your last paragraph read: Now: therefore, be it resolved that the Council of the City of Pittsburgh calls on the Governor to- And I would remove the state of emergency portion and go to where you finish it off and go- Render essential Commonwealth supplementation of municipal resources to remove trash to be from publicly privately owned land and to restore public health in our most livable city.",i
I think that is completely reasonable And I think that's a fair ask.,i
I don't think we should be declaring a state of emergency at this point.,i
That's my only.,i
