sentence,classification
"I'm literally going different places along with coming here to find out where the money is going and why there's so many homeless people out here on the street And the assessment that I've come to a conclusion and made over an almost two-year period is this: Grant funds from the 2023 National Sexual Assault Kid Initiative Grant in the amount not to exceed 37,000 to support overtime for PPP detectives For the investigation of old sexual assault cases.",i
"Really, How old are they?",i
That's the million dollar question.,i
"How old are these sexual assault cases that you need 37,000 for Because it's too many people out on the street?",i
I'm not playing with y'all.,i
"We're going to assess where this money is going And when we do, God is the one that's going to take action And he's going to force y'all to help these people on the street.",i
Don't believe it?,i
"Just watch An increase from the 2025 capital budget: 63,333.",i
30 to account for additional Federal Highway Administration funding being received by the City of Pittsburgh.,i
"Really, That's the increase.",i
It's the increase part that's getting my attention and I hope is getting the attention of everybody else: These increases.,i
what you guys are doing is you're going on vacation with these increases of money And it's just not going to happen.,i
I'm so sorry That's coming to an end.,i
Proverbs 21.,i
13 says Those who shut their ears to the cries of the poor will be ignored in their own time of need.,i
"And I promise you y'all, get ready to come out here with us and see what it's really like The be all, the be all The be out on the street.",i
You're not going to like it.,i
"I promise you you're not, And you're not going to have the grace to handle it when you lose everything and have to come out here with us.",i
It's not going to be pretty.,i
"An eager anticipation of the Lord's return keeps us living productively In Jesus' name, amen, Thank you, Thank you.",i
Are there any further speakers?,p
"No, Any further speakers.",i
Seeing none.,i
we will now move on to our standing committee's agenda.,b
Our first committee is the Finance and Law Committee.,b
We have a few deferred papers: Bill 1667.,b
Bill 1667 Resolution.,i
I'm sorry.,i
"I'm sorry, Madam Clerk.",i
I've had a request to read some of the bills together and I just want to have that in front of me.,i
"If we can read Bill 1667, Bill 1667 and 1691 together, Thank you.",i
"Bill 1667: Resolution authorizing the issuance of a warrant in favor of Muhammad Bernie for tuition reimbursement for an amount not to exceed 33,292 over one year.",i
And.,i
"Bill 1691 Resolution transferring the amount of 33,292 within the 2025 operating budget from city council districts salaries and wages to the city council district.",b
The bill is now in effect.,i
The bill is now in effect.,i
The bill is now in effect.,i
The bill is now in effect.,i
The bill is now in effect.,i
The bill is now in effect.,i
The bill is now in effect.,i
The bill is now in effect.,i
The bill is now in effect.,i
Resolution of a warrant for the purpose of tuition reimbursement to city council districts' salaries and wages regular to city council districts' employee benefits for the purpose of tuition reimbursement.,i
"A motion to hold six weeks A second, A second Discussion.",i
"Seeing none all those in favor of a six-week hold, please indicate by saying aye, Aye, Aye, Aye, Aye.",i
Bill will be.,i
bills will be held for six weeks.,i
"Bill 1675: Bill 1675 Resolution providing for the sale of certain property in the 23rd ward, First Council district.",b
bill will be.,i
bills will be held for six weeks.,i
"bill 1675 resolution providing for the sale of certain property in the 23rd ward, first council district, city of pittsburgh, acquired by the city of pittsburgh at tax sale.",i
we should hold one week second discussion.,i
seeing none.,i
"all those in favor of a one-week hold, please indicate by saying aye, aye.",i
bill will be held for one week.,i
new papers- bill 1728.,b
"bill 1728 resolution authorizing the mayor and the city solicitor to enter into a professional services agreement with fragelman, delray, barnson and lowey lp in an amount not to exceed forty thousand dollars over one year for professional services in connection with immigration matters.",i
is there a motion?,i
motion to approve.,i
is there a second second discussion?,i
"seeing none, all those in favor of bill 1728 please indicate by saying aye, aye, affirmative recommendation.",i
"bill 1736 ordinance amending the pittsburgh code, title six, conduct.",b
"article one, regulated rights and actions, chapter six, two, six.",i
"paid sick days act, section six, two, six oh three: accrual of sick time so as to change the rate at which employees can accumulate paid sick leave hours and increase the maximum total amount of paid sick leave hours that can be accumulated.",i
motion to approve.,i
second discussion is: would anyone like to defer to the bill?,i
sponsor?,i
i would.,i
"pathways, academic areas, financial aid programs.",i
"ambassador, i would like to call on those honored members today to the former manager of university accounting for the cost of schools, Tony R, a 17 resort project, as mentioned earlier, and will pursue by the comprehensiveettenção.",i
they are cr jaws taxing the houses only earned by certain.,i
"I'm happy to move along and come back to this bill at the end of the meeting or when he's available to handle this, But I'm happy to take discussion in the meantime.",i
"Yep, Madam Chair, I just wanted to tell you I spoke to our president yesterday on this and, yeah, he informed me and I wished also that we were gonna hold this for a public hearing.",i
"But if we have to go back to it, that's whatever you decide.",i
"Sure, any further discussion on the bill in the meantime?",i
"Okay, we will resume discussion and take a final vote on the next steps on this bill when the council president is able to join us again.",i
"Okay, that moves us on to invoices.",b
Is there a motion on invoices?,i
So moved?,i
Is there a second?,i
"Oh, second, yeah.",i
Discussion Seeing none.,i
"All those in favor of invoices, please indicate by saying aye, Aye, Invoices are approved.",i
That moves us on to P cards.,b
Is there a motion on P cards?,i
Motion to approve?,i
Second Discussion: Seeing none.,i
"All those in favor of P cards, please indicate by saying aye, Aye, Aye, P cards are approved.",i
"That moves us to Public Works and Infrastructure Committee, chaired by Councilperson Warwick.",b
Bill 7.,b
"0, Airline 8 of 9 2017.",i
"8, 17, Thirteen Deferred Paper resolution authorizing the Mayor and the Director of the Department of Public Works to enter into an agreement and or amendments, with the University of Pittsburgh for the purpose of providing supplemental waste operations in the Oakland neighborhood at no cost to the city.",i
"I have an amendment, So motion to amend.",i
Second Discussion: The amendment 19.,i
17.,i
I think.,i
"so, yeah, motion to approve.",i
be free.,i
motion to amend.,i
"oh, apologies.",i
motion to approve second and then motion to amend.,i
"to amend: we have a second, second, second discussion on the proposed amendment i.",i
"i, if the director and supervisor here, i'd like to call them up, thank you.",i
"thank you, chris hornstein, director of public works.",i
"sean weigel, superintendent environmental services.",i
thank you guys for being here.,i
can we talk a little bit about what we're looking at here?,i
"yeah, absolutely so.",i
this is to help fund a supplemental collection in oakland.,i
so we've been working with the university of pittsburgh and they have agreed to a maximum of 15 additional collections in oakland to support the cleanliness of the neighborhood.,i
so we've been working with the university to pick up additional trash.,i
this was work that the university was trying to do themselves but it created a lot of confusion.,i
it wasn't necessarily effective as we would have liked.,i
so they have agreed to fund this on a per collection event basis to cover the city's costs to do additional pickup in the neighborhood.,i
"okay, do we know when those 15 supplemental pickups will be, or is it just as needed as needed?",i
"truly, we see the biggest amount of trash when the students move back in in the fall, sure?",i
"so trying to get everything in place, perhaps with tolerate- you, you know, doesn't sound like a lot like nation.",i
"all right, good, because no one's making it rightin.",i
yes and no question.,i
thank you for that.,i
or is there something?,i
"the one thing the Mayors are isaders or that the students must know is that they really want to be from the visitors side because certain of the behavior is allowed to take breakfast, what like trend you've talked about?",i
"during the event, I wanted to keep my miles or chill for a long five steps.",i
we don't want it in the context.,i
"perhaps we will do one shortly when we have the smaller amount, but definitely to be ready to go for when the kids move back in.",i
"Cool, Are we doing anything?",i
"I know that there have been efforts to get dumpsters placed on the street during move-in, when the- you know August 1st, when that move-in happens, that we've looked in the past of just staging dumpsters all throughout.",i
Have we considered that again?,i
or is that My understanding?,i
there was too much abuse with that program that the intended purpose of it was not happening.,i
Folks were coming in and filling the dumpsters before the residents could even use them.,i
We've tried some different options since then and this is where we're at now.,i
"Okay, Well, I'm really glad to see this happen.",i
"I think this is, you know, really something that we need to see more of, You know.",i
"I also know that the university is paying, you know, a good bit for this.",i
This is not a small expense for the university.,i
"You know, when they were going to do this with a private contractor, it was a lot cheaper.",i
"So I'm glad to see that they're willing to pony up and do this, you know, an extra 15 times, And I'm hoping that we see a lot of success out of this and, looking forward to it, To a cleaner Oakland.",i
"So, Thank you, Awesome Thanks guys.",i
"Councilwoman Kale-Smith, I just real briefly.",i
"I just wanted to mention that I actually was- I apologize, it was late.",i
"I was actually meeting with Kevin Quigley about red up stuff and trying to understand a little bit about what they did differently, And one of the things we talked about is maybe putting some of the trash collections instead of the alleys in Sheridan.",i
"You see that they're- I mean they're- constantly overflowed with trash, Is maybe just moving the trash to the front again of the homes.",i
So I didn't know if that was something we could look into.,i
"I don't know, I don't know if that's something we can look into and see.",i
"do some kind of, you know, observation or pilot program to see if it works better, that there'd be less trash on those streets.",i
But Sheridan does their own you know trash program that they have and they do an amazing job.,i
but they shouldn't have to.,i
They really shouldn't have to.,i
But one of the things I keep getting requests for repeatedly is additional trash cans on Grandview Avenue.,i
And is that your decision or whose decision would that be?,i
"You know we, we have a protocol in place to evaluate those.",i
"that involves, you know, 500.",i
nothing like those falls off the streets are something that they can always help them.,i
"but also If, if there are too many problems, when there's an æ STOP disappeared, theène şuShift tests in the community, and that's not going to get any Dracula, so it's not going to get healedlers required.",i
So some concernscych.,i
I see some concerns.,i
"you know, Mr Olsen, Is there any rules to start iavel sowie funein tree ding ohi?",i
"No, i thank you for working on that with the police.",i
"i'm glad that something's you know happening, at least you're aware of it, and and i'm hoping that it's resolved soon.",i
"but i just in general, i mean it's- i just feel like we need to like sit back and try to figure out what we could do differently, what did work, what didn't work, and i think that there's a lot that that has worked in the past and i think you're doing a lot of things.",i
"i love the timers or the, you know the, the sensors on the, on the trash cans, i mean if they're working.",i
"but what i see: yesterday they did another cleanup of mcgardle roadway, which were also waiting- waiting for mcgardle roadway to be completed.",i
that's a project domey's working on and i want to thank them for that.,i
but i feel like all projects in my district are held up until the election or until until i'm out of office.,i
"but but it's unfair that the people are paying the price for that and and so they're paying the price with, you know, pools not opening, with playgrounds not getting done with trails, not being done, with trash all over the place, different things that i feel like.",i
"okay, they deserve to at least have some response.",i
we all represent.,i
"we've, you know, every, we represent all the people, and so it just felt like we need to do a little bit better in those areas, regardless of- and every administration has done it i mean- so i mean every administration's had their projects they've held up, removed.",i
"but what i'm going to say is that for me, i would like to see more of an effort in terms of this, this area getting more attention.",i
but i mean that stadium street over in sheridan.,i
"you know it's it's a lot of work, but i think it's a lot of work.",i
but i think it's a lot of work.,i
"but i and the things that are happening over there and the illegal dumping- and i do want to thank you because you, you and domie, have been very responsive, i mean truthfully.",i
but it shouldn't get to that point and it's my understanding it's.,i
"you know somebody who works for the city, it's their relative that's doing the dumping and people know who it is and they just keep it just keeps happening.",i
so i just want to make sure that you're working on those issues that are quality of life issues for all of pittsburgh.,i
i understand the importance of oakland.,i
i was born and raised there.,i
i mean still have a gazillion friends there and family.,i
"so i understand and appreciate and i want them to have that attention, but i also want to make sure that we're not forgetting about the other neighborhoods, thank you.",i
"thank you, councilman coghill.",i
"thank you, madam chair.",i
"morning chris, hey sean, how are you good?",i
"getting back to the oakland thing real quick, just out of curiosity.",i
so what was happening was the university was taking it upon themselves to pick up trash from students.,i
is that right?,i
or a ballpark trash or something like that.,i
"and then then then we decided to say, hey, wait, that confusion was going on or whatnot, and we decided we should do it and they just pay us.",i
is that summing up?,i
that's it.,i
last year they started working with a vendor.,i
they already had to do something.,i
"i consider hiring somebody private to pick up, but it was again, yeah, uniformly just doesn't fit into and it wasn't nearly as effective as we believe our program would be.",i
"yeah, you know, we were still on the street and mayor receive information and others who visited us say those places were cleaning Delhi and area not.",i
there had been the same issues on the street that anybody in the public right away would encounter.,i
"you know, large piles of recycling and waste during moving periods, blocking sidewalks, that sort of thing.",i
"you know, it just wasn't being as effective as i think we all would have hoped.",i
"do you know if, if they are paying us as much as they were paying the private vendor, or how did?",i
i'm not previous.,i
"yes, i'm not perfect to the amounts that they were paying.",i
"yes, i'm not perfect to the system.",i
"i'd need to, i thinkcel the private vendor.",i
"yeah, right, but councilmanny carlin said: you know pretty much the same way and hopefully others have to change that idea and you know, have some connectivity issues, that sort of thing, which we do all have a perfect group of folks we'd stop meeting and i'll tell you what you call.",i
one or one in the high school know pretty much it's worth our while.,i
"whatever they're paying us, it's not, they're paying for our labor.",i
"i guess, how do you calculate what they pay?",i
just like we do in wilkinsburg.,i
do we pick up wilkinsburg?,i
"yeah, yes, yeah.",i
"so again, this is the cover, the city's cost, cover, the cost that we would already be doing if we weren't part.",i
"right, right, okay, okay.",i
"now shifting to issue that, i don't know if you would even consider something like this, but, like councilman kiel smith said, i'm always about garbage cans.",i
i'd love to have them every corner.,i
honestly i would.,i
i think people use them if you put them out.,i
"but if there's a law and they throw it on the ground, it's unfortunate, but that's kind of the way it is.",i
"so you know, i've been taking up on myself to pick up, clean up- you know, getting volunteers to clean up sides of roads and things of that nature, but most specifically it was the entrance to the liberty tubes, okay, and you know what a mess that was.",i
it was just just the point of the road and the road was just a mess and it was just a mess horrible.,i
got it all cleaned up.,i
"i developed a rapport with the people, kind of hang out there.",i
so you know they know what i expect out of them.,i
"they're asking for a garbage can, right, because they're putting their.",i
"now i don't weigh in on whether it's right or not for them to be their panhandling, that's, if we're going to allow it as a city, that's fine by me.",i
i just don't want syringes there and i don't want them leaving their garbage behind.,i
you're not going to be told them that.,i
"and they've said and they've started actually to put their- you know- trash in one spot, for me at least.",i
"but you know, they drink, they beverages, they eat.",i
people give them food.,i
there's garbage that accumulates.,i
"so, as crazy as it sounds, can we get them a garbage can underneath the liberty to ceremony?",i
"certainly, we'll talk to our staff to see what we can do about that.",i
"yeah, because, because i think that would help.",i
"as far as my eye goes, when i see a loaf of bread or you know something, laying on the ground there- unsanitary, you know, i'm just like, oh god, so you know.",i
"and then if we're gonna again, if we're gonna allow them to be there every morning, afternoon and do what they do, i'm not, i don't object to that, i object, i don't want the garbage there.",i
"i don't want needle, hypodermic needles there.",i
"if that's the case, i want them out, you know so.",i
"so if i, if you would entertain that, i think no, absolutely, yeah, okay, appreciate that, thanks, that's it for me, madam chair.",i
"thank you, councilman.",i
are there any further questions?,i
"if not, i have a couple myself.",i
anyone online?,i
"okay, thank you.",i
first i want to thank you for arranging this arrangement.,i
"it's great and it's much needed, and although i don't see the exact same volume of these kind of move out issues right around the part of oakland that i represent as much as council person.",i
"charlotte, it's definitely noticeable.",i
we know it's been an issue every year.,i
opdc and pitt have tried- you know numerous different strategies and so i'm glad this is happening.,i
"and i also want to thank you, director, for making the time, taking the time to call each of the council members in oakland to give us a heads up about this and allow us to ask our own questions about this.",i
"so i don't think i have too many questions, only to say that i think what we discussed was looking at this to see if we can learn something, whether we can apply it to other neighborhoods.",i
"i mean, of course, i'm sure that you know it's it's a, it's a, it's a.",i
"it's a difficult decision to make, but i do believe it would be okay.",i
you know i could not ask out a lot more.,i
"i mean like, yeah, i'm definitely grateful that we can support it, but i think it's really important to add on a lot of these things just to how one might think that downtown, with what we call an offense boxes- i don't know as a community- can be had on right without treasurables for those issues.",i
"and you know, i think to t ending as a publicstal of a process that could be combined in this project- is role will always stay in one place, on the land and the level of works that you would like to see.",i
so it's not a law firm that who will be the first to deal with theimer.,i
can you just answer that question?,i
"okay, there's so much more to consider, but i think this, this collector, also works as a part of Great.",i
"My question is: the amendment moves from like a discrete number of 15 occasions- 3,000 per event- to actual costs incurred.",i
What was the reason for that change?,i
And I know we said it'll be cost incurred.,i
"We don't really know until we do it, but do we have a rough estimate of what that'll be?",i
"Is it still going to be roughly 3,000 per pickup or total or anything more?",i
"Yes, it will roughly be, no less than I think there's some additional costs with recycling and landfill that don't get incurred until after we get invoiced by RecycleSource, And so those costs fluctuate based on the market, But certainly all the costs of our labor, the cost of our equipment, same with the landfill.",i
"We're in the process of renegotiating a landfill contract, so we anticipate those costs, which is the other reason for the amendment because we realized that like, hey, there's a good potential, There's a potential for us to have an increased cost of everything captured there.",i
So we just want to have the flexibility to work with the university to realize those.,i
"Okay, Thank you, Any further discussion?",i
Second round.,i
"Councilwoman Kale-Smith, Just briefly, I do want to thank you, Supervisor, for all the work that you do and Director, for all the work you do across the Pittsburgh.",i
Your institutional knowledge really means a lot And I know that when I send you stuff and how you address it and how you handle it and the responses you give.,i
So I just want to thank you.,i
"Thank you, Councilman Coghill.",i
"Thank you, Madam Chair.",i
"I usually complain, but I'm not, you know, honestly.",i
I want to also back up Councilwoman Kale-Smith.,i
"Yeah, the job you do, Shawn, honestly, is phenomenal.",i
"I get very, very few phone calls, complaints on refuge.",i
"you know, and you've been really great about sending public works by when we do these cleanups and you know they've come in and hauled it out.",i
So I really do appreciate all the work you do.,i
So thank you.,i
"Thank you, Further discussion, Councilperson Warwick.",i
"Since we're talking about it, what is the?",i
"what's the lifespan of these city, of the city blue bins that we give out.",i
"Oh, yes, I mean roughly, We really haven't got there yet.",i
"Okay, Certainly, we've just finally got them all to our residence.",i
We do have a warranty on them.,i
"So if there are things that break, things like that, we can get them replaced.",i
"Okay, You know, you're typically, you know, five, ten years behind.",i
"Okay, So maybe it just depends on the condition of use, I guess, Okay, I just next time we do, like next time it comes around, I think, the clams.",i
I just watched one of your crews even throwing it in the truck.,i
it looks easier Because it's like they don't have to take it off or whatever.,i
they just- and you know it's closed and then they just do it.,i
It'd be great to give those to residents for both the regular trash and for the recycle.,i
Do we give regular trash?,i
"No, No, We should do it.",i
"No, be here for that, okay, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, Yeah, But the lids kind of warp a little bit.",i
"Yeah, Anyway, At the time that was the best option.",i
"Sure, sure, sure, You can always look to improve.",i
"Yeah, Anyway, that's it, thanks, Thank you.",i
"All right, so we have a proposed amendment on the table.",i
"All those in favor of amending Bill 1713 with the amendment before us, please indicate by saying aye, Aye, Aye, Aye.",i
Amendment is approved.,i
"All those in favor of Bill 1713 as amended please indicate by saying aye, Aye, Aye.",i
Affirmative recommendation.,i
"thanks very much, Thank you.",i
"New paper is Bill 1729 Resolution authorizing the mayor and the director of the Department of Mobility and Infrastructure, on behalf of the City of Pittsburgh, to enter into an ownership and maintenance agreement with Almono LP for six bus shelters to be constructed along Second Avenue and Blair Street in the Hazelwood neighborhood at no cost to the city.",b
Motion to approve Second Discussion Seeing none.,i
"all those in favor of Bill 1729 please indicate by saying aye, Aye, Aye.",i
Affirmative recommendation.,i
"That moves us to Innovation, Performance, Asset Management and Technology Committee, chaired by Councilwoman Gross.",b
Supplemental new papers.,i
"Bill 1746 Resolution authorizing the mayor and the director of the Department of Public Works to enter into an agreement, agreements and or amendments with Liv Barn and or with Team Pittsburgh Ball Hockey for the purpose of Team Pittsburgh live streaming deck hockey games held at the deck hockey rink in Marmaduke Park at no cost to the city.",b
Motion to approve Second Discussion Discussion.,i
"Councilman Wilson, Yeah, I wanna thank the chair for allowing us to go forward.",i
"They have a deck hockey tournament coming up this summer and this live streaming- I'm gonna go ahead and say that, I'm gonna go ahead and say that this is a live streaming option- will be available So parents, offsite can, can watch it or I believe it's.",i
you know something.,i
"where you can, you can watch remotely.",i
"So but I also just wanna mention, you know, wanna thank DBW for getting us together, this agreement together, and every all the other work that DBW does to make sure that Marmaduke Park is is all well and good.",i
"And then also thanks to the team Pittsburgh deck hockey group, because it's it's probably the most vibrant area in Brighton Heights.",i
"they're the concession stand open for the whole community and, you know, really brings a lot of people out in the neighborhood.",i
"So thanks everyone, Thank you.",i
Any further discussion?,i
"Councilman Kales, I just want to say to Councilman Wilson that my grandkids play over that way and I sometimes go to the fields to watch them play and they look at me like I'm a stranger in his territory and I shouldn't be there.",i
So I just want to say you're well respected over there.,i
"So thank you, Oh, thanks, Now you can watch the games or you can watch your, your grandkids from from the, from the live stream.",i
That sounds perfect to me.,i
"All those in favor of bill of 1746, please indicate by saying aye, Aye, Affirmative recommendation.",i
Thank you.,i
"That moves us to our final committee of the day, Intergovernmental and Educational Affairs Committee, chaired by Councilman Mosley.",b
"Bill 1727 resolution authorizing the Pittsburgh Land Bank to acquire all the city's right, title and interests, if any, and enter the publicly owned property in the 34th city of Pittsburgh designated and indeed registry office of Allegheny county as block 33 K, lot 128, 2019, reefer street, council, district three, at no cost to the city.",b
Is there a motion?,i
Motion to approve Second Second Discussion: Seeing none.,i
"all those in favor of Bill 1727, please indicate by saying aye, Aye, Affirmative recommendation.",i
That moves us back up to Bill 1736.,b
We have a motion to approve and a second.,i
I have been communicating with Council President Lavelle who I believe was having some trouble connecting.,i
"Council President, if you are able to speak up, please do, But the intention of the President was to hold Bill 1736 for a public hearing.",i
Can we get a motion?,i
"Yes, Second.",i
So we have a motion and a second to hold Bill 1736 for public hearing.,i
"All those in favor, please indicate by saying aye, Aye, The bill will be held for public hearing.",i
Thank you very much.,i
That exhausts our Standing Committee's agenda Meeting announcements.,i
"This afternoon at 2 pm, Council will hold a cablecast public hearing on Bill 1579 regarding reduced reduction in required minimum lot sizes.",b
Speaker registration will close at 12.,i
"30 pm today And next week, Council will hold their regular meeting on Tuesday April 29th and Standing Committee's meeting on Wednesday April 30th, both at 10 am.",i
"To register to speak at these meetings and hearings, please fill out the sign-up form on the Council meeting web page by the deadline.",i
You may also call the Clerk's Office at 412-255-2138.,i
Is there anything from members?,i
Councilwoman Kale-Smith.,i
"Thank you, Madam Chair.",i
"I don't know if we yesterday gave a moment of silence for the Pope, his passing, and I don't know if we even recognized it yesterday because I came in late.",b
"so I apologize, But I would like to do that today if we hadn't.",i
But I would also like to mention that he really he's a great person.,i
He's a great person.,i
He's a great person.,i
He's a great person.,i
He's a great person.,i
He's a great person.,i
He's a great person.,i
He's a great person.,i
He's a great man.,i
He's a great person.,i
He is a great man.,i
He's a great person.,i
He's Undoing.,i
He's Undoing.,i
He's doing work everyday.,i
"He's Undoing, He's doing work, arts and a variety- Gratitude to Mrs runs-upstring, sarynette-les, who's drums- and and sparking young implications for churches.",i
"What do you think they just saw in the knick-knackers, in the Millers, the Judges making their key statement?",i
He was totally radical.,i
He is complicated.,i
I really liked this news that we're hearing today.,i
It's so refreshing to see these very tailed endorsements on the White House.,i
"Colleen, This is great.",i
"This is a report from one of America's official walks of services to the church, which was really going through a struggling time and really having a lot of controversial issues happening, including.",i
"he led through some really difficult times, including the child abuse scandals and all those things.",i
So I do want to acknowledge his passing and say that I'm grateful for the service that he provided.,i
"I even struggle with my own faith and my own religion, like a lot of people do.",i
"I just want to say that I think he was one of those people that kind of brought us closer to the idea, And so I just want to thank him for his leadership and give a moment of silence.",i
"Moment of silence, Please.",i
"Thank you, Thank you, Thank you.",i
"I can only be quiet for so long, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you.",i
My brother was actually invited to the funeral.,i
"yeah, If not, can I please get a motion to excuse the absent members?",b
approve the minutes and adjourn the meeting Second.,i
"All those in favor: Aye, Aye, Aye.",i
Meeting is adjourned.,i
"Thank you, Thank you, Thank you, Thank you, Thank you, Thank you.",i
