sentence,classification
"she's angry, like I am.",i
I've been coming for years and finally we have a young woman that's fob and felt to save my Time.,i
I did.,i
"she wasn't gonna speak, but she got so angry at you.",i
she says: you should listen to these people.,i
do you understand three minutes of your time?,i
"and we say: there, ours, the same way with the women- three yesterday, all these beautiful women of color, all straight.",i
even within comes women and I'm gonna shoot within you.,i
I'm gonna be the fan.,i
I am not a fan.,i
that shows you the disrespect you have.,i
I don't have it in os misunderstandings.,i
"oh, up your hands when you say just bring them things in the room times.",i
"as long as I understand what you're saying when I mean the women- and we're talking during here agriculture woman didn't stay in the 85 days to meet you When I said è minded pois không where the regular home here in, and you're sitting back behind us and we say something and you got your father in arms who jumps up and comes to us.",i
That's all a form of intimidation.,i
I'm tired of it and I mean you need to stop it.,i
"But anytime that the young white people see it, I'm doing okay.",i
"Next speaker, please.",p
Good morning.,i
Special Agent Sunshine.,i
how's everybody?,i
Yesterday I made an announcement about Port Authority's upcoming meeting that none of the workers knew when or where.,i
I found where the meeting for April 17th at 8.,i
"30 will be held: at Neil H Holmes Boardroom, Heinz 57 Building, 345, 6th Avenue, 5th floor.",i
"Please, if anybody wants to come in, if anybody has any issues with Port Authority as a rider or a driver or an employee at large, please come to this meeting.",i
I will be there to help you address some of your issues.,i
"Lord, please use me as a vessel to do your will, not mine.",i
Thank you for touching my heart and giving me a heart to stand before these people and let them know that you're real and so is your wrath.,i
That's coming for y'all.,i
I can't make it up.,i
it's coming.,i
"Y'all really gotta prepare for it, Thank you.",i
Thank you.,i
1 Peter 4.,i
14 says: the spirit of glory and of God rests on you.,i
"Orville Wright, which is one of the Wright brothers that created the human flight, conquered human flight with the airplane.",i
"he observed that no bird soars in a calm, And that means that adversity can often be exactly what you need to give you a lift higher.",i
The joy of the bird was not getting to the top of the mountain.,i
their joy was climbing the mountain.,i
"So this climb that I'm in with the adversity that I faced with your guys- fraud in our government- the joy that I get is being able to stand here before you and be used by the most high God to shine a light on it, so the whole world can see what it really is, what's really going on in our world and in our government.",i
It's not fair.,i
"People need to be made aware And they will be through me In Jesus' name, Lord willing.",i
Proverbs 19.,i
9- I've been screaming for a while now- says a false witness will not go unpunished and a liar will be destroyed.,i
The liar in my case is the person who stole my identity.,i
who's out here trying to make the world believe that they're me and they're not?,i
I'm who I am.,i
I am who I am.,i
Isn't that what God said?,i
It's amazing.,i
"Rejoice in as much as you participate in the sufferings of Christ, so that you may be overjoyed when his glory is revealed.",i
"If you're insulted because of the name of Christ, you are blessed, for the spirit of glory and of God rests on you.",i
"Yesterday I mentioned, somebody said that I didn't have a pot to piss in or a window to throw it out.",i
I don't need those things to be who I am.,i
"I don't need a house, a mansion, a car, not even a job, because I work for the Lord.",i
that makes me who I am.,i
"He created me, He makes my heartbeat, He gives me every breath that I take and I stand on it in Jesus name, Amen.",i
Thank you very much.,i
"Next speaker, please.",p
"All right, let's try to go back to Ms Mosey.",i
"All right, we can hear you.",i
"Yes, we can.",i
"Oh, thank God, Sorry.",i
"Okay, back in.",i
this is Bernadette from Beach Hue.,i
Back in my paralegal college days I was surrounded by teachers.,i
there were lawyers and judges.,i
"research everything in life before you do anything and everything they instructed And oh, the smell of those law library books upstairs.",i
I was like a kid in a candy store.,i
I loved it And I discovered.,i
"I loved it From scriptures, history, local history, ancient history and family history research and even connecting lost families.",i
"I love research for free, because it's my passion and my gift from God.",i
It's my calm and my old age.,i
The same professor said: research before a job interview to be prepared.,i
"Well, I think, due to the recent kerfuffles in Washington, we need to add research, Research before you accept campaign funds.",i
We should research as a voter too.,i
"As a voter, I don't want to vote for a person who makes a deal in campaign promises with South African style musk rats.",i
A recent campaign article shared mega light campaign buying surrounding quarry Sole buying.,i
I call it Those mega donors.,i
I call campaign cartels.,i
accept them and they control you and your citizens.,i
"So I researched And we have a big time campaign cartel, courtroom docket junkie Number one.",i
"leading the numbers of courtroom docket junkies and mega campaign donors, Walnut Capital, Hundreds and hundreds of court cases and multiple LLCs.",i
"I checked Allegheny County, Westmoreland County and, this morning, Butler, And just the three counties.",i
since yesterday I was able to research.,i
"Walnut spends more time, and much too much time, in court.",i
The recovery of court junkie time is not being passed on to their grandmothers.,i
"It's passed on to our citizens, our renters, our buyers, our government contracts pass on to voters experiencing life.",i
I'm sorry.,i
any company spending so much time getting a new LLC and needs a special speedy file window in multiple county for You probably don't want them under the campaign sheets of favors.,i
When does it become too much?,i
"When does the young, new starting out small companies get a chance?",i
"When the control seeps in like a muskrat, controlling politicians and voters, does it become too much, but too late?",i
Have a good day.,i
Thank you very much.,i
Is there anyone else in chambers wishing to speak?,i
"If you need any questions, please, If If you want to speak, Please give us your name, neighborhood.",i
"for the record, My name is Hudayfa Ibn Abdullah Hakeem Ismaili and I'm just here to see how government works, to watch y'all and see what's going on.",p
Thank you very much for being here.,i
"With that, we will turn to our standing committee agenda.",b
"Members, before you is a letter from the mayor asking to rescind the appointment of Jesse Durenna, And so I want to take that bill first.",b
So someone would please offer a motion to add bill 1346 back to our agenda.,i
So move Second.,i
"Second, All those in favor say aye, Aye, Aye.",i
"And now, if someone would offer a motion to withdraw, Say: Do you want me to read it?",i
"Oh, sorry, I'm moving too fast.",i
The clerk should read the bill.,i
I apologize.,i
"Yes, Bill 2024.",i
"1346 Resolution appointing Jesse Durenna as a member of the Commission on Infrastructure Asset Reporting and Investment, with a term to expire July 3rd 2027.",i
"All right, Now that the bill has been read, if someone would offer a motion to withdraw this appointment, So moved Second.",i
"All those in favor say aye, Aye, We will have been withdrawn.",i
"That will now take us to our finance and law committee, chaired by Councilman Schwarzberger.",b
"We have one deferred paper, Bill 1572.",b
"Bill 1572 resolution authorizing the City of Pittsburgh to accept the sum of 316,367 in full and final settlement of litigation filed in the Allegheny County Court of Common Pleas involving the Finland Street Pedestrian Bridge.",i
Motion to approve Second brief discussion.,i
Brief discussion.,i
"Councilman Gross, Thank you.",i
I appreciate the administration meeting with me over this bill.,i
It was an executive session.,i
"I think I'm supportive today- but I just wanted to say on the record that my concerns around pedestrian safety on this section of Bigelow Boulevard- This is a settlement, so it's not really anything that we can do much about- right, We've settled with.",i
you know we've settled with the.,i
you know we've settled with the.,i
you know we've settled with the.,i
you know we've settled with the.,i
"I think the company that caused damage to the Finland Street Pedestrian Bridge that went over Bigelow so severely that it had to be taken down, But that leaves us without that pedestrian infrastructure there.",i
"And then, if you'll recall, this is a pedestrian bridge that's in between the pedestrian bridge at the Bigelow, at the Bloomfield Bridge on Bigelow, And then, as you're inbound, it's going to be the installation.",i
"then your next safe crossing is at Heron Avenue, which is actually not very safe and we're working on and it is real concern for the neighborhood, and there are bus stops on either side.",i
"So you may be living uphill from Bigelow and needing to cross, or you may be living below hill on Bigelow and needing to cross to get to Port Authority bus stops.",i
And so my ask is for Delmay to really do an audit of pedestrian safety and give suggestions of things that can be done.,i
So that is still to be worked out.,i
So right now you are able to cross at Heron and you're able to cross at the Bloomfield Bridge.,i
"So with that, I just wanted to get that on the record and it is work that remains in front of us.",i
"But I'm supportive of this bill today, which is just receiving funds from a legal settlement.",i
Any further discussion?,i
"If not, I'll simply note that your concerns about that stretch of Bigelow are well founded and very understood.",i
You said it before.,i
"but it's also worth noting that there used to be an underpass at the Heron Avenue intersection where you could go under the street, and the state decided to close that with no alert to the city.",i
They just decided to do it.,i
So your concerns are well founded.,i
"All those in favor say aye, Aye.",i
Any opposed Aye.,i
Affirmative recommendation.,i
That moves us to the new papers.,b
bill 1660.,b
"Bill 1660 resolution authorizing the issuance of two warrants in the total sum of 32,000 over one year.",i
"It is further understood and agreed that the payment schedule of the total settlement amount shall be as follows: 16,000 payable to Scott Allen Beatty, 16,000 payable to Samuel J Cordes Esquire in full and final settlement of litigation filed in the United States District Court for the Western District Court of Pennsylvania.",i
The bill is passed.,i
"Thank you, Any opposed Aye?",i
Any opposed Aye Next bill.,i
1660 resolution authorizing the mayor and the director of the Office of Management and Budget to enter into an agreement or agreements with USI Insurance Services for insurance brokerage services for all necessary policy types.,b
This shall be a no cost payment to any insurance brokerage services for all necessary policy types.,i
Motion agreement with a term of three years with two one-year options to extend.,i
motion to approve brief discussion.,i
"second, I'm not sure I understand what this is.",i
"frankly, if it's a no cost, how can we have a no cost service?",i
it's insurance brokerage.,i
"admittedly, I'm not.",i
"I apologize, I have not been briefed on this either.",i
do we have anyone from the audience?,i
"Patrick Cornell, if you please come forward?",i
"sure, Jennifer, sorry I didn't see you over there I always.",i
"good morning, Patrick Cornell, chief financial officer.",i
"Jennifer Olesinger, chief procurement officer.",i
so this is the end of an RFP for insurance brokerage services.,i
it is a no-cost contract.,i
that is because insurance policies are paid by the actual insurance providers as commissioned directly to the broker.,i
"so we will not pay this firm, but we will pay for the policies after the insurance broker is approved.",i
"so we will not pay this firm, but we will pay for the policies after the insurance broker has procured them on our behalf.",i
"curious standard for the industry and, and this is for all it says, all types of insurance policies.",i
"yes, when I just give us a really brief reminder of all of the types of insurance that we carry: we have a property coverage on our buildings.",i
we have boat insurance.,i
"we have insurance for cameras that we have on property that is not ours, so if a camera falls and breaks or whatever on somebody else's property, it would cover any damage.",i
we have a cybersecurity insurance.,i
"we have errors and emissions insurance for EMS and we have crime insurance for officers, elected officials.",i
"well, that was impressive and we proved our previous broker that that contract has expired.",i
so we did a new RFP and we are actually we're switching brokers to a different.,i
wonderful.,i
what is the timeline that we expect to see you come back to the table for your so we good question?,i
"we wouldn't need to come back for those individual policies as they would just be routed through this, this broker, but the new policies would go into effect may 1.",i
I do this all the time.,i
I ask questions and then I start pulling on threads.,i
"I'm sorry, so I don't like these wide open, blanket kinds of papers.",i
"so that to requesting to enter into a brokerage is one thing, but that you've, if you've, embedded approval of the resulting policies in the same bill, that makes me cranky.",i
so is that what's happening in front of us here?,i
"yes, the only thing I would add is that within OMB, City Council has approved the insurance premium payments in the current budget, and we're going to be able to get that back to you in the next couple of weeks.",i
so I'm just going to go ahead and ask you a question and then I'll get back to you in a minute.,i
so I'm going to go ahead and ask you a question and then I'll get back to you in a minute.,i
so I'm going to go ahead and ask you a question and then I'll get back to you in a minute.,i
so I'm going to go ahead and ask you a question and then I'll get back to you in a minute.,i
"so I'm going to in the regular budget process, not the same thing.",i
we also have contract approval authority and so it having a sequence of events of contracts seems a little expiry- quiero tener unINKAL- tales a little- but is transparent.,i
an it's our responsibility to protect and make sure there's transparency and things.,i
I'm not going to belabor this today because I wasn't prepared.,i
"maybe I'm misunderstanding what I'm hearing, so I'll So I'll leave it there, but I will think about it before final vote.",i
Appreciate it.,i
"That's all I have, Mr Chair, Thank you.",i
Any further discussion Seeing none.,i
"all those in favor say aye, Aye.",i
Any opposed.,i
Any abstentions: Affirmative recommendation.,i
That takes us to Bill 1662.,b
"Bill 1662 resolution amending resolution number 924 of 2024, effective December 18th 2024, entitled Resolution Adopting and Approving the 2025 Capital Budget that Proposed 2025 Community Development Program in the 2025 through 2030 Capital Improvement Program by increasing Liberty Avenue by 1,063,333.",i
30 to account for additional federal highway administration funding and the by the city of Pittsburgh.,i
A motion.,i
Motion to approve.,i
Second: Any discussion Seeing none.,i
"all those in favor say aye, Aye.",i
Any opposed: Affirmative recommendation.,i
"Next is Bill 1667 and after it's read, if someone would offer a motion to hold for one week: Bill 1667 resolution authorizing the issuance of a warrant in favor of Swedish Board Adv rod from House Ritchie to approve: Opposediz history: no members into view.",b
Rendwhy Headboard staff include.,i
motion to approve.,i
second in discussion.,i
seeing none.,i
"all those in favor say aye, any opposed affirmative recommendation.",i
that takes us to invoices.,b
the motion to approve the invoices.,i
second: any discussion.,i
seeing none.,i
"all those in favor say aye, aye, aye.",i
any opposed affirmative recommendation need.,i
a motion to approve the p cards so moved.,b
second in discussion: seeing none.,i
"all those in favor say aye, aye.",i
p cars have been approved.,i
that takes us to public safety and wellness committee.,b
chair by councilman cogkill.,i
one new paper: bill 1656.,b
"bill 1656 resolution authorizing the mayor and the director of public safety to enter, on behalf of the city of pittsburgh, into a professional services agreement or agreements with kicker inc.",i
"to provide video production services, including conceptualization, scripting and production planning, to create videos to aid with police recruitment efforts, at a total cost not to exceed thirty two thousand seven hundred fifty dollars over a one year period.",i
motion to approve.,i
brief discussion.,i
"second discussion: councilman, i don't remember discussing this or what this is exactly about, and i see mr polaroid under their your hair.",i
so you want to just come up and explain what you're doing.,i
i'm going to go ahead and i'm going to go ahead and i'm going to go ahead and explain what you're doing.,i
"i'm going to go ahead, and i'm going to go ahead, and i'm going to go ahead and i'm going to go ahead, and i'm going to go ahead and i'm going to go ahead and explain what this is.",i
"sorry, you know.",i
"introduce yourself, please, anthony palermo, commander pittsburgh bureau police chief of staff.",i
"thank you, mr palermo.",i
just tell us what this is.,i
"sure, we received a, a pccd grant for aid in recruitment roughly a year ago.",i
"so, as our ongoing recruitment improvements are going on, one of the things we were looking for is to have a high quality recruitment video produced that we could use to social media, youtube, traditional media, just to kind of promote the opportunities, and so it's for marketing, for recruitment purposes.",i
is it done?,i
"no, no, so we have to prove the money and then you're going to do it and you have some.",i
you already have a production company.,i
"i mean, who do you honor for that?",i
"yeah, so it went out for rfp and look through all of them.",i
"this company was selected based on our needs and price, etc.",i
"so once it receives final approval, we'll meet and start kind of conceptualizing what it should look like and production schedules.",i
"and yeah, well, i'm really happy to see you're focusing on recruitment first of all, as we know, we need desperately.",i
so we still only have one recruitment officer.,i
i believe we have two now.,i
"two, okay, great, full-time, great great.",i
"i know we have a class coming up in june, correct?",i
and we don't.,i
we do not have one scheduled beyond that.,i
i believe a second one is scheduled for early november.,i
"okay, okay, that's it for me.",i
"so, thank you, thank you, thank you, yeah, thank you, councilman wolbert.",i
"i just was wondering: so is this just for the cost of producing the footage or does this also include like, disseminate?",i
"is this like, will they also be doing the social media?",i
"and you know, on the streaming channels, they would not do the marketing aspect of it.",i
"they would produce the video and then like for- excuse my ignorance on production terms, but like shorts, like shorter reels, and then we would explore.",i
do we need a marketing team or is it something we can do through our pios and social media?,i
people internally got it okay.,i
"and then, and just so, because i do recall that there was a grant, i can't remember how much, maybe a hundred, maybe a couple hundred thousand- that the recruitment- yeah, it was roughly three hundred and fifteen thousand, okay, somewhere right around there.",i
"okay, and i'm just curious: is this?",i
is this not part of?,i
is that not?,i
it is this what you paid for with with the grant money?,i
"great, thank you.",i
"thank you, councilman, gross.",i
"okay, i also am not very good at this stuff, so was?",i
is it like a national rfp was there?,i
i know we have some guidelines for trying to use local companies.,i
do you know anything about this company?,i
know I don't know what?,i
so it went out.,i
I believe- and excuse my ignorance- Fiona could probably help with this.,i
"Come on up, we're gonna bring her up, okay, I just feel like we've never done this before.",i
"Right, is this the first time for the?",i
"I'm sorry, you'll have to introduce yourself, Fiona Kalman, DBA for Public Safety at the Pittsburgh Bureau of Police.",i
So this is like.,i
I don't remember seeing one of these bills before.,i
is this a new thing for us That the police department has done?,i
"Yeah, Yeah.",i
"so we did go out nationally on OpenGov, bid out and then made sure that we met all compliances, and that has taken the process a lot more months than it typically would, but check the boxes and do what we could.",i
"So again, I don't know why I'm asking these questions, but it's new and it's interesting, Is it that they're gonna be filming here And so they're making shorts, and not necessarily in this room, but in Pittsburgh, Yes, Yes, With our officers.",i
"Yes, Yes, As far as what it's gonna look like, I don't know why it's entertaining.",i
"Okay, everybody's laughing, it's not just me, okay.",i
"Okay, so it's a recruitment video and we're paying 30,000 from a grant, so we're not really anything out of pocket, and hopefully it'll help with recruitment because it'll get on social media or digital media or someplace, And the company that we're going with, Yeah, We've also produced police videos for other cities as well, so they're qualified And it works, Hoping it works.",i
"yeah, we plan on having it work, But it worked in the other cities.",i
"Yeah, Oh, okay, That's great, all right.",i
so I'm just thanks for answering my questions.,i
"I was just, you know, like I said, it's new, and so I was just curious how it was gonna work.",i
"Okay, Thank you.",i
"Yeah, that's all I have, Mr Chair.",i
"Thank you, Councilman.",i
"Sorry, There's nothing worse than a poorly timed, so I'll let you tickle.",i
So I'm interested in this.,i
"I think we all are interested because it's a new thing, But I'm really glad to see you know.",i
"I think the last I heard is that we're starting to see recruitment number or the number of applicants, I should say, starting to go up again, which Correct, I believe is great.",i
Can you talk to us about that at all?,i
"Sure, and I don't have the exact numbers, but kind of as a rough example, this, you know: past month, at the civil service examination that's tested monthly, we had roughly 170 people sign up to take it.",i
"i think 90 actually showed up, which is over double what we've seen in months prior.",i
"so too early to celebrate completely, but it seems our recruitment team, recruitment efforts are starting to bear fruit.",i
"that's that's something, something you should, you know, applaud yourself for and and the team that's working on this.",i
"that's quite, you know, really something to celebrate here.",i
"i, you know i think i've told the story at the table before, but i was in new york in the fall and i saw, you know, i was riding the subway and i saw advertisements like they have in their in their subway saying come join the police force.",i
but it was come join the police force in atlanta.,i
atlanta was advertising in new york subways.,i
so this is is something that i think everybody's trying to figure out: how to be creative and and how to.,i
"you know, it's a nationwide issue.",i
"how do, how do we get to that point where we're, you know, keeping up with the joneses in terms of recruiting.",i
"so i'm i'm glad to see, you know, a video.",i
"i'll should probably use officer andre as your, as your, your actor here.",i
"i i don't, i don't know, i'm just i, i don't know.",i
"yeah, we're going to need volunteers.",i
"andre wright is, is your, your ham?",i
"so, but yeah, i mean, i i'm excited to see it and excited to see what comes out of this and i hope this bears fruit.",i
"so cool idea, thank you, thank you.",i
any further discussion?,i
seeing none.,i
"just, just, real, quickly, i just wanted to add: would you send us once, if approved, today, which and then tuesday it'll be final.",i
"would you send us all the, the actual product that you get?",i
can you just email that to us?,i
is that how you do that or what you know?,i
like the video?,i
"yeah, what?",i
"yeah, i'm sure.",i
"yeah, right, yeah, i'll be able to send and share and okay, good, yeah, probably a couple months down the road, but, yeah, right, yeah, yeah, i'm just saying like, so we could see it.",i
"yeah, that's it, okay, good, can the council?",i
"that's it for me, mr president, he wants to be in there.",i
"well, i was going to pitch myself.",i
"but i mean, you are the public safety.",i
i think i'm available.,i
"i mean, if you give me the dates and the times, i'll check my schedule.",i
people often think you do look like a concept.,i
you know what i might open that week.,i
"as a matter of fact, i pretend to be one.",i
"yeah, you look like one.",i
"that's it, mr president.",i
"sorry, we're gonna carry it away, thank you.",i
i have one question: does this conflict in any way with our union cable workers?,i
i know the rfp went out a long time ago.,i
i know one of the concerns was the capability in terms of use of drones etc.,i
i can't speak completely to that.,i
i don't know.,i
"thank you, any further discussion seeing none.",i
"all those in favor say aye, aye.",i
any opposed affirmative recommendation.,i
"thank you for being here, thank you.",i
"thank you, guys, thanks.",i
that takes us to public works and infrastructure committee shared by councilman warwick.,b
our first new paper is bill 1663.,b
i'll be available.,i
"bill 1663 resolution amending resolution number 615 of 2024, entitled.",i
resolution authorizing the mayor of the city of pittsburgh and the director of the office of management and budget to apply for a grant from the pennsylvania department of community and economic development's multimodal transportation fund for the smallman street complete street project.,i
"the grant proposal includes an ask of two million two hundred seventy nine thousand six hundred sixty two dollars and thirty cents, with a local match of one hundred seventeen thousand one hundred dollars from the 2024 capital budget for a total grant project cost of two million three hundred ninety six thousand seven hundred sixty two dollars and thirty cents.",i
to accept the grant budget proposed.,i
treating his Settings: Austin capital project and promoting Open Med pequele hundred seventy-nin degrees.,i
"absense of a graphic buyouts over over the like engineering, final design, right of way and construction phases of the planning process.",i
title will be licensed between closer to testing steps and to moving or meeting the pre-short tapering project program.,i
toARC.,i
"right of way and building construction phases of of the Liberty Avenue Highway Safety Improvement Program, providing for the payment of the cost thereof not to exceed 12,905,556- an increase of 5,400,000 from the previously authorized amount, and the municipal share of commonwealth incurred costs not to exceed 29,700, an increase of 24,200 from the previously authorized amount.",i
Future resolutions will authorize the project-specific agreements.,i
Motion to approve.,i
"Second: Any discussion Seeing none, all those in favor say aye, Aye, Aye.",i
Any opposed: Affirmative recommendation: Bill 1666.,i
Bill 1666 resolution providing for a supplemental agreement or agreements with WSP USA Inc.,b
"for costs associated with South Negley Avenue Bridge project, providing for the payment of the cost thereof not to exceed 1,188,409.",i
"39, an increase of 317,588.",i
34 from the previously executed agreement.,i
Motion to approve.,i
"Second: Any discussion Seeing none, all those in favor say aye, Aye, Affirmative recommendation, Bill.",i
"oh, that takes us to land use and economic development Committee, chaired by Councilman Wilson.",b
"we have one deferred paper, Bill 1698.",b
"Bill 1698 ordinance supplementing the Pittsburgh Code of Ordinances, Title Nine, Zoning, Article Four, Planning Districts, Chapter 909, Planned Development Districts, Section 909.",i
"01, SP, Specially Planned District 909.",i
01.,i
"P, SP9- Bakery Square.",i
"by supplementing the certain provisions of Chapter 909, chapter 9 a, 9.",i
"0, 1 P, with the addition of this new section 9 a, 9.",i
"1, point P, C through F.",i
A motion to a man.,i
I was going to ask you to want to rebuild 1723.,i
"Yeah, I just read them together.",i
"And bill 1723 ordinance amending the Pittsburgh code, title 9, zoning, article 1, section 9 a, 2.",b
"0, 3 zoning map by changing from highway commercial district to S P 9 bakery square district, certain property roughly bounded by pen Avenue, East Liberty Boulevard and the Pittsburgh regional transit East bus way, all in the Allegheny County block and lot system, 11th ward, and by changing from urban industrial district to S P 9 bakery square district that certain property roughly bounded by, And bill 1723 ordinance amending the Pittsburgh code 9 zoning, article 1, The existing eastern most boundary of the S P 9 bakery square district in the Allegheny County block and lot system, 12th Ward.",i
A motion to a man That could free discussion That.,i
the second motion to approve both bills first.,i
"All right, motion to approve.",i
check that.,i
and I think your motion.,i
"I'm assuming you're in by substitution, so take both of those together.",i
yeah.,i
motion to amend.,i
second: brief discussion discussion.,i
"yes, i just wanted to provide some context.",i
"you know this has been part of a multi-year process that started before my tenure on council between neighborhood groups and larmer neighborhood groups in east liberty, the developer as well as my predecessor, reverend burgess.",i
"that resulted in a community benefits agreement which includes the build 100 program that my office now has taken the lead on, working with the developer and the community groups.",i
"that will result and at some point in the future, of 100 affordable homes for purchase in the eastern community, particularly in larmer, but it may extend into lincoln, levington and homewood at some point and also- this is part of negotiations that i participated in with the mayor- that will include a 10 affordable rental housing on site at 50 ami and then 5 at 80 to 120 ami and that'll.",i
there's just information in that as well.,i
"but this is just to send this over, you know, for a public hearing.",i
i know there's going to be a lot of robust conversation and consideration about this.,i
i welcome that.,i
"i look forward to discussing this further, but i do want to applaud the larmer consensus group and the village collaborative for the hard work that they've done over the last three or four years, you know, to move this forward.",i
so i just want to give a little bit of context of what we're looking at.,i
"and again, this is part of a community benefits agreement negotiation that took place between the communities, as well as more recent negotiations between the mayor's office and myself around some on-site affordability.",i
that was not part of the original community benefits agreement.,i
all the affordability was going to be off-site and we were able to negotiate on-site affordability as well.,i
so i just want to provide some context.,i
"thank you, so we have an amendment by substitution on the table.",i
is there any further discussion?,i
"councilman, will you just tell me what?",i
"you said it, but i didn't catch it.",i
what are the amis?,i
"affordability, off-site- i believe it's going to be 80 ami for affordable home purchase and then on-site it will be 50% at 50 and 5% at 80 to 120.",i
"okay, thank you.",i
any further discussion?,i
"if none, i'll simply congratulate you.",i
i do remember when reverend burgess sort of started this and for you to now be able to get it.,i
"it's not fully across the finish line, but there i know there's been a lot of work to reach both consensus within the neighborhood as it relates to both the off-site affordability and the four home, the home ownership opportunities, as well as the on-site affordability.",i
so i congratulate you on that and i hope that you will continue to do that.,i
and i hope that you will continue to do that and i hope that you will continue to do that.,i
"and i know you've been working on this since you took office, so there's been a lot of work to get to this point.",i
"so i just want to congratulate you, and i also want to congratulate sean carter, because i know you were working on this long before i was.",i
"so all those in favor say aye, aye, aye.",i
any opposed?,i
so the bills have been amended by substitution.,i
"now you, i believe these have to be held for a public hearing.",i
"so if you want to make a motion to hold both bills for cable cars public hearing, most of the whole.",i
for a cable cast public hearing.,i
"second, all those in favor say aye, aye, aye, any opposed.",i
both bills will be held for a cable cast public hearing.,i
"that takes us to intergovernmental and educational affairs committee, chaired by councilman mosley.",b
we have one deferred paper: bill 1589.,b
"bill 1589 resolution authorizing the mayor and director of the department of mobility and infrastructure, on behalf of the city of pittsburgh, to enter into a cooperation agreement with pittsburgh regional transit for post construction of the city of pittsburgh, which is creating a highway out of the ownership, access and maintenance of certain city steps to be constructed around Downing Street in the sixth ward of the city of Pittsburgh at no cost to the city.",i
motion to hold for six weeks.,i
"second, all those in favor say aye, aye.",i
any opposed.,i
bill be held six weeks.,i
"that takes us to our new papers, and the first is bill 1657.",b
"well, 1657 resolution amending resolution 21 of 2025, which authorized a cooperation agreement or agreements with the city of Pittsburgh equipment leasing authority for the purchase and leasing of vehicles, equipment and accessories, equipment, support, infrastructure and professional services in fiscal year 2025, by increasing the authorized amount by ninety three thousand dollars to purchase vehicles and equipment for the office of community health and safety, for a new total of seven million nine hundred ninety nine thousand three hundred nineteen thousand three hundred ninety nine thousand three hundred nineteen dollars and thirty seven cents.",i
motion to approve any discussion seeing none.,i
"all those in favor say aye, aye.",i
"opposed affirmative recommendation: bill 1658: well, 1658 resolution providing for an amended reimbursement agreement or agreements with Pittsburgh water for costs associated with the Haverhill project, where Pittsburgh water is overseeing the design and construction of the storm water management component, of the storm water management component, as well as the door, roadway replacement and rehabilitation, and has a has or will retain the services of a design consultant, construction management, inspection consultant and construction contractor for the project.",b
the city will reimburse Pittsburgh water for this work at a cost to the city not to exceed nine hundred ninety two thousand six hundred twenty eight dollars and seventy seven cents.,i
an increase of three hundred eighty two thousand five hundred and fifty nine thousand six hundred twenty eight dollars and seventy seven cents.,i
an increase of three hundred eighty two thousand five hundred thirty dollars and thirty cents from the previously authorized resolution.,i
"motion to approve: second, second, any discussion seeing none.",i
"all those in favor, say aye, aye.",i
any opposed affirmative recommendation.,i
"and lastly, bill 1659.",b
