sentence,classification
"whereas delta sigma theta sorority incorporated boasts an international membership exceeding 350 000 women of distinction, with more than 275 members belonging to the pittsburgh alumni chapter.",i
"these members have made notable contributions to career development, esasbourne tra coded, to civic life, education, health, equity and social impact in Pittsburgh, serving across sectors while exemplifying the highest standards of public service and community uplift.",i
"And now, therefore, be it resolved that the Council of the City of Pittsburgh does hereby declare April 1st 2025 to be Delta Sigma Theta Sorority Day in the City of Pittsburgh.",i
May we have a motion So moved.,i
"Second, All those in favor say aye, Aye, It is approved, congratulations, Thank you.",i
"I believe let's see All right, here we go, Thank you.",i
"I'd like to say thank you to the City Council of Pittsburgh, City Council of Pittsburgh, for this incredible honor.",i
Receiving this proclamation from the City of Pittsburgh is not just a reminder.,i
"a reminder of Delta, Sigma, Theta, Sorority and its acknowledgement of the collective efforts of our members and the communities we serve.",i
"This proclamation underscores the importance of civic engagement, empowerment and service, of all values that are at the heart of our organization.",i
"We will take this recognition as a source of motivation, reaffirming and a source of hope.",i
"Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you.",i
"Hi, I'm Tracy.",i
HonUSE me want to present to you is the City Council of Pittsburgh's and the City Council of Pittsburgh's- managed community capital and investment committee.,i
"Community capital is publisher and owner of Seniorizingz to the children, the families, the advising and any other five- appelle eight.",i
that said it over.,i
"We are committed to 88 years of chief policy, eternally keeping risk and ül to promise with balance and integrity as best we can.",i
"Thank you So, so much.",i
"Thank you so very much once again for this meaningful recognition and for the support of our mission, service and advocacy.",i
together we can continue to build a better Pittsburgh.,i
I thank you.,i
"I'm gonna ask members to come up, but just want to remind us all that their purpose here today is actually to engage us, and so after our meeting, I believe at 12 and at 1, maybe, just do.",i
"okay, some of the members were actually going to stay to have a conversation with us back in our conference room about what's happening in our city and concerns they have and how we can collectively work together.",i
so I just want to remind members of that.,i
"if we'd all be willing to come up for a picture, you hold it, Chris, hold on one second.",i
"nope, nope, they're still.",i
they're still organizing.,i
"we gotta, we gotta.",i
"yeah, you can't see us, we can't see you there.",i
"we go, all right, look at me, keep smiling, smiling, you won't you?",i
"you, Yeah, Yeah, Oh man, I got like a smudge.",i
"Thank you, Strong group.",i
"That's a strong group, And we have two proclamations to be read into the record, both from Councilwoman Smith.",b
Councilwoman Teresa Kale Smith presents.,i
"be it further resolved that the Council of the City of Pittsburgh does hereby declare Thursday, April 3rd 2025 to be Michelle Wednesday Day in the City of Pittsburgh, And she also presents: be it further resolved that the Council of the City of Pittsburgh does hereby declare Wednesday, April 2nd 2025, to be Shamika Zire Day in the City of Pittsburgh.",b
May we have a motion to approve So moved.,i
"Second, All those in favor say aye, Aye, Any opposed.",i
Both proclamations have been approved.,i
Our next order of business is public comment.,p
"I would like to remind everyone that the rules of council state that comments are limited to matters of concern, official action or deliberation which may before City Council.",i
Profanity will not be permitted.,i
"After you recall, please restate your name, provide your neighborhood for the record.",i
You'll be given three minutes to speak.,i
Our first And actually only registered speaker is Dr Ronald Miller.,p
"Dr Ronald Miller, the Mexican War Streets, Teotihuacan, Mexico, University of Pittsburgh, theory of sports inventor and instructor and the Global Intelligence Society candidate for president in 2028 Global Information Intelligence Networknet.",i
"Concerns of council include a focus on the child and also baseball, given Mr LaBelle's will of council on Roberto Clemente in February.",i
"This is consistent with my initiative four, where I think the child must come first, locally and nationally.",i
The Pirate opener is three days away against the Yankees 1960.,i
"the Pirates won against the Yankees Y9, P9.",i
ninth inning- Numbers are not in the game.,i
"Number nine: Mazeroski hits a home run in the greatest game in the history of baseball, I think Roberto Clemente.",i
"in 1971, after the World Series win, fusing Espanol and English, he said this: If I was president of the United States, I would build a sports city and take in kids from all ways of life.",i
Why not?,i
"We in the city and the country need Clemente's intense, non-slop fusion of high info and high Q intelligence.",i
Number 21 Pirates play fused 21 information and intelligence vectors.,i
"Roberto Clemente, the thrower, strategically chose the trapezoidal geography of right field more than left field and center field because it maxed outing runners.",i
"If you have had to strike out of a five-year argument, I would like you guys to carefully why you're sticking in in training.",i
I think you'll understand that We can tied.,i
"for if we can tie, Hello, Excellent.",i
I think two of those are amazing.,i
Do we have any?,i
should be to predict his Baltimore team.,i
"I think we should consider or more of a- I'd like you to pay attention instead- Or, if you don't have any, try a little bit longer, even harder, like jedlina Jimenez, I see você Speak up.",i
"I see Joseph Cceviewer, You have to put a little Hein Underto.",i
"Oh, father And better man, And good night to you, to everybody, Thank you for for yourommeinkle 83.",i
"Thanks over cowhide and cotton seams, no muscle bulk, whiplash arm, a physics baseball bullet, projected using electrophysical energy produced by his brain, neural and bio-semantically tightened and chemically infused with fruit honey and other elements.",i
He threw this ball and it got there before the runner.,i
"If only the person was running as fast as Asafa Powell, and I think we need this kind of thing in the city.",i
"I think we need his light and not his darkness, not his fatalism.",i
Thank you very much.,i
That exhausts our list of registered speakers.,i
"If there's anyone in chambers wishing to speak, please come forward at this time.",p
Provide your name and neighborhood for the record.,i
"Hi, my name is Bernadette.",i
Good to meet you.,i
The past week I had to do some heavy duty research of my soul and of what's in front of us And I no longer support Cory O'Connor.,i
I am 100% for Ganey for his bold move and wanting to make inclusionary housing citywide.,i
Back in 1996 my family and I were in the heart of fighting against then Frank Gigliotti and Harry Reed Shaw when they wanted to go back to segregated neighborhoods.,i
"Ganey's bill is the only bill that will give these kids hope, Going back to neighborhoods, young families who cannot get into housing because they have a family of children.",i
"it's not working And sadly enough, there are people working for Cory that are involved with these pro-housing programs.",i
I was a member of a pro-housing group under YIMBY.,i
I was called a NIMBY.,i
There was a statement that was made when I asked: don't you support people having the right to vote on zoning changes and coding changes?,i
Because that's what this movement is all about.,i
And I was told a person's right to vote on zoning and coding changes should not go beyond their property line.,i
And I was told that's not the right thing to do.,i
And I was told that a person's right to vote on zoning and coding changes should not go beyond their property line.,i
"Bullcrap, That spells segregation to me.",i
"Thank you, Ed Ganey.",i
"There is so much more to what's happening, but I will not, as long as there is a breath in my body, see our community go back to segregated neighborhoods when Washington is trying to take away every kind of— every kind of- inclusionary chance that these kids have.",i
"And I'm sorry, Cory, but I'm not going to get into it.",i
I want you to take that pen and paper And I'm not going to get into it.,i
"I want you to take that pen and paper, But I want you to take that pen and paper.",i
"If you have a chance, just press the button.",i
"It is now, It is now.",i
It is now.,i
"It is now, It is now, It is now, but neighborhood by neighborhood, inclusionary housing decodes to segregation.",i
"thank you, thank you, next speaker, please.",p
"good morning, special agent sunshine.",i
i just wanted to give any and everybody who does not know when the next port authority public meeting is.,i
"i was able to find it because none of the drivers, supervisors, anybody knew.",i
the next planned and stakeholder relations committee port authority meeting is april 17th at 8: 30 am.,i
it doesn't say where.,i
"please google it, look it up.",i
i just found the date and the time.,i
what did we find?,i
"we will at this moment, as we can, Magazine it out.",i
But guess what?,i
"I do have A heart, Which is something neither of you have, Because there's over 47,000 people in this state in the street And we just got back out of the overflow shelters yesterday And I'm one of them.",i
God is making y'all look at me.,i
"His favor, real, I stand on it.",i
"1 Samuel 16: 7 says people look at the outward appearance, but the Lord looks at the heart.",i
That's what he looks at.,i
He's the one that makes it beat.,i
He's the one that gives you every breath you take.,i
But y'all take that for granted.,i
So now he wants to know who's the next heart.,i
"he gonna stop Those heart and hearts, The ones that don't see the poor, Those He's stopping them.",i
Just wanted me to bring you that message.,i
Here's some wisdom for you.,i
Proverbs 21: 13 says Those who shut their ears to the cries of the poor will be ignored in their own time of need.,i
"Get ready for it, Because y'all coming out here with us.",i
"I promise you he's not playing with y'all, Y'all coming.",i
People are gonna be amazed to see y'all out here with us too.,i
It's not gonna be a shock.,i
"Proverbs 21: 21 says Whoever pursues righteousness and love finds life, prosperity and honor.",i
And that's what I'm out here pursuing.,i
"I'm out here pursuing justice, violence and law.",i
But he's dancing with the world as God has put his love on y'all.,i
"All right, He's dancing with the world as God has.",i
God has put his love on y'all.,i
I'm dancing with the world as God has put his love on y'all.,i
"My family is across the Thank you Next speaker, please.",p
Good morning.,i
"My name is BJ Sampson and I live in the 11th Ward, 4th District, Proud to have Kahari Mosley as my council representative, But I stand before you today representing the underprivileged and persons who are without a voice.",i
Why am I standing here?,i
I'm here to talk about the lack of seeing minorities on contracts.,i
"As we begin to enter the summer and the springtime, when a lot of construction will be taking place, you'll see on many of the signs that says your tax dollars at work.",i
"Well, when I see my tax dollars at work, I expect to see someone who looks like me or my brother or my uncle.",i
"I expect to see that, but yet I don't.",i
"In each and every last one of the council persons area, there are minorities that exist that need jobs And, with Trump and the various administrations laying off people, you're not gonna have a hard problem finding persons to fill those jobs.",i
"I ask that you please, please, consider hiring minorities and people who need to work, who are out of your district and need to have representation, where they can be proud, where their children can look at them as gaining full employment.",i
"Please consider your tax dollars at work, a duty that you owe to your citizens and your community.",i
"In addition to me being a member of Delta, Sigma, Theta, I'm also a committee woman and I've seen each and every one of you at the endorsement day.",i
"I'd like to be able to shake your hands at the next endorsement, saying thank you for following through with making sure minorities are at all of the construction sites.",i
Thank you very much.,i
Thank you very much.,i
"Next speaker, please.",p
Good morning.,i
my name is Jafon F Brown.,i
"When all these beautiful ladies started walking up here I almost snuck in the bunch with them, But I wanted to come down to explain Now.",i
some of you may know I've been coming down here for years- over 27 years.,i
I've been coming All the years that I've been coming here.,i
"when you speak about the Hill District, you also hear how bad it is and how dangerous it is.",i
I remember KDKA.,i
"the one man was hollering: yeah, you criminals up here in the Hill, you're going to jail.",i
"And that was the time when O'Connor had in his district in Squirrel Hill if a child got into any kind of problem, they had a person that they could contact and they would pay any restitution that needed to be paid.",i
"Unlike with black children, you go right to juvenile court or to jail.",i
"Now you talk about the Hill District being so bad and so dangerous, but you know something: traveling through the Hill District where I live at.",i
"as I was going down Wally Avenue up by the restaurant, up at the top of Wally, we're looking and there's deer, about 20 or 30 laying down, And over across the street there was about five or six more.",i
My grandbabies say: look at the deer.,i
I thought they couldn't lay down because we heard horses can't lay down but they're sick.,i
they can't lay down but they do lay down.,i
But do you understand you?,i
people say how dangerous the Hill is.,i
"the wild animals, God's animals, know where to come.",i
They know you ain't coming up there because you know why they ain't coming.,i
"I can remember Ms Gross- and I really don't care for her, And it was because of what she said.",i
"She said, ah, when they were getting a new police chief, they said they would come to every neighborhood.",i
"Well, she stood up and said, ah, me and Bill Perduto decided that all the Hill District would come to Lawrenceville.",i
That means two buses to get there And they only have to take one.,i
"When we would come to speak at city council, all we had to do is take one.",i
Why would you make us go to Lawrenceville?,i
"But you know something: I'm telling you that I'm gonna keep coming and fighting because you need to hear the people, Just like your president said that beautiful woman.",i
you hear what she said.,i
You need to hear us.,i
I was at a post-sick.,i
"I was at a- I'm talking fast but please excuse me, You need to hear this.",i
I was somewhere and I said I had went to Jamaica.,i
"Well, there was a Jamaican man.",i
So he's asking me: where did I go?,i
"I knew Kingston, but then I said: wait a minute, there's a mountain, real tall mountain, where there had been a Jamaican man and a white woman.",i
They had run away.,i
"They had told him: come back, We will not kill you, You can be together.",i
But they jumped off and killed themselves.,i
"Now, the Jamaican man didn't know.",i
"Thank you, Ms Brown.",i
"Okay, I'm sorry.",i
"Thank you, Ms Brown.",i
You don't know.,i
"Thank you, Ms Brown.",i
"Next speaker, please.",p
"Next speaker, please Seeing no further speakers.",p
"we'll turn to the presentation of the papers, beginning with Councilman Sharland, Chair of Human Resources: No new papers, Mr President, Thank you.",b
"Councilman Calkins, Chair of Public Safety and Wellness: No new papers, Mr President, Thank you.",b
"Councilwoman Gross, Chair of Innovation, Performing Asset Management and Technology: No new papers, Mr President, Thank you.",b
"Councilwoman Kale Smith, Chair of Recreation, Youth and Senior Services: Oh, sorry.",b
"Councilman Mosley, Chair of Intergovernmental Educational Affairs.",b
"Thank you, Mr President.",i
Thank you Back to the clerk.,i
"Councilman Kihari-Mosley presents Bill 1681 Resolution authorizing the issuance of a warrant payable in favor of Pennsylvania Municipal League for one year subscription in an amount not to exceed 52,962.",b
24.,i
"Bill 1682 resolution providing for the issuance of a warrant in favor of the Pennsylvania Public Utility Commission in the amount of 72,500 for delinquent debts owed by the City of Pittsburgh for 800,000.",b
00.,i
"Bill 1683 resolution replacing resolution 366 of 2019, effective June 14 2019, authorizing the Urban Redevelopment Authority of Pittsburgh to acquire all the City's right, title and interest, if any, in and to the publicly owned property in the 15th Ward of the City of Pittsburgh designated in the Deed Registry Office of Allegheny County.",b
"Bill 1683 resolution replacing resolution 366 of 2019, effective June 14 2019, as block 56 B, lot 345, council district number 5, at no cost to the City.",i
"Bill 1684 resolution approving execution of a contract for disposition by sale of land between the Urban Redevelopment Authority of Pittsburgh and the Pittsburgh Land Bank for the sale of block 10 J, lots 259 and 260 in the 5th Ward of the City of Pittsburgh and the citizens' property which amounts to 383,000.",b
00.,i
"195,000.",i
"00 cost, 153,000.",i
"00 for the sale of block five 164 of the City, Aron Street, Council, District Number 6, at no cost to the city.",i
"In Bill 1685 resolution approving execution of a contract for disposition by sale of land between the Urban Redevelopment Authority of Pittsburgh and Island Avenue Holdings LLC for the sale of Block 21D, Lot 42A in the 27th Ward of the City of Pittsburgh, Island Avenue, Council, District Number 2, at no cost to the city.",b
"In Bill 1686 resolution approving execution of a contract for disposition by sale of land between the Urban Redevelopment Authority of Pittsburgh and the Pittsburgh Land Bank for the sale of Block 83A, Lot 48 in the 11th Ward of the City of Pittsburgh, North Aiken Avenue, Council District Number 9, at no cost to the city.",b
"In Bill 1687 resolution authorizing the issuance of a warrant in favor of County of Allegheny in an amount not to exceed 1,300,000 thousand six hundred forty seven dollars over one year in full and final settlement of a claim for damage to the glycol line sidewalk heating system at the allegheny county courthouse by domi traffic division during sign placement on the forbes avenue sidewalk area of the courthouse on december 3rd 2024.",b
and.,i
"councilwoman warwick, chair of public works and infrastructure.",b
"thank you, mr president.",i
"thank you, councilwoman barbara warwick presents bill 1689 resolution amending resolution number 803 of 2024, entitled resolution authorizing the mayor of the city of pittsburgh and the director of the office of management and budget to apply for a grant from pennsylvania department of economic development's multimodal transportation fund for the penn avenue lighting project.",b
"the grant proposal includes an ask of 460 856 for the stated purpose to accept the grant, reduce the grant amount and authorize necessary expenditures.",i
and.,i
"bill 1690 resolution amending resolution number one 13 s 133 of 2024, titled resolution authorizing the mayor and director of the district of and the director of the Department of Public Works to enter into an agreement or agreements or the use of existing agreements between the City of Pittsburgh and PASCHEK plus MTR for the professional design services for Fort Pitt Park Phase I improvements at a cost not to exceed 300,000 by increasing the total city cost by 115,170 for a new total city cost not to exceed 415,170 over one year.",b
And.,i
"Councilman Wilson, Chair of Land Use and Economic Development.",b
"Thank you, Mr President.",i
"Councilman Bobby Wilson presents Bill 1691 Resolution Transferring the Amount of 33,292 within the 2025 operating budget from City Council District's salaries and wages regular to City Council District's employees' benefits for the purpose of tuition reimbursement.",b
"And I have four, If you could first read the appointment.",i
Councilman R Daniel Lavelle presents Bill 1692 Resolution Appointment Isabella Gross as a member of the Shade Tree Commission with a term to expire March 1st 2029.,b
We need a motion to either interview or approve.,i
"Motion to approve: Second: All those in favor say aye, Aye.",i
Any opposed.,i
The appointment has been approved.,i
And now we have three communications.,i
"Councilman R Daniel Lavelle also presents Bill 1693 communication from Jake Pollack, Director of Office of Management and Budget, submitting to City Council the attached status update from the Grants Office for the week ended March 28th 2025.",b
"And Bill 1694 communication from Jake Pollack, Director of the Office of Management and Budget, submitting a donation to the Department of Public Safety from Pittsburgh Cultural Trust for the purchase of smoke detectors to be given to city residents in the amount not to exceed 500.",b
"And Bill 1697 communication from Sushila, Executive Director of the Urban Redevelopment Authority of Pittsburgh, submitting the Affordable Housing Bond 2024 Annual Performance Report dated March 28th 2025.",b
"We need a motion to read, receive and file, So moved.",i
"Second, All those in favor say aye, Aye.",i
"All bids have been read, received and filed.",i
"That takes us to the reports of Committee for Final Action, beginning with Councilwoman Erica Strasburg representing the City Council Representative Committee of Finance and Law.",b
"Thank you, Mr President.",i
"Councilperson Erica Strasburg presents Bill 1677 Report of the Committee on Finance and Law for March 26th 2025, with an affirmative recommendation.",b
"Bill 1639 resolution amending Resolution Number 564 of 2024 which authorized 36 open-end professional services agreements with multiple vendors to provide professional services on an on-call basis as required, related to various professional services as needed by the various departments of the City of Pittsburgh, each agreement being at an amount not to exceed 1,500,000 annually for a three-year term and providing for funding of the cost to the city of Pittsburgh.",b
"Thank you, Thank you As of this Board meeting.",i
"london leader rainy, addition of 713 for most 9,000 hereby to the Committee answered the bill.",i
All bids have been read and received.,i
"like a final comment from jo Stevenson, The stuff in this Bell Formula was approved by Councilman Achilles, later Whoops Forest City, and by resolution 11-B and by consent of the mettre of Monsignor Jack Gettij.",i
"Finally, I would like to Privilege of this Bill omitted gemeinships, verbal confiscation and the of the stem out of list contract which would go over House flashcards of anger and Live samoa list of disse.",i
"criticize That snacking that over fz 1, the Mi proposal of 177 are entitled to free or be the gifts which we are display, related to various professional services as needed by the various departments of the City of Pittsburgh, each agreement being at an amount not to exceed 750,000 annually for a three-year term and providing for funding of the cost thereof by authorizing 56 additional open-end professional services agreements with multiple vendors for same various professional services.",i
You've heard the reading and title of the bill.,i
Is there any discussion?,i
"Seeing none, the bill is now ready for final action.",i
All in favor of the passage of the bill will vote aye when the name is called.,i
Those opposed will vote no.,i
Will the clerk please take the roll?,i
Mr Sharlin: Aye.,i
Mr Coghill: Aye.,i
Ms Gross: Aye.,i
Mr Mosley: Aye.,i
Mrs Strasburger: Aye.,i
Mrs Warwick: Aye.,i
Mr Wilson: Aye.,i
"Mr LaValle-President: Aye, Eight ayes.",i
The bill has received a legal card.,i
number of votes.,i
"It is passed, finally.",i
That takes us to Councilwoman Barbara Warwick presenting the Committee of Public Works and Infrastructure.,b
"Thank you, Mr President.",i
"Councilwoman Barbara Warwick presents Bill 1678 Report of the Committee on Public Works and Infrastructure for March 26th 2025, with an affirmative recommendation.",b
"Bill 1641 resolution providing for the issuance of a warrant in favor of Cannon Tools for the purchase of one MaxScan tool used to repair DPW vehicles in the amount of 13,499.",b
"98 over one year In Bill 1664 resolution providing for the issuance of a warrant in favor of United Rentals in the amount of 35,025 for the purchase of portable restroom rentals and servicing throughout the city's parks system at various locations, and providing for the payment of the cost thereof.",b
You have heard the reading inside the bill.,i
Is there any discussion?,i
Seeing none.,i
the bill is now ready for final action.,i
All in favor to pass through the bill?,i
vote aye.,i
when her name is called.,i
Those opposed will vote no.,i
Will the clerk please take the roll?,i
Mr Sharland: Aye.,i
Mr Coghill: Aye.,i
Ms Gross: Aye.,i
Mr Mosley: Aye.,i
Mrs Strasburger: Aye.,i
Mrs Warwick: Aye.,i
Mr Wilson: Aye.,i
"Mr LaValle-President: Aye, Eight ayes.",i
"The bill, having received the lead by a number of votes, is passed finally, And that takes us to Councilwoman Deborah Gross presenting the Committee of Innovation, Performance, Asset Management and Technology.",i
"Thank you, Mr President.",i
"Thank you, Councilwoman Deborah L Gross presents Bill 1679 report of the Committee on Innovation, Performance, Asset Management and Technology for March 26, 2025, with an affirmative recommendation.",b
Bill 1635 resolution authorizing the Mayor and the City Solicitor to enter into a professional service agreement or agreements with SciComm Data Systems Inc.,b
"for computer services relating to continuing maintenance, support and upgrades to City law, the Department of Law's current legal case management and administrative support software system for an amount not to exceed 11,424 over one year.",i
You have heard the reading and title of the bill.,i
Is there any discussion?,i
"If none, the bill is now ready for final action.",i
All in favor to pass the bill?,i
vote aye When her name is called.,i
those opposed will vote no.,i
Will the clerk please take the roll?,i
"Mr Sharlin, Aye Mr Coghill.",i
Aye Ms Gross.,i
Aye Mr Mosley.,i
Aye Ms Strasburger.,i
Aye Mrs Warwick.,i
"Aye Mr Wilson, Aye Mr LaValle.",i
"President, Aye Eight ayes.",i
"The bill, having received a leading part of the votes, is passed.",i
"finally And finally, Councilman Kari Mosley presenting the Committee of Intergovernmental and Educational Affairs.",b
"Thank you, Mr President.",i
"Thank you, Councilman Kari Mosley.",i
"presents Bill 1680 reporting on the implementation of the National Education Act, which is the first in the United States to have a national education policy governing the entire country.",b
This agenda would be respected by the Committee for Support of the Committee on Intergovernmental and educational affairs for March 26- 2025 with an affirmative recommendation.,i
"bill 1636 resolution authorizing a cooperation agreement or agreements providing for the transfer of funds not to exceed 125,000 to the City of Pittsburgh Equipment Leasing Authority for the purchase of vehicles for the Department of Public Works Bureau of Environmental Services.",b
This expenditure is associated with a correction to the Pay As Credo contract of 16.,i
36 sixteen-year under the with grant funds that the city will receive from the Pennsylvania Department of Environmental Protection from the 902 Municipal Recycling Grant.,i
"Bill 1637 resolution authorizing the issuance of a warrant payable in favor of the Chartiers Valley District Flood Control Authority to renew the City of Pittsburgh's membership into the CVDFCA and pay fees for the year 2025 in an amount not to exceed 17,204 over one year.",b
"And Bill 1638 resolution authorizing the Mayor and the Director of the Department of Public Works and or the Director of the Department of Mobility and Infrastructure, on behalf of the City of Pittsburgh, to enter into a cooperation agreement with the Pittsburgh Downtown Partnership and the City of Pittsburgh to renew the City of Pittsburgh's membership into the CVDFCA and pay fees for the year 2025 in an amount not to exceed 17,204 over one year.",b
And Bill 1638 resolution authorizing the Mayor and the Director of the Department of Public Works and or the Director of the Department of Public Works providing for assignment of ownership and maintenance of certain infrastructure to be constructed by the Pittsburgh Downtown Partnership for the improvement of Market Square at no cost to the City.,i
You've heard the reading and it's out of the bill.,i
Is there any discussion?,i
"Seeing none, the bill is now ready for final action.",i
All in favor of the passage of the bill vote: aye.,i
Rename is called.,i
Those opposed will vote no.,i
Will the clerk please take the roll?,i
"Mr Sharlin, Aye Mr Coghill.",i
Aye Ms Gross.,i
Aye Mr Mosley.,i
Aye Mrs Strasburger.,i
"Aye Ms Warwick, Aye Mr Wilson.",i
"Aye Mr LaValle-President, Aye Eight ayes.",i
The bill has received the required number of votes.,i
It is passed.,i
"finally, That takes us to motions and resolutions.",b
Is there anything for members?,i
"Councilwoman Gross, and I saw Councilman Mosley as well.",i
"I'm sorry, Councilwoman Strasburger.",i
"Thank you, It's been a long morning.",i
I'm sorry.,i
I understand It's been a long morning so far.,i
I would like to make a motion to call for a post agenda on the Oakland bid.,i
O bid.,i
"Okay, Is there a second Second?",i
All in favor?,i
"say aye, Aye, We will work with you to get that scheduled, Councilman Mosley.",i
"Yeah, I just wanted to congratulate the Neighborhood Academy Bulldogs on winning the Class A State Championship last week in Hershey.",b
"And you know, kudos to Dr Anthony Williams for the great job he does running the school.",i
"And I also want to give a shout out to Courtney Wallace, whose father I played with- I think she was with the Hawks last year- And I just really appreciate it And I really appreciate the support and the support she gives And I'm really excited about his career.",i
I would love to see him at Perry And I wish him the best as he goes on to New Haven to play for Yale.,i
"as a basketball player- And obviously clearly he's a great student athlete as well, So looking forward to inviting him down to Council Chambers on the 29th of April to honor them.",i
"Okay, So kudos, All right, We've had two championships in two weeks.",i
Congratulations.,i
Anything else for members If not?,i
"we did read, receive and file the annual report on the affordable housing bond that we took out.",b
"That's great that we had very lengthy conversations over whether or not we should do, and so i think it's worthwhile having a discussion of what those dollars are being used for and how they're being deployed.",i
so someone would offer up a motion to hold a post agenda on the affordable housing bond.,i
so moved.,i
"second, all those in favor say aye, aye, can you oppose?",i
we'll work to get that scheduled as well.,i
that takes us to meeting announcements this afternoon at one o'clock.,b
council holding executive section on bill 1687 as it relates to ongoing litigation matters.,i
"also this afternoon at 12 o'clock, council will hold a briefing on delta days in pittsburgh, hosted by the pittsburgh alumni chapter of delta, sigma theta sorority.",i
"tomorrow, wednesday, april 2nd, council will hold our senate committee meeting at 10 am.",i
speaker registration will close at 9 am wednesday morning.,i
"to register to speak at this meeting, please fill out the sign up form on the council meeting webpage by the deadline.",i
you may also call the clerk's office at 412-255-2100.,i
"and on wednesday afternoon, with sessions at two and three, council will hold a briefing with stout consultants on affordable housing strategies for pittsburgh.",i
"thursday, april 3rd, with sessions at two and three, council will hold a briefing to discuss the conflict of interest policy for public service grant selection process.",i
"everyone- no, yeah, everyone's- councilman's first- was absent.",i
"so we need a motion to excuse the absent member, approve the minutes and adjourn the meeting.",b
so move second.,i
"all those in favor say aye, aye, we are adjourned.",i
"okay, we'll note that as the committee is adjourned, we are deferring to an.",i
following a motion by the senator chairs the everyday vote.,i
infection prevention policy up in sürplayingiam.,i
Thank you.,i
