agenda_segment,matched_legislation,true_headline,combined_segment,claude_headline,gemini_headline,openai_headline
"COUNCILMAN R. DANIEL LAVELLE PRESENTS:
2025-1730 Resolution appointment of Anne Marie Ellison as a Member of the LGBTQIA+ Commission with a term to expire April 1, 2029.
A motion was made that this matter be Approved. The motion carried.
Enactment No: 218","Title
Resolution appointment of Anne Marie Ellison as a Member of the LGBTQIA+ Commission with a term to expire April 1, 2029.
  Body
This appointment shall take effect upon confirmation by Pittsburgh City Council.",NO_HEADLINE,"**Section of meeting agenda:**
COUNCILMAN R. DANIEL LAVELLE PRESENTS:
2025-1730 Resolution appointment of Anne Marie Ellison as a Member of the LGBTQIA+ Commission with a term to expire April 1, 2029.
A motion was made that this matter be Approved. The motion carried.
Enactment No: 218

**Section of meeting legislation:**
Title

Resolution appointment of Anne Marie Ellison as a Member of the LGBTQIA+ Commission with a term to expire April 1, 2029.

 

Body

This appointment shall take effect upon confirmation by Pittsburgh City Council.



**Section of meeting transcript:**
council president Lavelle presents bill number 1730 resolution appointing and Marie Allison as a member of the LGBTQIA plus Commission, term to expire April 1st 2029.
",Council approves Anne Marie Ellison's appointment to LGBTQIA+ Commission through 2029.,Council appoints Anne Marie Ellison to the LGBTQIA+ Commission.,Council approves Anne Marie Ellison appointment to LGBTQIA+ Commission through 2029
"2025-1731 Resolution appointment of Elliott Williams as a Member of the Shade Tree Commission with a term to expire April 1, 2029.
A motion was made that this matter be Approved. The motion carried.
Enactment No: 219","Title
Resolution appointment of Elliott Williams as a Member of the Shade Tree Commission with a term to expire April 1, 2029.
  Body
This appointment shall take effect upon confirmation by Pittsburgh City Council.",NO_HEADLINE,"**Section of meeting agenda:**
2025-1731 Resolution appointment of Elliott Williams as a Member of the Shade Tree Commission with a term to expire April 1, 2029.
A motion was made that this matter be Approved. The motion carried.
Enactment No: 219

**Section of meeting legislation:**
Title

Resolution appointment of Elliott Williams as a Member of the Shade Tree Commission with a term to expire April 1, 2029.

 

Body

This appointment shall take effect upon confirmation by Pittsburgh City Council.



**Section of meeting transcript:**
bill 1731 resolution appointing Elliott Williams as a member of the shade tree Commission, term to expire April 1st 2029. and.
",Council approves Elliott Williams' appointment to Shade Tree Commission through 2029.,Council appoints Elliott Williams to the Shade Tree Commission.,Council approves Elliott Williams appointment to Shade Tree Commission through 2029
"2025-1732 Resolution appointing Bryan Murray to the Pittsburgh HIV / AIDS Commission, per Title I: Administrative, Article IX: Boards, Commissions, and Authorities, Chapter 179C: Establishment of Pittsburgh HIV/AIDS Commission, §179C.02(1) and §179C.02(2) of the Pittsburgh City Code of Ordinances.
SPONSOR /S: COUNCIL MEMBER WARWICK
A motion was made that this matter be Approved. The motion carried.
Enactment No: 220","Title
Resolution appointing Bryan Murray to the Pittsburgh HIV / AIDS Commission, per Title I: Administrative, Article IX: Boards, Commissions, and Authorities, Chapter 179C: Establishment of Pittsburgh HIV/AIDS Commission, §179C.02(1) and §179C.02(2) of the Pittsburgh City Code of Ordinances.
  Body
This appointment shall take effect immediately upon confirmation by City Council.",NO_HEADLINE,"**Section of meeting agenda:**
2025-1732 Resolution appointing Bryan Murray to the Pittsburgh HIV / AIDS Commission, per Title I: Administrative, Article IX: Boards, Commissions, and Authorities, Chapter 179C: Establishment of Pittsburgh HIV/AIDS Commission, §179C.02(1) and §179C.02(2) of the Pittsburgh City Code of Ordinances.
SPONSOR /S: COUNCIL MEMBER WARWICK
A motion was made that this matter be Approved. The motion carried.
Enactment No: 220

**Section of meeting legislation:**
Title

Resolution appointing Bryan Murray to the Pittsburgh HIV / AIDS Commission, per Title I: Administrative, Article IX: Boards, Commissions, and Authorities, Chapter 179C: Establishment of Pittsburgh HIV/AIDS Commission, §179C.02(1) and §179C.02(2) of the Pittsburgh City Code of Ordinances.

 

Body

This appointment shall take effect immediately upon confirmation by City Council.



**Section of meeting transcript:**
bill number 1732 resolution appointing Brian Murray to the Pittsburgh HIV AIDS Commission per title one, administrative commission. and.
bill number 1732 resolution appointing Brian Murray to the Pittsburgh HIV AIDS commission per title one, administrative article nine boards, commissions and authorities. chapter 179 C: establishment of the Pittsburgh HIV and AIDS Commission- 179 co2 one in 179 co2 two of the Pittsburgh City Code of Ordinances.
",Council approves Bryan Murray's appointment to the Pittsburgh HIV/AIDS Commission.,Bryan Murray appointed to the Pittsburgh HIV / AIDS Commission.,Council approves appointment of Bryan Murray to Pittsburgh HIV/AIDS Commission
"2025-1733 Resolution appointing Clarisse Jordan to the Pittsburgh HIV/AIDS Commission, per Title I: Administrative, Article IX: Boards, Commissions, and Authorities, Chapter 179C: Establishment of Pittsburgh HIV/AIDS Commission, §179C.02(1) and §179C.02(2) of the Pittsburgh City Code of Ordinances.
SPONSOR /S: COUNCIL MEMBER WARWICK
A motion was made that this matter be Approved. The motion carried.
Enactment No: 221","Title
Resolution appointing Clarisse Jordan to the Pittsburgh HIV/AIDS Commission, per Title I: Administrative, Article IX: Boards, Commissions, and Authorities, Chapter 179C: Establishment of Pittsburgh HIV/AIDS Commission, §179C.02(1) and §179C.02(2) of the Pittsburgh City Code of Ordinances.
  Body
This appointment shall take effect immediately upon confirmation by City Council.",NO_HEADLINE,"**Section of meeting agenda:**
2025-1733 Resolution appointing Clarisse Jordan to the Pittsburgh HIV/AIDS Commission, per Title I: Administrative, Article IX: Boards, Commissions, and Authorities, Chapter 179C: Establishment of Pittsburgh HIV/AIDS Commission, §179C.02(1) and §179C.02(2) of the Pittsburgh City Code of Ordinances.
SPONSOR /S: COUNCIL MEMBER WARWICK
A motion was made that this matter be Approved. The motion carried.
Enactment No: 221

**Section of meeting legislation:**
Title

Resolution appointing Clarisse Jordan to the Pittsburgh HIV/AIDS Commission, per Title I: Administrative, Article IX: Boards, Commissions, and Authorities, Chapter 179C: Establishment of Pittsburgh HIV/AIDS Commission, §179C.02(1) and §179C.02(2) of the Pittsburgh City Code of Ordinances.

 

Body

This appointment shall take effect immediately upon confirmation by City Council.






**Section of meeting transcript:**
bill number 1733 resolution appointing Clarice Jordan to the Pittsburgh HIV AIDS Commission. per title one: administrative article 9: boards, commissions and authorities. chapter 179 C- establishment of Pittsburgh HIV AIDS Commission per title one: administrative. article 9: boards, commissions and authorities. chapter 179 C- establishment of Pittsburgh HIV AIDS Commission per title one: administrative article 9 boards. commission 179 C 0 2 1 and 179 C 0 2 2 of the Pittsburgh City Code of Ordinances. commission 179 C 0 2 1 and 179 C 0 2 2 of the Pittsburgh City Code of Ordinances. we need a motion to interview or approve. second: all those in favor, all those in favor of approving the motion to approve our nominees for the various commissions, please say aye, aye, aye, aye. we will now move on to two communications: bill number 1734, communication from Jake Paul act, director of the Office of Management and Budget, submitting the City Council attached status update from the grants office for the week ended April 11th 2025.
",Council approves Clarisse Jordan's appointment to the Pittsburgh HIV/AIDS Commission.,Council appoints Clarisse Jordan to the Pittsburgh HIV/AIDS Commission.,Council approves appointment of Clarisse Jordan to Pittsburgh HIV/AIDS Commission
"2025-1734 Communication from Jake Pawlak, Director of Office of Management and Budget, submitting to City Council the attached status update from the Grants Office for the week ended April 11, 2025.
A motion was made that this matter be Read, Received and Filed. The motion carried.","title
Communication from Jake Pawlak, Director of Office of Management and Budget, submitting to City Council the attached status update from the Grants Office for the week ended April 11, 2025.",NO_HEADLINE,"**Section of meeting agenda:**
2025-1734 Communication from Jake Pawlak, Director of Office of Management and Budget, submitting to City Council the attached status update from the Grants Office for the week ended April 11, 2025.
A motion was made that this matter be Read, Received and Filed. The motion carried.

**Section of meeting legislation:**
title

Communication from Jake Pawlak, Director of Office of Management and Budget, submitting to City Council the attached status update from the Grants Office for the week ended April 11, 2025.



**Section of meeting transcript:**
NO_TRANSCRIPT
",City Council receives weekly grants office status update from budget director.,City Council receives a weekly update from the Grants Office.,"City Council receives weekly Grants Office status update through April 11, 2025"
"2025-1735 Communication from Felicity Williams, Deputy Chief of Staff, submitting the Equal Opportunity Review Commission Quarterly Report for the period ending March 31, 2025.
A motion was made that this matter be Read, Received and Filed. The motion carried.","title
Communication from Felicity Williams, Deputy Chief of Staff, submitting the Equal Opportunity Review Commission Quarterly Report for the period ending March 31, 2025.",NO_HEADLINE,"**Section of meeting agenda:**
2025-1735 Communication from Felicity Williams, Deputy Chief of Staff, submitting the Equal Opportunity Review Commission Quarterly Report for the period ending March 31, 2025.
A motion was made that this matter be Read, Received and Filed. The motion carried.

**Section of meeting legislation:**
title

Communication from Felicity Williams, Deputy Chief of Staff, submitting the Equal Opportunity Review Commission Quarterly Report for the period ending March 31, 2025.



**Section of meeting transcript:**
NO_TRANSCRIPT
",City receives quarterly report from Equal Opportunity Review Commission for March 2025.,City Council receives the quarterly report from the Equal Opportunity Review Commission.,"Council receives and files Equal Opportunity Review Commission Quarterly Report through March 31, 2025"
"2025-1736 Ordinance amending the Pittsburgh Code at Title Six: Conduct, Article I: Regulated Rights and Actions, Chapter 626: Paid Sick Days Act, Section 626.03: Accrual of Sick Time, so as to change the rate at which employees can accumulate paid sick leave hours, and increase the maximum total amount of paid sick leave hours that can be accumulated.
SPONSOR /S: COUNCIL MEMBER LAVELLE
Read and referred to the Committee on Finance and Law","Title
Ordinance amending the Pittsburgh Code at Title Six: Conduct, Article I: Regulated Rights and Actions, Chapter 626: Paid Sick Days Act, Section 626.03: Accrual of Sick Time, so as to change the rate at which employees can accumulate paid sick leave hours, and increase the maximum total amount of paid sick leave hours that can be accumulated.
(Public Hearing held 5/28/25)
  Body
The Council of the City of Pittsburgh hereby enacts as follows:
Section 1.                     The Pittsburgh Code is hereby amended at Title Six: Conduct, Article I: Regulated Rights and Actions, Chapter 626: Paid Sick Days Act, Section 626.03: Accrual of Sick Time as follows:
  § 626.03 ACCRUAL OF SICK TIME.
(a)                     All employees shall have the right to sick time established herein.
(b)                                          All employees of employers with fifteen (15) or more employees shall accrue a minimum of one (1) hour of paid sick time for every thirty (30) hours worked in Pittsburgh unless the employer provides a faster accrual rate.
(1)                                          Employees of employers with fifteen (15) or more employees shall be permitted to accrue no more than seventy-two (72) hours of paid sick time in a calendar year, unless the employer designates a higher amount.
(a)                     At no point shall an employee of an employer with fifteen (15) or more employees be permitted
to have access to more than seventy-two (72) hours of paid sick time, unless the employer designates a higher amount.
(c)                                          All employees of employers with fewer than fifteen (15) employees shall accrue a minimum of one (1) hour of sick time for every thirty (30) hours worked in Pittsburgh, unless the employer provides a faster accrual rate.
  (1)                                          Employees of employers with fewer than fifteen (15) employees shall be permitted to accrue no more than forty-eight (48) hours of paid sick time, unless the employer designates a higher amount.
(a)                     At no point shall an employee of an employer with fewer than fifteen (15) employees be permitted to have access to more than forty-eight (48) hours of paid sick time, unless an employer designates a higher amount.
(d)                                          Employees who are exempt from overtime requirements under 29 U.S.C. § 213(a)(1) of the Federal Fair Labor Standards Act will be assumed to work forty (40) hours in each workweek for purposes of sick time accrual, unless their normal workweek is less than forty (40) hours, in which case sick time accrues based upon that normal workweek.
(e)                                          The accrual of sick time, as provided in this Chapter, shall begin on the effective date of this Chapter, as to an employee who is employed as of such effective date. All employees who become employed after such effective date shall begin to accrue paid sick time at the commencement of their employment.
(f)                                          All employees shall be entitled to use accrued sick time beginning on the ninetieth calendar day following the commencement of their employment.
(g)                     Accrued sick time shall be carried over to the following calendar year, except when:
(1)                                          An employer that employs fifteen (15) or more employees provides at least seventy-two (72) hours of paid sick time at the beginning of each calendar year; or
(2)                     An employer that employs fewer than fifteen (15) employees provides at least
forty-eight (48) hours of paid sick time at the beginning of each calendar year.
(h)                                          An employer is not obligated to provide financial or other reimbursement to an employee upon the employee's termination, resignation, retirement, or other separation from employment for unused sick time that has been accrued.
(i)                                          If an employee is transferred to a separate division, entity or location, but remains employed by the same employer, the employee is entitled to all sick time accrued at the prior division, entity or location and is entitled to use all sick time as provided in this Section.
(1)                                          When there is a separation from employment and the employee is rehired within six (6) months of separation by the same employer, previously accrued paid sick time that had not been used shall be reinstated.
(a)                     The employee shall be entitled to use accrued paid sick time and accrue additional paid sick time at the recommencement of employment.
(j)                                          At its discretion, the employer may loan sick time to the employee in advance of accrual by such employee.
(k)                                          When a different employer succeeds or takes the place of an existing employer, all employees of the original employer who remain employed by the successor employer are entitled to all earned sick time accrued when employed by the original employer and are entitled to use all earned sick time previously accrued.
(l)                                          Any employer with a paid leave policy, such as a paid time off policy, who makes available an amount of paid leave sufficient to meet the accrual requirements of this Section that may be used for the same purposes and under the same conditions as sick time under this Chapter is not required to provide additional sick time.
(m)                                          Any employer with a collective bargaining agreement that makes available a sufficient amount of paid leave to meet the accrual requirements of this Section that may be used for the same purposes and under the same conditions as sick time under this Chapter is not required to provide additional sick time.
  Section 2.
   (A) The amendments of this Ordinance shall take effect on January 1st, 2026.",NO_HEADLINE,"**Section of meeting agenda:**
2025-1736 Ordinance amending the Pittsburgh Code at Title Six: Conduct, Article I: Regulated Rights and Actions, Chapter 626: Paid Sick Days Act, Section 626.03: Accrual of Sick Time, so as to change the rate at which employees can accumulate paid sick leave hours, and increase the maximum total amount of paid sick leave hours that can be accumulated.
SPONSOR /S: COUNCIL MEMBER LAVELLE
Read and referred to the Committee on Finance and Law

**Section of meeting legislation:**
Title

Ordinance amending the Pittsburgh Code at Title Six: Conduct, Article I: Regulated Rights and Actions, Chapter 626: Paid Sick Days Act, Section 626.03: Accrual of Sick Time, so as to change the rate at which employees can accumulate paid sick leave hours, and increase the maximum total amount of paid sick leave hours that can be accumulated.

(Public Hearing held 5/28/25)

 

Body

The Council of the City of Pittsburgh hereby enacts as follows:

Section 1.                     The Pittsburgh Code is hereby amended at Title Six: Conduct, Article I: Regulated Rights and Actions, Chapter 626: Paid Sick Days Act, Section 626.03: Accrual of Sick Time as follows:

 

§ 626.03 ACCRUAL OF SICK TIME.

(a)                     All employees shall have the right to sick time established herein.

(b)                                          All employees of employers with fifteen (15) or more employees shall accrue a minimum of one (1) hour of paid sick time for every thirty (30) hours worked in Pittsburgh unless the employer provides a faster accrual rate.

(1)                                          Employees of employers with fifteen (15) or more employees shall be permitted to accrue no more than seventy-two (72) hours of paid sick time in a calendar year, unless the employer designates a higher amount.

(a)                     At no point shall an employee of an employer with fifteen (15) or more employees be permitted

to have access to more than seventy-two (72) hours of paid sick time, unless the employer designates a higher amount.

(c)                                          All employees of employers with fewer than fifteen (15) employees shall accrue a minimum of one (1) hour of sick time for every thirty (30) hours worked in Pittsburgh, unless the employer provides a faster accrual rate.

 

(1)                                          Employees of employers with fewer than fifteen (15) employees shall be permitted to accrue no more than forty-eight (48) hours of paid sick time, unless the employer designates a higher amount.

(a)                     At no point shall an employee of an employer with fewer than fifteen (15) employees be permitted to have access to more than forty-eight (48) hours of paid sick time, unless an employer designates a higher amount.

(d)                                          Employees who are exempt from overtime requirements under 29 U.S.C. § 213(a)(1) of the Federal Fair Labor Standards Act will be assumed to work forty (40) hours in each workweek for purposes of sick time accrual, unless their normal workweek is less than forty (40) hours, in which case sick time accrues based upon that normal workweek.

(e)                                          The accrual of sick time, as provided in this Chapter, shall begin on the effective date of this Chapter, as to an employee who is employed as of such effective date. All employees who become employed after such effective date shall begin to accrue paid sick time at the commencement of their employment.

(f)                                          All employees shall be entitled to use accrued sick time beginning on the ninetieth calendar day following the commencement of their employment.

(g)                     Accrued sick time shall be carried over to the following calendar year, except when:

(1)                                          An employer that employs fifteen (15) or more employees provides at least seventy-two (72) hours of paid sick time at the beginning of each calendar year; or

(2)                     An employer that employs fewer than fifteen (15) employees provides at least

forty-eight (48) hours of paid sick time at the beginning of each calendar year.

(h)                                          An employer is not obligated to provide financial or other reimbursement to an employee upon the employee's termination, resignation, retirement, or other separation from employment for unused sick time that has been accrued.

(i)                                          If an employee is transferred to a separate division, entity or location, but remains employed by the same employer, the employee is entitled to all sick time accrued at the prior division, entity or location and is entitled to use all sick time as provided in this Section.

(1)                                          When there is a separation from employment and the employee is rehired within six (6) months of separation by the same employer, previously accrued paid sick time that had not been used shall be reinstated.

(a)                     The employee shall be entitled to use accrued paid sick time and accrue additional paid sick time at the recommencement of employment.

(j)                                          At its discretion, the employer may loan sick time to the employee in advance of accrual by such employee.

(k)                                          When a different employer succeeds or takes the place of an existing employer, all employees of the original employer who remain employed by the successor employer are entitled to all earned sick time accrued when employed by the original employer and are entitled to use all earned sick time previously accrued.

(l)                                          Any employer with a paid leave policy, such as a paid time off policy, who makes available an amount of paid leave sufficient to meet the accrual requirements of this Section that may be used for the same purposes and under the same conditions as sick time under this Chapter is not required to provide additional sick time.

(m)                                          Any employer with a collective bargaining agreement that makes available a sufficient amount of paid leave to meet the accrual requirements of this Section that may be used for the same purposes and under the same conditions as sick time under this Chapter is not required to provide additional sick time.

 

Section 2.

 

 (A) The amendments of this Ordinance shall take effect on January 1st, 2026.

 





**Section of meeting transcript:**
and bill number 1735, communication from Felicity Williams, deputy chief of staff, submitting the equal opportunity review Commission quarterly report for the period ending March 31st 2025. we need a motion to read, receive and file. so move second: all those in favor. aye, motion passes. and now we have one piece of sponsored legislation from council president Lavelle, in bill number 1736, ordinance amending the Pittsburgh code, title 6, conduct, article 1, regulated rights and actions, chapter 626, paid sick days Act, section 6 to 6: 0, 3, accrual of sixth time so as to change the rate at which employees can impute, accumulate paid sick leave hours and increase the maximum total amount of paid sick leave hours that can be accumulated. thank you very much.
",Council member Lavelle introduces ordinance to increase paid sick leave accrual rates and maximum hours for Pittsburgh employees.,Council introduces legislation to increase paid sick leave hours for Pittsburgh employees.,Council approves ordinance to increase paid sick leave accrual rates and maximum hours
"Unfinished Business
2024-0986 Resolution reappointment of Aftyn Giles as a Member of the Clean Pittsburgh Commission with a term to expire September 1, 2028.
A motion was made that this matter be Approved. The motion carried.
Enactment No: 222","Title
Resolution reappointment of Aftyn Giles as a Member of the Clean Pittsburgh Commission with a term to expire September 1, 2028.
  Body
This appointment shall take effect upon confirmation by Pittsburgh City Council",NO_HEADLINE,"**Section of meeting agenda:**
Unfinished Business
2024-0986 Resolution reappointment of Aftyn Giles as a Member of the Clean Pittsburgh Commission with a term to expire September 1, 2028.
A motion was made that this matter be Approved. The motion carried.
Enactment No: 222

**Section of meeting legislation:**
Title

Resolution reappointment of Aftyn Giles as a Member of the Clean Pittsburgh Commission with a term to expire September 1, 2028.

 

Body

This appointment shall take effect upon confirmation by Pittsburgh City Council



**Section of meeting transcript:**
we have two appointments: bill number two, three, two, four, nine, eighty six resolution reappointing Afton Giles as a member of the clean Pittsburgh Commission, term to expire September 1st 2028.
",Council reappoints Aftyn Giles to Clean Pittsburgh Commission through 2028.,Aftyn Giles reappointed to Clean Pittsburgh Commission.,Council reappoints Aftyn Giles to Clean Pittsburgh Commission through 2028
"2025-1668 Resolution reappointing Janet Evans, as a Member of the Housing Authority of City of Pittsburgh Board of Directors with a term to expire December 31, 2029.
A motion was made that this matter be Approved. The motion carried.
Enactment No: 223","title
Resolution reappointing Janet Evans, as a Member of the Housing Authority of City of Pittsburgh Board of Directors with a term to expire December 31, 2029.
  body
This appointment shall take effect upon confirmation by Pittsburgh City Council.",NO_HEADLINE,"**Section of meeting agenda:**
2025-1668 Resolution reappointing Janet Evans, as a Member of the Housing Authority of City of Pittsburgh Board of Directors with a term to expire December 31, 2029.
A motion was made that this matter be Approved. The motion carried.
Enactment No: 223

**Section of meeting legislation:**
title

Resolution reappointing Janet Evans, as a Member of the Housing Authority of City of Pittsburgh Board of Directors with a term to expire December 31, 2029.

 

body

This appointment shall take effect upon confirmation by Pittsburgh City Council.



**Section of meeting transcript:**
and bill number 2025. 1668 resolution reappointing Janet Evans as a member of the Housing Authority of the City of Pittsburgh Board of Directors, term to expire December 31st 2029. we need a motion to approve. motion to approve. second, second, second discussion. all those in favor, please indicate by saying aye, motion passes. is there any other unfinished business before council?
",Council reappoints Janet Evans to Pittsburgh Housing Authority Board through 2029.,City Council reappoints Janet Evans to the city's Housing Authority board.,Council reappoints Janet Evans to Housing Authority Board through 2029
"Reports of Committee - Final Action
COUNCILWOMAN ERIKA STRASSBURGER PRESENTS COMMITTEE ON FINANCE AND LAW
2025-1724 Report of the Committee on Finance and Law for April 9, 2025 with an Affirmative Recommendation.
A motion was made that this matter be Read, Received and Filed. The motion carried.","Title
Report of the Committee on Finance and Law for April 9, 2025 with an Affirmative Recommendation.",NO_HEADLINE,"**Section of meeting agenda:**
Reports of Committee - Final Action
COUNCILWOMAN ERIKA STRASSBURGER PRESENTS COMMITTEE ON FINANCE AND LAW
2025-1724 Report of the Committee on Finance and Law for April 9, 2025 with an Affirmative Recommendation.
A motion was made that this matter be Read, Received and Filed. The motion carried.

**Section of meeting legislation:**
Title

Report of the Committee on Finance and Law for April 9, 2025 with an Affirmative Recommendation.



**Section of meeting transcript:**
presents bill number 1724. reported a Committee on Finance and Law for April 9th 2025 with an affirmative recommendation.
",Committee on Finance and Law issues affirmative recommendation on April 9th report.,Council accepts a positive recommendation from the Finance and Law Committee.,Councilwoman Strassburger presents Committee on Finance and Law report with approval
"2025-1687 Resolution authorizing the issuance of a warrant in favor of County of Allegheny in an amount not to exceed THIRTEEN THOUSAND SIX HUNDRED FORTY-SEVEN DOLLARS AND ZERO CENTS ($13,647.00) over one year, in full and final settlement of a claim (2025-CLAIM-0062) for damage to the glycol line sidewalk heating system at the Allegheny County Courthouse by DOMI Traffic Division during sign placement on the Forbes Avenue sidewalk area of the Courthouse on December 3, 2024.
A motion was made that this matter be Passed Finally. The motion carried by the following vote:
Aye: 8 - Council Member Charland, Council Member Coghill, Council Member Gross, Council Member Mosley, Council Member Kail-Smith, Council Member Strassburger, Council Member Warwick, and Council Member Wilson
No: 0
Abstain: 0
Absent: 1 - Council Member Lavelle","Title
Resolution authorizing the issuance of a warrant in favor of County of Allegheny in an amount not to exceed THIRTEEN THOUSAND SIX HUNDRED FORTY-SEVEN DOLLARS AND ZERO CENTS ($13,647.00) over one year, in full and final settlement of a claim (2025-CLAIM-0062) for damage to the glycol line sidewalk heating system at the Allegheny County Courthouse by DOMI Traffic Division during sign placement on the Forbes Avenue sidewalk area of the Courthouse on December 3, 2024.
  Body
Be it resolved by the Council of the City of Pittsburgh as follows:
  Section 1.                     The Mayor is hereby authorized to issue and the City Controller to countersign a warrant in favor of County of Allegheny in an amount not to exceed THIRTEEN THOUSAND SIX HUNDRED FORTY-SEVEN DOLLARS AND ZERO CENTS ($13,647.00) over one year, in full and final settlement of a claim (2025-CLAIM-0062) for damage to the glycol line sidewalk heating system at the Allegheny County Courthouse by DOMI Traffic Division during sign placement on the Forbes Avenue sidewalk area of the Courthouse on December 3, 2024, charging same to Code 11101.108000.58.58105.2025.",NO_HEADLINE,"**Section of meeting agenda:**
2025-1687 Resolution authorizing the issuance of a warrant in favor of County of Allegheny in an amount not to exceed THIRTEEN THOUSAND SIX HUNDRED FORTY-SEVEN DOLLARS AND ZERO CENTS ($13,647.00) over one year, in full and final settlement of a claim (2025-CLAIM-0062) for damage to the glycol line sidewalk heating system at the Allegheny County Courthouse by DOMI Traffic Division during sign placement on the Forbes Avenue sidewalk area of the Courthouse on December 3, 2024.
A motion was made that this matter be Passed Finally. The motion carried by the following vote:
Aye: 8 - Council Member Charland, Council Member Coghill, Council Member Gross, Council Member Mosley, Council Member Kail-Smith, Council Member Strassburger, Council Member Warwick, and Council Member Wilson
No: 0
Abstain: 0
Absent: 1 - Council Member Lavelle

**Section of meeting legislation:**
Title

Resolution authorizing the issuance of a warrant in favor of County of Allegheny in an amount not to exceed THIRTEEN THOUSAND SIX HUNDRED FORTY-SEVEN DOLLARS AND ZERO CENTS ($13,647.00) over one year, in full and final settlement of a claim (2025-CLAIM-0062) for damage to the glycol line sidewalk heating system at the Allegheny County Courthouse by DOMI Traffic Division during sign placement on the Forbes Avenue sidewalk area of the Courthouse on December 3, 2024.

 

Body

Be it resolved by the Council of the City of Pittsburgh as follows:

 

Section 1.                     The Mayor is hereby authorized to issue and the City Controller to countersign a warrant in favor of County of Allegheny in an amount not to exceed THIRTEEN THOUSAND SIX HUNDRED FORTY-SEVEN DOLLARS AND ZERO CENTS ($13,647.00) over one year, in full and final settlement of a claim (2025-CLAIM-0062) for damage to the glycol line sidewalk heating system at the Allegheny County Courthouse by DOMI Traffic Division during sign placement on the Forbes Avenue sidewalk area of the Courthouse on December 3, 2024, charging same to Code 11101.108000.58.58105.2025.



**Section of meeting transcript:**
bill 1687 resolution authorizing the issuance of a warrant in favor of the County of Allegheny in an amount not to exceed thirteen thousand six hundred and forty seven dollars over one year, in full and final settlement of a claim for damage to the glycol line sidewalk heating system, the allegheny county courthouse by domey traffic division during sign placement on the forbes avenue sidewalk area of the courthouse on december 20th, december 3rd 2024. you have heard the reading and the title of the bill. is there any discussion on the bill? seeing none, the bill is now ready for final action. all in favor of the passage of the bill will vote aye when their name is called. those opposed will vote no. will the clerk please call the roll mr charlotte, aye. mr coghill- aye. ms gross: aye. mr mosley: aye. mrs kail smith. mrs warwick: aye, mr strasburger, chair: aye. seven eyes, zero nose. the bill, having received the legally required number of votes, is passed finally.
","Council approves $13,647 payment to Allegheny County for sidewalk heating system damaged by city traffic workers.","City approves $13,647 payment to Allegheny County for damaging a heated courthouse sidewalk.","Council approves $13,647 settlement to Allegheny County for courthouse sidewalk heating system damage"
"COUNCILWOMAN BARBARA WARWICK PRESENTS COMMITTEE ON PUBLIC WORKS AND INFRASTRUCTURE
2025-1725 Report of the Committee on Public Works and Infrastructure for April 9, 2025 with an Affirmative Recommendation.
A motion was made that this matter be Read, Received and Filed. The motion carried.","Title
Report of the Committee on Public Works and Infrastructure for April 9, 2025 with an Affirmative Recommendation.",NO_HEADLINE,"**Section of meeting agenda:**
COUNCILWOMAN BARBARA WARWICK PRESENTS COMMITTEE ON PUBLIC WORKS AND INFRASTRUCTURE
2025-1725 Report of the Committee on Public Works and Infrastructure for April 9, 2025 with an Affirmative Recommendation.
A motion was made that this matter be Read, Received and Filed. The motion carried.

**Section of meeting legislation:**
Title

Report of the Committee on Public Works and Infrastructure for April 9, 2025 with an Affirmative Recommendation.



**Section of meeting transcript:**
NO_TRANSCRIPT
",Council receives and files Public Works and Infrastructure Committee report with positive recommendation.,Council receives a positive recommendation from the Public Works and Infrastructure Committee.,"Council receives and files Public Works and Infrastructure Committee report for April 9, 2025"
